"번호","이름","닉네임","문장","이름번역","닉네임번역","문장번역"
"102","カヅキ","","その欠けたマグカップ。私がもらっていいか？","","",""
"103","","","カヅキさんが、不意にそう頼んできた。","","",""
"104","アイラ","","え？","","",""
"105","アイラ","","……欠けてるけど","","",""
"106","カヅキ","","ああ。それでもいい","","",""
"107","カヅキ","","私の、はじめてのパートナーであるお前の形見を、ひとつぐらい、手元に残しておきたいんだ","","",""
"108","アイラ","","カヅキ……","","",""
"109","アイラ","","…………","","",""
"110","","","アイラは、欠けたマグカップを布巾で丁寧に拭いて水気を取ると、カヅキの方に差し出した。","","",""
"111","アイラ","","どうぞ","","",""
"112","","","カヅキさんが、それを大切そうに受け取る。","","",""
"113","カヅキ","","ありがとな","","",""
"114","アイラ","","私こそ、ありがとう","","",""
"115","アイラ","","私……あんまり、カヅキの役には立たなかったので……","","",""
"116","アイラ","","カヅキが、私の回収担当に名乗り出てくれて、嬉しかった","","",""
"117","カヅキ","","……っ","","",""
"118","","","カヅキさんは、涙を堪えているように見えた。","","",""
"119","","","いつも勝ち気なカヅキさんでも、やっぱり長年連れ添った元パートナーとの別れは、辛いものがあるんだろう。","","",""
"120","","","俺もそんなカヅキさんの姿につられて、泣きそうになった。","","",""
"121","カヅキ","","役に立たなかったなんてこと……あるかよ","","",""
"122","カヅキ","","お前は、よくやったよ、アイラ","","",""
"123","カヅキ","","今さら言うのもズルいかもしれねえけど……３年前、コンビを解消したのは、お前を見限ったからじゃねえんだ","","",""
"124","カヅキ","","辛そうなお前を、休ませたかったからなんだ……","","",""
"125","カヅキ","","よかれと思って決めたことだったのに、余計、お前を苦しめちまった……","","",""
"126","カヅキ","","言葉足らずで、ごめんな","","",""
"127","アイラ","","そうだったんだ……","","",""
"128","アイラ","","それを最後に知ることができて、よかった","","",""
"129","カヅキ","","お前のやり方は、私が……私たちが、ちゃんと、受け継いでいく","","",""
"130","ツカサ","","そうだよ、アイラ。俺たちに任せてよ","","",""
"131","コンスタンス","","私も、できる限り協力しましょう","","",""
"132","アイラ","","ありがとう……","","",""
"133","","","それが、アイラが生きてきた証を残すことになるんだ。","","",""
"134","","","最後にアイラはターミナルサービスのオフィスまで足を運んで、課長をはじめみんなに、別れの挨拶を交わした。","","",""
"135","","","そして、回収の時間になった。","","",""
"136","","","外に出たアイラは、ハイバネートボックスを積んだ社用車の前まで、コンスタンスに手を繋がれて導かれた。","","",""
"137","","","みんながそれを見守る。","","",""
"138","","","俺も、見守る側だ。","","",""
"139","","","俺は、自分には無理だって、アイラを回収する側に立つことを断った。","","",""
"140","","","だから俺にできることは、見守ることだけ。","","",""
"141","","","カヅキさんが、俺の隣にやって来た。\n俺のお尻のあたりを、強めにパンと叩いてくる。","","",""
"142","カヅキ","","ちゃんと見届けろ。それが、スポッターの役目だ","","",""
"143","カヅキ","","お前は立場上、アイラの所有者であり、アイラのパートナー、スポッターなんだからな","","",""
"144","ツカサ","","はい……！","","",""
"145","","","涙が出そうになるのをこらえて、しっかりと、アイラの様子を見つめた。","","",""
"146","","","アイラは、展開したハイバネートボックスの座席に腰かけると、コンスタンスから指輪を受け取った。","","",""
"147","","","いよいよだ……。","","",""
"148","","","もうすぐ、アイラの意識は途絶える。","","",""
"149","","","そうしたらもう、二度とアイラと話すことはできない。\nアイラが目覚めることは、二度とない。","","",""
"150","ツカサ","","アイラ！","","",""
"151","ツカサ","","俺、ここで頑張っていくから！　アイラのこと忘れずに、頑張るから！","","",""
"152","","","たまらず叫んだら、俺を見たアイラが優しそうに微笑んで、うなずいてくれた。","","",""
"153","","","アイラとコンスタンスが、指輪をはめた右手同士を合わせる。","","",""
"154","","","アイラの身体がまばゆい光に包まれ、首にチョーカーのようなものが浮かび上がると同時に光は消えた。","","",""
"155","","","意識を失ったアイラの顔のすぐ目の前に、小さなホログラフィックモニタが投影された。完全消去プログラムを完了するかどうかの確認だ。","","",""
"156","","","コンスタンスが、ちらりとカヅキさんの顔色を窺った。","","",""
"157","カヅキ","","…………","","",""
"158","","","カヅキさんはうなずいて合図を送ってから、たまらずといった様子で口元を押さえた。隣に立つ俺には、かすかに嗚咽が聞こえてきたけど、聞こえないフリをした。","","",""
"159","","","コンスタンスがアイラの完全消去プログラムを完了させ、ハイバネートボックスが閉じられる。","","",""
"160","","","アイラは、こうして８１９２０時間の人生を終えた。","","",""
"161","","","さよなら、アイラ。","","",""
"162","","","俺たちは、きっとアイラのことを忘れない。","","",""
"163","","","アイラの意志は、この第１ターミナルサービスに残り続けているから。","","",""
"164","","","アイラの回収の翌日には、オフィスにはいつもの日常が戻っていた。","","",""
"165","","","課長は相変わらず本社からの呼び出しを受けては、胃が痛いってぼやいているし。","","",""
"166","","","レンさんは筋トレに励んでいるし。","","",""
"167","","","コンスタンスは笑顔が爽やかだし。","","",""
"168","","","ヤスタカさんは会社に来ないし。","","",""
"169","","","それでシェリーがピリピリしているし。","","",""
"170","","","ミチルは俺に厳しいし。","","",""
"171","","","ザックは俺に毒のある一言をニヤニヤしながら投げかけてくるし。","","",""
"172","","","そして、カヅキさんも――。","","",""
"173","カヅキ","","おーし、今週の仕事、割り振るぞ～","","",""
"174","","","いつものように、現場を仕切ってみんなにてきぱきと指示を与えていく。","","",""
"175","","","昨日、アイラと別れた後で涙をこぼしていたけど、それを引きずっている様子はまったくない。","","",""
"176","カヅキ","","以上。なにか質問あるか～","","",""
"177","タカオ","","部長が、経費削減をって……","","",""
"178","カヅキ","","うるせえって言っとけ。私たちはこのやり方を変えるつもりはないってな","","",""
"179","","","カヅキさんがそう言ってニヤリと笑うので。","","",""
"180","","","俺も、たまらず笑いがこみ上げて来てしまった。","","",""
"181","","","そう、それに限って言えば、絶対に変わらない。これからも、変えるつもりはない。","","",""
"182","","","あえて、昨日とは明らかに変わったことを挙げるなら。","","",""
"183","","","誰もハーブティーを淹れてくれないから、自販機での缶コーヒーの消費量が増えたことと。","","",""
"184","","","カヅキさんのテーブルに、あの欠けたマグカップが置いてあること、かな。","","",""
"185","","","アイラの想い出は、それぞれの中に生き続けている。","","",""
"186","","","欠けたマグカップを見る度に、俺もまた、思い出すだろうな。","","",""
"187","","","君の淹れてくれた、ハーブティーの味を。\n君と過ごした、たった３ヶ月間の日々のことを。","","",""
