"エル","","あぁっ、そんないじらしいアイラっちがたまりません！　ツカサっち、ちょっと代わってくれませんか！？","","",""
"ツカサ","","アイラは俺の彼女ですから、エルさんとは代わってあげません","","",""
"アンディ","","おお～。ツカサくん、男を上げたねえ。このこの","","",""
"エル","","くぅ、私もアイラっちにそんなイケメンなセリフを言ってあげたいのに！","","",""
"","","と、後ろに隠れていたアイラが、俺の服の裾をさらにぎゅっと強く握りしめてきた。","","",""
"ツカサ","","アイラ？","","",""
"アイラ","","ありがとう、ツカサ","","",""
"ツカサ","","うん","","",""
"ツカサ","","さて、ここで話しているのもなんだから、移動しませんか？","","",""
"アンディ","","そうだね。実は、君たちを真っ先に案内したいところがあるんだ","","",""
"アンディ","","ねえ、エルくん","","",""
"エル","","そうですねえ、アンディ","","",""
"","","ふたりともニヤニヤしてるけど、なんだろう？","","",""
"ツカサ","","真っ先に案内したいところって？","","",""
"アンディ","","写真館さ","","",""
"ツカサ","","写真館……？","","",""
"","","写真を売っているお店かなにか、かな？","","",""
"アンディ","","中華街を楽しむには、まずは見た目から入らないと","","",""
"エル","","そういうことです","","",""
"アンディ","","さあ、行こうか、アイラくん","","",""
"アイラ","","え……。私？","","",""
"エル","","さあ","","",""
"アンディ","","さあ","","",""
"エル","エル・アンディ","さあさあ","","",""
"アイラ","","ええっ……？","","",""
"","","そんなふたりの勢いに押されて、訳も分からずついていったら――。","","",""
"","","こんなことになっていた。","","",""
"アイラ","","な、ななな、なんで、私、こんな格好を……！？","","",""
"エル","","中華街を楽しむためです！","","",""
"アンディ","","楽しむためさ！","","",""
"アンディ","","ここは写真館だけど、時間限定で衣装を貸し出していてね。外に着ていけるんだよ","","",""
"ツカサ","","それなら、エルさんとアンディも着るべきじゃないですか！？","","",""
"エル","","私たちは、残念ながら合うサイズがないんです","","",""
"アンディ","","残念ながらね……","","",""
"","","いやいや、そんなはずはないって！\n俺はなおも反論しようとしたんだけど。","","",""
"アイラ","","合うサイズ……","","",""
"","","アイラが、エルさんとアンディの胸のあたりを交互に見つめてしょんぼりしているのを見て、これ以上この話題に触れるのはやめざるを得なかった。","","",""
"エル","","いや～、それにしてもアイラっち、予想以上にチャイナドレスが似合いますね！","","",""
"アンディ","","セクシーじゃないか。大人びて見えるよ、アイラくん","","",""
"アンディ","","いっそ、もっと刺激を強くしたらどうだろう？","","",""
"エル","","ほほう。攻めますねえ、アンディ。やりますか","","",""
"アンディ","","やろう","","",""
"ツカサ","","なにを！？","","",""
"アイラ","","あわわ、足がスースーする……","","",""
"エル","","いい！　実にいい！","","",""
"アンディ","","アイラくんには丈の短いチャイナドレスの方が合うね","","",""
"エル","","白い素肌が健康的かつなまめかしいですよ～","","",""
"アンディ","","ただ、色はこれじゃない方がいいかもしれないな","","",""
"エル","","確かに、アダルティすぎますかねえ","","",""
"エル","","じゃあ次はこれです！","","",""
"アンディ","","うん！　いいね！","","",""
"エル","","素晴らしい。素晴らしいです！","","",""
"アイラ","","ツカサ……私、どうしたら……？","","",""
"ツカサ","","ふたりとも、これ以上アイラをおもちゃにするのはやめてください","","",""
"エル","","そういうツカサっちは、どうなんです？","","",""
"ツカサ","","え？　どうって、なにがですか？","","",""
"エル","","このアイラっちの格好についてですよ！　彼氏として、なにか感想はないんですか！","","",""
"アイラ","","ツカサ……","","",""
"ツカサ","","そ、そりゃ、かわいいです……","","",""
"アンディ","","どれぐらいかわいいんだい？","","",""
"ツカサ","","……すごくかわいい","","",""
"エル","","すごく？　その程度ですか？","","",""
"ツカサ","","め、めちゃくちゃかわいいです！","","",""
"アンディ","","グッと来るかい？","","",""
"ツカサ","","グッと来ます！","","",""
"エル","","最高ですか！？","","",""
"ツカサ","","最高です！","","",""
"","","ふたりに迫られて正直に気持ちを吐露したら。","","",""
"アイラ","","…………っ","","",""
"","","アイラが照れてモジモジしていた。","","",""
"アンディ","","いいね、彼氏くん。男らしいじゃないか","","",""
"エル","","それじゃ、ツカサっちもそれっぽい格好しましょうか","","",""
"ツカサ","","……へ？","","",""
"アンディ","","男性用のものもあるからね。それを着てもらおう","","",""
"ツカサ","","いやいやいや！","","",""
"エル","","ある意味、ペアルックってことですから、ＯＫですよね","","",""
"アイラ","","ペアルック……","","",""
"アンディ","","おや、アイラくんはペアルックに興味があるようだよ","","",""
"","","アイラが……！？\nそうか。そういうことなら……。","","",""
"ツカサ","","分かりました！　俺も着ましょう！","","",""
"","","というわけで、俺とアイラは着替えて外に繰り出したわけだけど。","","",""
"","","やっぱり、明らかに浮いてる……！","","",""
"","","周囲には、こんな格好をしている人なんてひとりもいないじゃないか。","","",""
"","","まんまとエルさんとアンディの口車に乗せられちゃったかな……。","","",""
"","","っていうか、アンディの言動がかなり“エルさん化”してきているような気がする。もともとは、あんな性格じゃなかったような……？","","",""
"アイラ","","ツカサ","","",""
"ツカサ","","どうかした？　やっぱり恥ずかしい？","","",""
"アイラ","","え、うん、恥ずかしいのは、恥ずかしいけど……ツカサとお揃いだから、大丈夫","","",""
"アイラ","","それより、ツカサ、よく似合ってる","","",""
"ツカサ","","本当？　自分じゃよく分からないから、アイラがそう言ってくれてホッとしたよ","","",""
"アイラ","","それとね……、ありがとう","","",""
"アイラ","","一緒に、こんな格好してくれて","","",""
"ツカサ","","なにを隠そう、実は俺、一度着てみたかったんだよね","","",""
"アイラ","","ふふっ。本当？","","",""
"ツカサ","","本当だよ。あはは","","",""
"","","アイラが笑ってくれただけで、俺も一緒に着替えたのは正解だったみたいだ。","","",""
"","","それに、チャイナドレスを着たアイラは本当にかわいい。それは本音だ。","","",""
"アンディ","","さてと、それじゃこれからが本番だよ","","",""
"アンディ","","せっかく来てくれたんだ。今日は心ゆくまで、この中華街を案内してあげるね","","",""
"","","アンディは、言葉通り、中華街を隅々まで案内してくれた。","","",""
"","","タピオカミルクティーが有名な屋台。\n有名な賞をとったっていう肉まん屋さん。\n飲茶の食べ放題のお店。","","",""
"","","お茶の葉が売っている店だったり、怪しい花火などが売っている露店だったり、おみやげ屋さんなども見て回った。","","",""
"","","最後は中華街の真ん中にある、古い英雄を祀った廟にお参りをした。","","",""
"ツカサ","","アイラは、どんなお願いしたの？","","",""
"アイラ","","え？　ええと","","",""
"アイラ","","これって、話しちゃったらお願いは無効になったりしないかな？","","",""
"アンディ","","ここじゃ、そんな話は聞いたことがないな","","",""
"エル","","あんまり気にしなくていいんじゃないですかね？","","",""
"アイラ","","……私は、大好きな人と一緒に、残りの時間も幸せに過ごせますように、って","","",""
"ツカサ","","あ、同じだ！","","",""
"アイラ","","ふふっ。以心伝心だね","","",""
"ツカサ","","なにしろ、恋人同士だからね。アイラの考えそうなことなら、すぐ分かるよ","","",""
"アイラ","","私だって、ツカサの考えてること、分かるので","","",""
"ツカサ","","あはは","","",""
"アイラ","","ふふっ","","",""
"アンディ","","ラブラブだなあ。楽しんでくれたようでよかった","","",""
"エル","","誘って正解でしたね。私も目の保養になりましたし。ふへへ……","","",""
"","","結局、アンディとエルさんにうまく乗せられたような気がするけど、俺もアイラも楽しめたから、よしとしよう。","","",""
