"84","アイラ","","ツカサのことなら、なんでも分かるよ","","",""
"85","アイラ","","っていうのは冗談。だってツカサ、すごく挙動不審だったので","","",""
"86","ツカサ","","ちょっとでもアイラにいいところを見せたかったんだけど、にわか仕込みじゃ全然ダメだね","","",""
"87","","","ここで見栄を張ったって、しょうがないか。\n素直に白状しよう。","","",""
"88","ツカサ","","実は、俺もさっぱり分からないんだ","","",""
"89","アイラ","","え……そうなの？","","",""
"90","アイラ","","私を子供扱いしてたのに～","","",""
"91","ツカサ","","ごめんごめん","","",""
"92","ツカサ","","ちょっと、かっこつけちゃった","","",""
"93","アイラ","","でも、素直に話してくれたから、いいよ","","",""
"94","ツカサ","","好きな人相手に、嘘はつきたくないからね","","",""
"95","アイラ","","あっ、うんっ。……えへへ","","",""
"96","アイラ","","それで、どうする？","","",""
"97","ツカサ","","どうしよう","","",""
"98","","","俺とアイラは、コーヒーカップに入った黒々とした液体をじっと見つめた。","","",""
"99","ツカサ","","何事も経験は大事だよ。それに俺はもう社会人になったんだから、それってつまり大人ってことでしょ？","","",""
"100","ツカサ","","今こそコーヒーデビューだよ","","",""
"101","アイラ","","おお……","","",""
"102","アイラ","","ツカサ、今のちょっと、大人っぽかった","","",""
"103","ツカサ","","そう？　ありがとう","","",""
"104","","","俺は少しドキドキしつつ、コーヒーカップを手に持った。","","",""
"105","アイラ","","そのままいくの？","","",""
"106","ツカサ","","大人だからね","","",""
"107","","","コーヒーの香りが漂ってくる。\nこの香りそのものは、なかなか悪くない。","","",""
"108","ツカサ","","じゃあ、俺からいただくね","","",""
"109","アイラ","","ど、どうぞ","","",""
"110","","","アイラがゴクリと息を呑んで見守ってくれる中。","","",""
"111","","","俺は、カップの縁にそっと口をつけて、黒い液体をすすってみた。","","",""
"112","ツカサ","","――！？","","",""
"113","アイラ","","どう？　ツカサ、どう？","","",""
"114","ツカサ","","苦い……","","",""
"115","","","たまらず、嘘偽りない感想を口に出してしまった。","","",""
"116","アイラ","","そ、そうなんだ……。でも、ハーブティーにだって苦みを感じるものはあるよ？","","",""
"117","ツカサ","","ハーブティーとは全然別の苦さだなあ","","",""
"118","アイラ","","ふ～ん……","","",""
"119","","","アイラは俺の感想を聞いて、コーヒーを飲む気力がだいぶ削がれちゃったみたいだ。","","",""
"120","ツカサ","","俺もまだまだお子様だったよ。コーヒーって、こんなに苦かったんだ","","",""
"121","ツカサ","","アイラは大丈夫？　今からでも、ココアとかにした方がいいんじゃない？","","",""
"122","アイラ","","確かに、苦いのは苦手……","","",""
"123","アイラ","","でも、ミルクと砂糖を入れれば、甘くなるんじゃない？","","",""
"124","ツカサ","","そうだね、多めに入れた方がいいと思う","","",""
"125","ツカサ","","そうすれば、カフェオレみたいになるから、俺たちでもいけるはず","","",""
"126","","","アイラはポットに入ったミルクを、少し多めにコーヒーに継いだ。","","",""
"127","","","角砂糖も次々と投入して、スプーンでかき混ぜる。","","",""
"128","アイラ","","これでおいしかったら、ツカサのも私が甘くしてあげるね","","",""
"129","アイラ","","それじゃ、いただきます","","",""
"130","アイラ","","ん……！","","",""
"131","","","一口、コーヒーを飲んだアイラは、顔を輝かせた。","","",""
"132","アイラ","","甘くておいしい！","","",""
"133","ツカサ","","え、どれどれ","","",""
"134","","","アイラのコーヒーを、一口飲ませてもらった。","","",""
"135","","","口の中に、甘さとまろやかさ、それに、かすかな苦みが広がる。","","",""
"136","ツカサ","","うん、これなら俺でもいける","","",""
"137","アイラ","","じゃあ、ツカサのコーヒーにも！","","",""
"138","","","アイラはいそいそと、砂糖とミルクを俺のコーヒーカップに投入した。","","",""
"139","","","それから、ふたりで甘いコーヒーを飲みながら、他のお客さんの様子を眺めてみた。","","",""
"140","","","スーツを着たおじさんや、ＯＬ風のおねえさんたちが、コーヒーを買ってテイクアウトしていく。","","",""
"141","","","店内には、大学生っぽい男女の姿も目立つ。","","",""
"142","","","砂糖やミルクを入れる人もいるけど、ブラックのまま飲んでいる人もけっこういた。","","",""
"143","アイラ","","私たちもいつか、ブラックを飲めるようになるのかな？","","",""
"144","ツカサ","","うう～ん、まったく想像がつかないよ","","",""
"145","ツカサ","","あんな苦いものを好んで飲むなんて……。大人になるって、大変だ","","",""
"146","アイラ","","大人ってすごいね","","",""
"147","","","俺たちはふたりして、真面目な顔をしながらうんうんとうなずきあった。","","",""
"148","アイラ","","ふふっ","","",""
"149","ツカサ","","プッ","","",""
"150","","","それから、おかしくなって噴き出してしまった。","","",""
"151","","","その後。","","",""
"152","","","追加でアイスココアやケーキを注文して、とりとめもない話を続けた。","","",""
"153","","","コーヒーショップって、こういう風に軽くお喋りしながら過ごすには、うってつけのお店だ。","","",""
"154","ツカサ","","もしもの話だけど。アイラが喫茶店を開くとしたら、どんな店にしたい？","","",""
"155","アイラ","","え？　急に言われても","","",""
"156","ツカサ","","もしもの話だよ","","",""
"157","アイラ","","うーん、そうだなあ……","","",""
"158","","","アイラがなかなか答えを出せずにいるから、軽く背中を押してあげることにした。","","",""
"159","ツカサ","","たとえば、世界各地のハーブを取り揃えた、ハーブティー専門のお店とか","","",""
"160","アイラ","","あっ、それ、素敵","","",""
"161","アイラ","","お客さんひとりひとりの、その日の調子を見て、出すお茶を変えるの","","",""
"162","ツカサ","","お客さんは、選べない？","","",""
"163","アイラ","","選べるけど、お任せコースもある","","",""
"164","ツカサ","","アイラの腕の見せ所だね","","",""
"165","アイラ","","うん。一目で見極めないと","","",""
"166","ツカサ","","きっと評判になるよ。行列ができちゃうかも","","",""
"167","アイラ","","え、行列は、ダメだよ","","",""
"168","アイラ","","せっかく来てくれたお客さんを、待たせちゃうなんて","","",""
"169","ツカサ","","でも、みんなアイラのお茶が飲みたくて来るんだよ？","","",""
"170","アイラ","","ううん、ダメ。もっとひっそりやる","","",""
"171","ツカサ","","隠れ家的な？","","",""
"172","アイラ","","知る人ぞ知る、みたいな","","",""
"173","アイラ","","いつもすいてて、お客さんはひとりかふたりしかいなくて。店内はとっても静かで、落ち着いた雰囲気で、優しい音楽が流れてるの","","",""
"174","","","想像したら、それはとても幸せな空間に思えて。","","",""
"175","ツカサ","","俺もそこで働きたいな","","",""
"176","アイラ","","じゃあ、ツカサはスイーツ担当。だから、お菓子作りの勉強しなくちゃね","","",""
"177","ツカサ","","任せてよ。こう見えても勉強熱心なんだよ","","",""
"178","アイラ","","うん、知ってる","","",""
"179","ツカサ","","ちなみに、お店の名前はなににする？","","",""
"180","アイラ","","ん～。ツカサが決めて","","",""
"181","ツカサ","","そうだな……。『アイラのお店』","","",""
"182","アイラ","","そのまんまだよ？","","",""
"183","ツカサ","","うん。アイラの名前を、残したいなって思って","","",""
"184","アイラ","","…………","","",""
"185","アイラ","","ツカサがそう考えて付けてくれたなら、それでいい","","",""
"186","アイラ","","あ、でも","","",""
"187","アイラ","","ツカサもそこで働くなら、『アイラとツカサのお店』じゃない？","","",""
"188","ツカサ","","え、俺はいいよ","","",""
"189","アイラ","","ダメ。ツカサの名前も、残したいので。決まり","","",""
"190","ツカサ","","うん。分かった。じゃあ、そうしよう","","",""
"191","アイラ","","ふふ","","",""
"192","","","決して、それが現実になることはないけど。","","",""
"193","","","それでも、俺とアイラ、あるはずのないふたりの未来予想図を思い描くのは楽しくて、いつまでも話題は途切れなかった。","","",""
