"ツカサ","","ごめん、俺も言い間違えた。腕だよ、腕","","",""
"アイラ","","そっか……。じゃあ、やってみる？","","",""
"ツカサ","","アイラさえよければね","","",""
"","","そこで俺は、アイラ側の手を腰に置いてみた。そうすることで、アイラが腕を組めるようにする。","","",""
"","","アイラは、その俺の腕におずおずと自分の腕を絡ませてきた。","","",""
"","","手を握るときよりも、お互いの身体が密着する。アイラの身体の柔らかさや体温が、ダイレクトに伝わってくる。","","",""
"アイラ","","ど、どう？","","",""
"ツカサ","","うん、幸せな気持ち","","",""
"アイラ","","……私も","","",""
"ツカサ","","ただ、ちょっと照れくさい、かな。あはは","","",""
"ツカサ","","あんまりドキドキしすぎちゃうと、アイラの腕にも伝わっちゃうかも","","",""
"アイラ","","ふふっ、今のところは大丈夫だよ","","",""
"","","というわけで、この状態のままウィンドウショッピングを敢行することにした。","","",""
"","","ただ、アイラは少し歩きにくそうだ。","","",""
"ツカサ","","もうちょっと屈もうか？","","",""
"アイラ","","大丈夫。そうすると、今度はツカサが歩きにくくなっちゃうでしょ","","",""
"ツカサ","","でも……","","",""
"アイラ","","これくらい、平気なので","","",""
"アイラ","","あ……","","",""
"","","アイラが目を向けた先は、ファンシーな店構えの文房具ショップだった。","","",""
"","","店頭には、かわいらしいものから機能的なもの、さらには見たこともないような形の珍しいものまで、様々な文房具や手帳が並べられている。","","",""
"ツカサ","","ちょっとのぞいてみる？","","",""
"アイラ","","うん！　行こう！","","",""
"","","アイラははやる気持ちが抑えきれないみたいで、俺の腕を優しく引っ張ってきた。","","",""
"","","アイラの興味は、文房具よりは手帳の方にあるみたいだ。","","",""
"","","何十冊も並べられている手帳コーナーを、熱心に眺めている。","","",""
"ツカサ","","そういえば、アイラって手書きで日記を付けてるよね。今だとデジタルが主流なのに、どうして？","","",""
"アイラ","","そんなに大した理由じゃないよ","","",""
"アイラ","","紙に書くっていう質感が好きなの","","",""
"ツカサ","","ああ、分かる。俺も電子書籍より、紙のマニュアル本とかばっかり買っちゃうから","","",""
"ツカサ","","でも、アイラのあの日記にはいろいろ助けられたなぁ","","",""
"","","はじめてターミナルサービスに来た日に、アイラからマニュアル代わりに貸してもらって、一時期は熱心に読み込んでいた。","","",""
"","","おかげでアイラの人となりについても、詳しく知ることができたし。","","",""
"ツカサ","","アイラって、どんな日記帳が好きなの？　デザインにこだわりとかある？","","",""
"アイラ","","あんまりないけど……かわいいのがいい","","",""
"","","確かに今のアイラの日記帳も、かわいらしい蝶や花びらのイラストが各ページに印刷されていた。","","",""
"アイラ","","ツカサは、日記、付けないの？","","",""
"ツカサ","","日記は、子供の頃に付けてたこともあったけど、だいたい三日坊主で終わっちゃってたなあ","","",""
"アイラ","","ツカサも書けばいいのに。それで、私に読ませてほしい","","",""
"ツカサ","","え～、恥ずかしいよ","","",""
"アイラ","","でも、そうしたらツカサがその日どんなことを考えていたのか、もっと詳しく知れるでしょ","","",""
"アイラ","","ツカサのことなら、もっともっと、なんでも知りたいので","","",""
"ツカサ","","……アイラ","","",""
"ツカサ","","そ、そんな風に言ってくれると、日記、書きたくなっちゃうな……","","",""
"ツカサ","","あー、いや、でもムリムリ！　俺には日記を書くなんて律儀なことはできないよ","","",""
"アイラ","","ふふっ、そう？　残念","","",""
"","","結局、アイラは新しい日記帳は買わなかった。","","",""
"","","文房具ショップを出て、俺たちはまた目的もなく歩き出す。","","",""
"","","でもしばらくして、アイラが急に立ち止まった。\n腕を組んでいるから、必然的に俺も止まらざるを得ない。","","",""
"ツカサ","","ど、どうしたの？","","",""
"アイラ","","…………っ","","",""
"","","アイラは、困惑した顔をして、ぬいぐるみばかり売っているお店のウィンドウを眺めていた。","","",""
"","","そこには、かわいらしいマスコットキャラのぬいぐるみがいくつも陳列されている。","","",""
"ツカサ","","そのマスコットが気になる？","","",""
"","","でも、アイラの好みはこういう正統派のキャラクターじゃなくて、どちらかというともっと間抜けな、見た目がヘンテコなキャラの方が好きなはずなんだけど。","","",""
"アイラ","","ううん、そうじゃなくて……","","",""
"アイラ","","私たち、他のカップルとなにかが違うような気がするので……","","",""
"","","どうやら、アイラが見ているのはぬいぐるみじゃなくて、ウィンドウに映る俺たちの姿らしい。","","",""
"ツカサ","","なにかって？","","",""
"アイラ","","…………あ","","",""
"","","どうやら違和感の正体に気付いたらしい。","","",""
"","","すると、アイラはなぜか気落ちしたようにうなだれた。","","",""
"アイラ","","私たち、身長差のせいで、親子みたいに見えるんだ……","","",""
"ツカサ","","……へ？","","",""
"アイラ","","ツカサがお父さんで、私が、娘っていうこと……","","",""
"ツカサ","","か、考えすぎじゃない？","","",""
"アイラ","","ううん……きっと周りの人にも、そう見えちゃってるに違いないよ……","","",""
"","","と、アイラは組んでいた腕を離そうとした。","","",""
"ツカサ","","待った","","",""
"","","俺はアイラの手を掴んで、それを阻止する。","","",""
"ツカサ","","周りに親子だと見られたって、俺は別に構わないよ","","",""
"ツカサ","","俺にとってはアイラは、誰よりも大切な恋人であることに変わりないんだからさ","","",""
"アイラ","","ツカサ……","","",""
"ツカサ","","アイラは？　俺のこと、どう思ってる？","","",""
"アイラ","","…………","","",""
"ツカサ","","アイラ？","","",""
"アイラ","","大切な、恋人だって思ってる……","","",""
"ツカサ","","だったら、それでいいでしょ","","",""
"アイラ","","……うん","","",""
"","","アイラはうなずくと、嬉しそうにまた、俺の腕に自身の手を絡めてきた。","","",""
"アイラ","","ありがとう、ツカサ","","",""
"アイラ","","大好き","","",""
"","","ささやいて、ギューッと俺の腕にくっついてくる。","","",""
"ツカサ","","アイラ？　さすがにくっつきすぎじゃ……","","",""
"アイラ","","いいの","","",""
"ツカサ","","いやあ、でも、歩きにくくない？","","",""
"アイラ","","歩きにくいけど、いいの","","",""
"ツカサ","","あはは……参ったな","","",""
"","","アイラはしばらくそのまま、ほとんど俺の腕にしがみつくようにしていた。","","",""
"ツカサ","","あ、ねえアイラ。見てよ、あのお店","","",""
"アイラ","","え？","","",""
"","","俺が指差したのは、以前にもふたりで来たことがある店だった。","","",""
"","","寮での同棲生活が始まった直後のことで、俺が“お世話になった人にプレゼントを贈りたい”って嘘をついて、アイラに付き合ってもらったんだ。","","",""
"","","それで、私服を持たないアイラのために服を買ってあげようとして、あのお店に入ったんだけど。","","",""
"","","結果、試着したアイラが服を破いちゃったんだよね。","","",""
"","","今じゃ、ずいぶん懐かしく感じる。","","",""
"ツカサ","","アイラに似合いそうな、新しい服を探してみる？","","",""
"アイラ","","え、でも……きっと店員さん、私のこと覚えてるかも","","",""
"ツカサ","","さすがに忘れてるでしょ","","",""
"アイラ","","でもちょっと、気が引けるので……","","",""
"アイラ","","そ、それより、ツカサの服を買おうよ","","",""
"ツカサ","","俺の？　あぁ、だったら、アイラに見繕ってほしいな","","",""
"アイラ","","うん。いいよ。任せて","","",""
"","","というわけで目的地を変更して、メンズの洋服が置いてある店へ。","","",""
"ツカサ","","アイラは、俺にどんな服が似合うと思う？","","",""
"アイラ","","んー……","","",""
"","","アイラは腕を組んだまま、俺の身体をつま先から頭まで、じっくりと見定めて。","","",""
"アイラ","","ツカサって、女の子の格好しても、似合うかも","","",""
"ツカサ","","ええ！？","","",""
"","","そう言えば以前、同棲を始めたばかりの頃に、エルさんから借りたワンピースを着てアイラの前で披露したことがあったっけ……。","","",""
"ツカサ","","女装は、勘弁してよ……","","",""
"アイラ","","そう？　似合ってた気がするけど","","",""
"ツカサ","","やっぱりあのときのことか～。忘れてよ～","","",""
"アイラ","","えへへ","","",""
"","","俺たちはそんな話をしながら、モール内を歩いた。","","",""
"","","その後は、アイラの選んだ服をたくさん試着させられて、けっこう大変だった。","","",""
