"번호","이름","닉네임","문장","이름번역","닉네임번역","문장번역"
"66","アイラ","","ツカサ、そろそろ準備できた？","","",""
"67","ツカサ","","うん、いつでもいいよ","","",""
"68","","","っていうか、俺は具体的になにをすればいいんだろう？","","",""
"69","アイラ","","それじゃ、パス！","","",""
"70","","","と、アイラは俺へ向けて、ビーチボールをトスしてきた。","","",""
"71","ツカサ","","わ、急に！","","",""
"72","","","山なりに上がったビーチボール。\n俺はその落下地点へと移動して、アイラの方へとトスして返した。","","",""
"73","アイラ","","うまいうまい","","",""
"74","","","アイラもまた、ボールをトスして俺の方へと戻してくる。","","",""
"75","","","そうやって、ふたりでビーチボールのトスのラリーを続ける。","","",""
"76","","","浅瀬プールは、くるぶしまである水のせいで、歩くだけでもそれなりの負荷がかかる。","","",""
"77","","","こうやってラリーをしているだけでも、いい運動になりそうだ。","","",""
"78","アイラ","","先に落とした方が負けだからね","","",""
"79","ツカサ","","え、そうなの？","","",""
"80","","","トスを返しながら、急に付け加えられたルールを確認する。","","",""
"81","ツカサ","","じゃあ、スパイクは打ってもいいの？","","",""
"82","アイラ","","ダメだよ、それじゃすぐに決着がついちゃう","","",""
"83","アイラ","","できるだけラリーを長引かせなきゃ","","",""
"84","ツカサ","","よ、よーし","","",""
"85","","","とはいえ、足元が水だから、このラリーを長時間続けるのはかなり辛い。何度かラリーを続けただけで、俺は早くも息が上がってきた。","","",""
"86","ツカサ","","あっ","","",""
"87","","","水に足を取られて、よろけそうになる。","","",""
"88","","","それでもなんとかボールに追いつき、トスを返そうとした。\nでもバランスが崩れた状態で無理に打ち返したせいか、ボールはあらぬ方へと飛んでいく。","","",""
"89","ツカサ","","あ、ごめん！","","",""
"90","アイラ","","大丈夫、このくらいなら追いつけ――","","",""
"91","アイラ","","ひゃっ！？","","",""
"92","","","ボールを見上げたまま追いかけたアイラは、足を取られて盛大に転んでしまった。","","",""
"93","ツカサ","","大丈夫！？","","",""
"94","","","俺が呼びかけると、アイラは納得いかないといった様子で水の中から起き上がった。全身びしょ濡れだ。","","",""
"95","アイラ","","あと少しだったのに……","","",""
"96","ツカサ","","ごめんね、俺がミスっちゃって","","",""
"97","アイラ","","取れなかったのは私なので。ツカサの勝ち……","","",""
"98","ツカサ","","……ちっとも納得してないでしょ？","","",""
"99","アイラ","","そんなことないので","","",""
"100","","","その顔は、案の定、不服そうだった。\n意外と負けず嫌いなんだよね、アイラって。","","",""
"101","","","俺は水の上にぷかぷかと浮かんでいるビーチボールを拾い上げた。","","",""
"102","ツカサ","","もう少し続けよう。テストだってこんなに早く終わったら意味ないし。ね？","","",""
"103","アイラ","","ツカサ、体力はまだ大丈夫？　さっき、ちょっと息が上がってたけど","","",""
"104","ツカサ","","なんとか頑張るよ","","",""
"105","アイラ","","そっか。それじゃ、次は負けないから","","",""
"106","","","というわけで、俺はビーチボールをトスで上げた。","","",""
"107","ツカサ","","はい、アイラ","","",""
"108","アイラ","","はい！","","",""
"109","","","アイラもトスして、ボールを戻してくる。","","",""
"110","","","そうして何度かラリーを続けて。","","",""
"111","","","俺がトスを上げたところで、アイラに向かって叫んだ。","","",""
"112","ツカサ","","よし、アイラ、スパイク！","","",""
"113","アイラ","","え！？","","",""
"114","","","いきなり言われて、アイラは一瞬アタフタしたけど、すぐに言葉の意味を理解したのか、飛んでくるボールに狙いを定めて――。","","",""
"115","アイラ","","えいっ！","","",""
"116","","","その場でジャンプし、ボールを手の平で強く叩きつける。","","",""
"117","","","鋭角の軌道で俺がいる方へと勢いよく戻ってきた。","","",""
"118","","","俺もとっさに身構えた。","","",""
"119","","","身体はかろうじて反応できそうだ。","","",""
"120","","","ボールを追いかけて、手だけを伸ばし――。","","",""
"121","ツカサ","","とぉっ！","","",""
"122","","","決死のダイブを敢行した。","","",""
"123","","","伸ばした手になんとかボールは触れたものの、本当に触れただけで、アイラへと戻すことはできなかった。","","",""
"124","アイラ","","あははは","","",""
"125","アイラ","","ツカサ、今の、すごかったよ","","",""
"126","アイラ","","水の上をザパーッて滑ってた","","",""
"127","ツカサ","","それはどうも。あはは","","",""
"128","ツカサ","","アイラ、ナイススパイクだったよ。見とれて、反応が遅れた","","",""
"129","アイラ","","ツカサが急に言うから、びっくりしちゃった","","",""
"130","アイラ","","最初に約束したのに。スパイクは禁止って","","",""
"131","ツカサ","","ちょっとぐらいならいいでしょ。アイラのテストなんだし。それとも、イヤだった？","","",""
"132","アイラ","","ううん","","",""
"133","","","アイラは首を左右に振って、笑った。","","",""
"134","アイラ","","気持ちよかった。私の勝ちだね","","",""
"135","アイラ","","でも、私だけサービスしてもらうのは、ツカサに悪いよ","","",""
"136","ツカサ","","気にしなくてもいいのに","","",""
"137","アイラ","","ううん。気にする","","",""
"138","アイラ","","というわけで、次のテストに移るね","","",""
"139","","","どうやらビーチボールを使ったテストは、もう終わりにするらしい。","","",""
"140","アイラ","","ツカサ、私を捕まえてみて","","",""
"141","ツカサ","","……へ？","","",""
"142","アイラ","","ミチルの部屋で読んだ雑誌に、書いてあったので","","",""
"143","アイラ","","浜辺で追いかけっこをすると、恋人の仲は深まるって。女の子の方が逃げて、男の子の方が追いかけるのがルールなんだって","","",""
"144","アイラ","","これなら訓練にもなって、一石二鳥だよ","","",""
"145","ツカサ","","ここは浜辺じゃないけど","","",""
"146","アイラ","","それは気にしちゃダメ","","",""
"147","ツカサ","","な、なるほど～。あはは……","","",""
"148","","","っていうか、ミチルってそんな変な雑誌を読んでるんだ……。","","",""
"149","ツカサ","","じゃあ、さっきの俺みたいに、サービスしてほしいなあ","","",""
"150","","","チラチラとアイラを見てアピールしてみたんだけど。","","",""
"151","アイラ","","それもダメ。私も全力で逃げる","","",""
"152","ツカサ","","そ、そう","","",""
"153","","","アイラに本気で逃げられたら、絶対に追いつけない自信があるぞ……。","","",""
"154","アイラ","","私を捕まえられたら、ご褒美をあげるね","","",""
"155","ツカサ","","よ、よーし……やるだけやるしかなさそうだね","","",""
"156","","","体力に自信はないけど、頑張ってみよう。","","",""
"157","ツカサ","","いくよー！","","",""
"158","","","俺は一気にアイラへの距離を詰めた。\n足元の水の抵抗でかなり走りにくい。","","",""
"159","","","それでも必死にアイラに食らいついて、捕まえようとした。","","",""
"160","","","でもアイラは俺よりもずっと早くて。\n俺の手をすり抜けて、離れていく。","","",""
"161","ツカサ","","待って！","","",""
"162","アイラ","","待たないよー","","",""
"163","","","５分もそれを続けただけで、俺はヘロヘロになった。\n膝が笑って、まともに立っていられない。","","",""
"164","","","浅いとはいえ、水の中を走るのってこんなにキツいとは思わなかった。","","",""
"165","ツカサ","","はぁはぁ……もう、無理……","","",""
"166","ツカサ","","体力の……限界……！","","",""
"167","","","俺はその場で仁王立ちになると、直立したまま後ろ側へと倒れ込んだ。","","",""
"168","アイラ","","ツカサ！？","","",""
"169","","","アイラが、あおむけで水に浮かぶ俺を心配して、近寄ってくる。","","",""
"170","アイラ","","大丈夫？","","",""
"171","","","差し伸べてきた手。","","",""
"172","","","俺はそれを、がっちりと掴んだ。\nそのまま水の中に引きずり倒す。","","",""
"173","アイラ","","きゃあ！","","",""
"174","アイラ","","わっぷ、ツカサ！？","","",""
"175","ツカサ","","アイラ、捕まえた","","",""
"176","アイラ","","え？　あ……！","","",""
"177","","","アイラはようやく俺の作戦に気付いたみたいだ。","","",""
"178","アイラ","","……ツカサ、ずるい","","",""
"179","ツカサ","","ごめんごめん。でも、こうでもしないと捕まえられなかったんだよ","","",""
"180","アイラ","","ツカサって、体力ないね","","",""
"181","ツカサ","","ギフティアに比べたらこんなものだよ","","",""
"182","ツカサ","","それで、アイラがくれるご褒美って、なにかな？","","",""
"183","アイラ","","あ……","","",""
"184","アイラ","","ええと、なにか、ほしいものはある……？","","",""
"185","","","なんにも考えてなかったんだね……。","","",""
"186","ツカサ","","ん～、そうだな……。ほしいものは特にないんだけど","","",""
"187","ツカサ","","ちょっとだけ、このまま休憩したいな、って","","",""
"188","","","今、俺の胸の上にアイラが倒れ込んでいるような状態だった。\n水の中で、アイラのぬくもりが肌を通して伝わってくる。","","",""
"189","アイラ","","……あ","","",""
"190","アイラ","","もう、ツカサったら","","",""
"191","アイラ","","ちょっとだけ、だよ？","","",""
"192","エル","","は～い、ふたりとも～","","",""
"193","ツカサ","ツカサ・アイラ","！？","","",""
"194","エル","","アツアツのところ申し訳ないですけど、休憩するならプールから出てくださいって、師匠からのお達しで～す","","",""
"195","","","そ、そっか。今はテスト中なんだから、いつもみたいに全部モニタリングされてるんだった！","","",""
"196","アイラ","","あわわわわわ……！","","",""
"197","","","アイラは顔を真っ赤にして、慌てた様子で俺から離れた。\n俺もすぐさま立ち上がる。","","",""
"198","ツカサ","","す、すぐ出ます！","","",""
"199","","","後でエルさんに、今のことは誰にも言わないでって口止めしておかないと……。","","",""
"200","","","その後、少しギクシャクしたまま、ふたりでのテストはしばらく続けた。","","",""
"201","","","明日には筋肉痛になっていそうな、かなりの運動になった。","","",""
