"번호","이름","닉네임","문장","이름번역","닉네임번역","문장번역"
"38","","","水深１０メートル以上ある、深いプール。\n底は暗くてよく見えない。\n俺はそこを、下へと潜っていく。","","",""
"39","","","アイラはいつも、こんな恐ろしいところを潜っていっていたのか。\n俺、アイラを見ているようでなんにも見えてなかった。","","",""
"40","","","アイラ……アイラ……。","","",""
"41","","","助けに行くから。\n君をこんな冷たいプールの底で、ひとりになんかさせないから。","","",""
"42","","","服が水を吸って、身体が重い。手足を思うように動かせない。","","",""
"43","","","息が、苦しい。","","",""
"44","","","だんだんまともに思考ができなくなってきた。","","",""
"45","","","意識も遠くなってきた……。目が、かすむ……。","","",""
"46","","","泳がないと……アイラを助けにいかないと……っ！","","",""
"47","","","でも、息が、続かない。息、が……。","","",""
"48","","","アイラ……っ！","","",""
"49","","","もう、泳げない。","","",""
"50","","","進むことも、戻ることもできない。","","",""
"51","","","誰か、誰でもいい、アイラを助けてあげてほしい……。","","",""
"52","","","気が遠くなっていく……。","","",""
"53","","","意識が途切れる直前、俺は暗い水の底からこっちに向かって泳いでくるアイラの姿を見た気がした……。","","",""
"54","ツカサ","","ん、うぅ……","","",""
"55","アイラ","","ツカサ！　ツカサ！","","",""
"56","","","アイラが……呼んでる……。","","",""
"57","アイラ","","ツカサ！","","",""
"58","ツカサ","","……！","","",""
"59","","","ハッとして目を開け、飛び起きた。","","",""
"60","ツカサ","","…………","","",""
"61","","","あれ、俺はいったい……。","","",""
"62","","","確か、アイラを助けに行って、息が続かなくて……。","","",""
"63","アイラ","","ツカサ……よかった……","","",""
"64","ツカサ","","アイラ……","","",""
"65","アイラ","","バカ！","","",""
"66","アイラ","","なんでこんな無茶するの！？　ツカサ、死んじゃったかと思った！","","",""
"67","","","どうやら、アイラを助けに行ったつもりが、俺が溺れちゃったみたいだ。面目ないな……。","","",""
"68","ツカサ","","俺、アイラが溺れたのを見て……助けなきゃって思って……","","",""
"69","ツカサ","","アイラこそ、無事でよかった……","","",""
"70","アイラ","","ツカサ……","","",""
"71","","","アイラは涙を拭くと、困ったような顔をした。","","",""
"72","アイラ","","ギフティアは、溺れないよ……","","",""
"73","アイラ","","だって、人間と違って、呼吸してるわけじゃないので","","",""
"74","ツカサ","","あ……","","",""
"75","","","そう言えば、確かにそうだ。","","",""
"76","","","ギフティアはアンドロイド。人と違って呼吸は必要ない。","","",""
"77","","","どうしてそのことがすっかり頭から抜け落ちていたんだろう。","","",""
"78","","","これまでにも、アイラが１０分以上も水中でテストをしているのだって見ていたはずなのに。","","",""
"79","ツカサ","","あはは、そっか。そうだった。すっかり早とちりしちゃったよ……","","",""
"80","ツカサ","","アイラが危ないって思ったら、頭が真っ白になっちゃったのかも","","",""
"81","アイラ","","だからって、後先考えずに、プールに飛び込むなんて","","",""
"82","ツカサ","","ごめんね","","",""
"83","ツカサ","","でも、じゃあ水中でぐったりしたように見えたのは、どうして？　てっきり気を失ったように思ったんだけど","","",""
"84","アイラ","","あれは、変にもがいているより、少し落ち着いてじっくり考えた方が、抜け出しやすくなるんじゃないかって思って","","",""
"85","ツカサ","","そ、そっか……","","",""
"86","アイラ","","紛らわしいこと、しちゃったね","","",""
"87","ツカサ","","いずれにしても、アイラが無事でよかった","","",""
"88","アイラ","","私は、ツカサがあそこまで無鉄砲だって知って、この先心配になった","","",""
"89","ツカサ","","そう？　心配？","","",""
"90","アイラ","","ちゃんと見てないと、また無茶しそうな気がする","","",""
"91","ツカサ","","でも俺、ここまで無茶することなんて、今まで生きてきて一度もなかった気がするんだ","","",""
"92","ツカサ","","アイラのことになると、冷静じゃいられなくなるのかも","","",""
"93","アイラ","","ツカサ……","","",""
"94","ツカサ","","つまり、それだけ……アイラが好きっていうこと","","",""
"95","アイラ","","むぅ～！","","",""
"96","","","と、アイラはムッとして、俺の頬を軽くペチンと叩いた。","","",""
"97","アイラ","","そんなこと、今言われたって、どう答えたらいいか分からないよっ","","",""
"98","ツカサ","","あはは……","","",""
"99","","","確かにアイラが怒るのも仕方ない。\n“君のためなら死ねる”って言ってるようなものだもんね。","","",""
"100","アイラ","","本当に、無茶したら、ダメだからね？","","",""
"101","約束できない","分かったよ","","","dummy","dummy"
"102","ツカサ","","約束はできない……かな","","",""
"103","ツカサ","","アイラにもしもなにかあったときは、やっぱり俺、さっきみたいに動くと思う","","",""
"104","ツカサ","","自分のことなんて二の次にして、アイラを助けに行く","","",""
"105","ツカサ","","だって俺は、アイラのパートナーで、アイラの恋人なんだから","","",""
"106","アイラ","","……もう","","",""
"107","","","アイラは呆れたようにため息をついた。","","",""
"108","アイラ","","だったら、もしまたツカサが無茶したら、私がそんなツカサを助けるしかなさそう……","","",""
"109","ツカサ","","アイラのピンチだから俺は無茶するだけなのに。そのアイラに助けてもらったら、本末転倒だなあ","","",""
"110","アイラ","","……でも、そうでも言わないと、話が終わらないので","","",""
"111","ツカサ","","…………","","",""
"112","アイラ","","…………","","",""
"113","ツカサ","","じゃあ、そのときはよろしく","","",""
"114","アイラ","","任せて","","",""
"115","ツカサ","","ぷっ","","",""
"116","アイラ","","ふふっ","","",""
"117","","","こうやって笑い話で終われてよかった。","","",""
"118","","","一歩間違えれば、俺、死んでたかもしれないんだよね。\nそれを考えるとゾッとするけど、今こうしてアイラと笑い合えている幸運に感謝しよう。","","",""
"119","ツカサ","","分かったよ","","",""
"120","アイラ","","分かればいい","","",""
"121","ツカサ","","その代わり、アイラも約束して。俺を心配させるようなことはしないって","","",""
"122","ツカサ","","できるだけ、俺のそばにいるって","","",""
"123","アイラ","","……わ、私は、最初からそのつもり、なので","","",""
"124","アイラ","","だからツカサも、私のこと、離さないでね","","",""
"125","ツカサ","","アイラ……","","",""
"126","アイラ","","…………っ","","",""
"127","ツカサ","","…………っ","","",""
"128","","","ふたりして、照れまくった。","","",""
"129","","","でも、こうしてちょっと恥ずかしいような話をできている今の状況に感謝しなきゃ。","","",""
"130","","","一歩間違えれば、俺、死んでたかもしれないんだから。","","",""
"131","ツカサ","","あ、それと","","",""
"132","ツカサ","","アイラ、助けてくれてありがとう","","",""
"133","アイラ","","うん","","",""
"134","エル","","アイラっち！　ツカサっち！","","",""
"135","","","と、エルさんが慌てた様子でモニタルームから駆け込んできた。\nその後ろには、今日はメンテルームでシェリーのメンテ中だったはずのオヤジさんの姿もある。","","",""
"136","エル","","よかった、ふたりとも無事だったんですね……はふぅ……","","",""
"137","","","エルさんは俺とアイラの姿を見ると、安心したようにその場にヘロヘロとへたり込んだ。","","",""
"138","ミキジロウ","","ツカサが溺れたと聞いてな。俺のことを呼びに来た","","",""
"139","ツカサ","","え、そうなんですか？　すみません、迷惑かけちゃって","","",""
"140","エル","","いえいえ、いいんですよ。無事ならそれで","","",""
"141","エル","","でも、アイラっちと一緒にツカサっちを引き上げたときは、ヤバかったんですから","","",""
"142","エル","","ツカサっち、顔色が真っ白で、ピクリとも動かなくて","","",""
"143","エル","","死んじゃったかと思いました～","","",""
"144","ツカサ","","ありがとうございました、エルさん","","",""
"145","ミキジロウ","","救急車は呼ばなくて大丈夫そうだな。念のために、会社に常勤している産業医に連絡しておくから、ツカサは検査を受けろ","","",""
"146","ミキジロウ","","アイラも後で臨時のメンテだ。いいな","","",""
"147","ツカサ","ツカサ・アイラ","はい","","",""
"148","","","俺とアイラは、そろってうなずいた。","","",""
