"エル","","もう少しいいんですよ～？　イチャイチャしてても","","",""
"アイラ","","だ、だだ、大丈夫なので～～！","","",""
"","","アイラはあたふたしながら、更衣室へと走って行ってしまった。","","",""
"ツカサ","","はあ、エルさん、趣味が悪いですよ","","",""
"エル","","んっふふ～。盗み聞きするつもりはなかったんですけどね～","","",""
"エル","","あまりのラブラブっぷりに、声をかけられなくてですね。つい……最初から最後までたっぷり聞いてしまいました！","","",""
"","","最初から！？","","",""
"ツカサ","","オヤジさんに報告しますよ？","","",""
"エル","","ああっ、それだけはご勘弁を！","","",""
"","","エルさんが本気で土下座しそうな勢いだったので、仕方なく不問にしておいた。","","",""
"","","油断も隙もあったものじゃないなあ……。","","",""
"ツカサ","","ちなみに、そんなに俺たちって、ラブラブでした？","","",""
"エル","","そりゃあもう、聞いてるこっちが恥ずかしくなるくらいに","","",""
"ツカサ","","あんまり、みんなに言い触らさないでくださいね……","","",""
"エル","","お任せください！　これでも私、口は固い方ですから！","","",""
"","","その言葉は、まったく信用できなかったけど、とりあえず信じるしかなさそうだった。","","",""
