"번호","이름","닉네임","문장","이름번역","닉네임번역","문장번역"
"73","チェルシー","女の子","こうして謝ってるし、許してあげて。ね？　ね？","","",""
"74","アイラ","","あ、うん……","","",""
"75","チェルシー","女の子","よかった！","","",""
"76","チェルシー","女の子","私、チェルシー。あなた、お名前は？","","",""
"77","アイラ","","アイラ","","",""
"78","チェルシー","","アイラは、ギフティアだよね。私もそうなの！","","",""
"79","チェルシー","","あ、でも、アレキサンダーはギフティアじゃないよ？　ゴールデンレトリバーだよ！","","",""
"80","アイラ","","犬のギフティアなんて……そもそもいないので","","",""
"81","チェルシー","","あはは、うん、知ってる！","","",""
"82","チェルシー","","ねえねえ、アレキサンダーのこと、触ってみる？","","",""
"83","アイラ","","え……","","",""
"84","チェルシー","","もふもふであったかくて、気持ちいいよ！","","",""
"85","アイラ","","でも……","","",""
"86","チェルシー","","怖くないって～！　アレキサンダーはとっても頭のいい子なんだから！","","",""
"87","チェルシー","","そりゃ、さっきはアイラにいきなり突進しちゃったけど。それはアイラのことを一目で気に入っちゃったからだよ、きっと！","","",""
"88","チェルシー","","もう仲直りもしたし、ナデナデしてあげて","","",""
"89","アイラ","","う……","","",""
"90","チェルシー","","お？","","",""
"91","アイラ","","…………エ、エラー。よく、聞き取れませんでした","","",""
"92","チェルシー","","もしかして、さっきのでアレキサンダーのこと、怖いって思っちゃった？","","",""
"93","アイラ","","そういうわけじゃ……","","",""
"94","アイラ","","犬は、好きだけど、緊張しちゃうので……","","",""
"95","アイラ","","ひゃっ","","",""
"96","チェルシー","","んー、じゃあねえ、アイラ、手貸して","","",""
"97","アイラ","","え……","","",""
"98","チェルシー","","ほらほら。貸してって","","",""
"99","アイラ","","あ、ちょっ","","",""
"100","チェルシー","","私と一緒なら、ナデナデもできるでしょ","","",""
"101","チェルシー","","はーい、アレキサンダー、いい子いい子","","",""
"102","アイラ","","わ、わ……","","",""
"103","チェルシー","","どう？　あったかいでしょ？　ね？","","",""
"104","アイラ","","うん……。あったかい","","",""
"105","チェルシー","","よかった！　アイラがアレキサンダーと友達になってくれて","","",""
"106","チェルシー","","アレキサンダーとアイラが友達なら、私もアイラと友達っていうことだからね！","","",""
"107","チェルシー","","友達でいいよね？　ね？　よっろしく！","","",""
"108","アイラ","","よろしく……","","",""
"109","チェルシー","","あ、もうこんな時間。帰らないとママに怒られちゃう","","",""
"110","チェルシー","","私、近所に住んでるんだ！　よくこの公園でアレキサンダーのお散歩してるの","","",""
"111","チェルシー","","アイラ、また会える？","","",""
"112","アイラ","","あ、うん","","",""
"113","チェルシー","","じゃあ、今度は一緒にお散歩しようね！　バイバーイ！","","",""
"114","チェルシー","","ほら、行こう、アレキサンダー！","","",""
"115","アイラ","","…………","","",""
"116","アイラ","","友達……","","",""
"117","ツカサ","","あはは。アレキサンダーって、犬の名前だったんだね","","",""
"118","アイラ","","それから、あの公園によく行くようになったの","","",""
"119","アイラ","","特に待ち合わせはしなかったけど、週に一度はチェルシーに会えた","","",""
"120","ツカサ","","アレキサンダーにも？","","",""
"121","アイラ","","うん。いつも、触らせてもらった","","",""
"122","ツカサ","","突進されたりは？","","",""
"123","アイラ","","それは、最初だけ。いつもは、すごくおとなしくて、お利口なの","","",""
"124","アイラ","","だから私も、何度か会ううちに慣れてきて、普通に触れるようになった。成長したんだよ","","",""
"125","ツカサ","","あれ、でも日記には、“いつまで経ってもアレキサンダーに触るときは緊張する”って書いてあるけど？","","",""
"126","アイラ","","う……","","",""
"127","ツカサ","","もしかして、ちょっと見栄張った？","","",""
"128","アイラ","","そ、そんなことないのでっ","","",""
"129","ツカサ","","じゃあ、真相は藪の中、っていうことで","","",""
"130","アイラ","","むぅ……","","",""
"131","","","アイラは少し不満げに頬を膨らませたけど。","","",""
"132","ツカサ","","ごめんごめん","","",""
"133","アイラ","","もう","","",""
"134","","","謝ったら、すぐに表情を和らげた。","","",""
"135","ツカサ","","プライベートでの友達って、アイラにとっては珍しいことなの？","","",""
"136","アイラ","","仕事と関係ないギフティアと知り合うことって、あまりないので","","",""
"137","アイラ","","チェルシーと過ごす時間は新鮮で、楽しかった","","",""
"138","アイラ","","あの公園で会うときもね、なんの目的もなくて、ただなんとなく、アレキサンダーと一緒にわぁーって走り出したりするだけなの","","",""
"139","アイラ","","そんななんでもないことが、はじめての経験ばっかりで","","",""
"140","","","アイラはターミナルサービスでずっと働いている。","","",""
"141","","","ターミナルサービスは、ギフティアと所有者の想い出を引き裂くのが仕事で、決して報われることはない。","","",""
"142","","","日常、出会うギフティアは全員が、寿命間近。\nそのギフティアたちを所有者から引き裂いて、回収しなくちゃいけない。","","",""
"143","","","そんな日々の中で出会った、仕事というしがらみとは関係ないところにいるチェルシーという存在は、アイラにとってとても大きかったんだろう。","","",""
"144","ツカサ","","チェルシーの家族には会ったの？","","",""
"145","アイラ","","…………","","",""
"146","アイラ","","うん。おばさんには――あ、チェルシーのママなんだけど、よく、お菓子をもらった","","",""
"147","ツカサ","","ママ？","","",""
"148","","","ギフティアに母親はいない。\nだからきっと、チェルシーの所有者のことだろう。","","",""
"149","アイラ","","淡藤サキコさんっていうの","","",""
"150","アイラ","","とっても……優しい人。チェルシーのこと、すごく愛してた","","",""
"151","サキコ","","あなたが、チェルシーのお友達のアイラさんね","","",""
"152","サキコ","","まさか、チェルシーにアレキサンダー以外のお友達ができるなんて","","",""
"153","サキコ","","私も、自分のことのように嬉しいわ","","",""
"154","サキコ","","そうだ、今度、ぜひうちにも遊びに来てね。歓迎するわ","","",""
"155","チェルシー","","ママはお料理はあんまり上手じゃないけどね。あはは","","",""
"156","サキコ","","もう、チェルシーったら、それをここで言わなくてもいいじゃない","","",""
"157","サキコ","","でも、私の代わりにパパがとってもおいしい料理をたくさん用意してくれるわよ","","",""
"158","サキコ","","なにしろパパは、プロの料理人ですから","","",""
"159","チェルシー","","うちはパパが料理するから、ママはいつも見ているだけなの！","","",""
"160","チェルシー","","でもでも、ママはその代わり、おいしいお菓子を見つけて買ってくるプロなの","","",""
"161","チェルシー","","あとね、お掃除のプロでもあるよ。おうちはいつもピッカピカだもん","","",""
"162","チェルシー","","あとね、アレキサンダーをお風呂に入れてあげるプロでもあるの","","",""
"163","チェルシー","","ね、ママ！","","",""
"164","サキコ","","ええ、そうね。でも、私が一番得意なのは、チェルシーの話を聞いてあげること。そうでしょう？","","",""
"165","チェルシー","","そうだった！　それが一番だった！","","",""
"166","サキコ","","とにかくアイラちゃん、ぜひ今度、遊びに来てね。チェルシーもアレキサンダーも、あなたのことが大好きみたいだし","","",""
"167","サキコ","","仲良くしてあげて","","",""
"168","ツカサ","","いい人なんだね","","",""
"169","アイラ","","とっても上品で、優しい人","","",""
"170","アイラ","","私が訪ねていっても、いつも笑顔で歓迎してくれた","","",""
"171","アイラ","","チェルシーのことが大好きでね。チェルシーの話をいつもニコニコ聞いてあげてるの","","",""
"172","アイラ","","チェルシーと、おばさんと、アレキサンダーが仲良くしてるのを見るのが、私も好きだった","","",""
"173","","","俺がそれにうなずいていると、アイラは日記を自分の手元に戻し、パラパラとページをめくっていった。","","",""
"174","","","なんだろう？\nいぶかしく思いつつ、その様子を見ていたら。","","",""
"175","","","アイラは、数十ページめくった後に、あるページを開いたまま俺にまた差し出してきた。","","",""
"176","","","開かれていたページ。","","",""
"177","","","そこに書いてある内容を見て、息を呑んだ。","","",""
"178","","","日付は、チェルシーの話題が最初に出てきてから、およそ半年くらい後。","","",""
"179","","","３月１４日　日曜日","","",""
"180","","","今日は朝やけがとてもきれいで\n空が真っ赤だった。","","",""
"181","","","いつもの公園で、みんなに見送られて\nチェルシーを回収。","","",""
"182","","","チェルシーはとてもいい子で、みんなに\n好かれていて、みんな泣いていた。","","",""
"183","","","いつもこれが正しいのかと胸が痛い…","","",""
"184","","","これは……。","","",""
"185","ツカサ","","アイラが、チェルシーを回収……したの？","","",""
"186","アイラ","","…………","","",""
"187","アイラ","","うん","","",""
"188","アイラ","","はじめてチェルシーと出会って、半年ぐらい経ったときかな","","",""
"189","アイラ","","チェルシーの寿命が残り少なくなって、回収対象になった","","",""
"190","アイラ","","私、チェルシーの担当にはなりたくなかった。辛くて、悲しくて、耐えられそうにないって思ったので","","",""
"191","アイラ","","でもね、チェルシーに言われたの","","",""
"192","チェルシー","","そっかぁ。アイラは、そういう仕事をしていたんだね","","",""
"193","チェルシー","","もっと早く教えてくれればよかったのに","","",""
"194","チェルシー","","でも、こんな偶然ってあるんだね！","","",""
"195","アイラ","","私、チェルシーの回収、したくないよ……","","",""
"196","チェルシー","","私はむしろ、アイラがいいなあ","","",""
"197","アイラ","","え……","","",""
"198","チェルシー","","回収してもらうなら、知らない人より、大切な友達の方がいいに決まってるもんね！","","",""
"199","チェルシー","","ここで会ったが百年目だよ、アイラ！　ね！","","",""
"200","アイラ","","……？？？","","",""
"201","アイラ","","その言葉、使い方が、違う……","","",""
"202","チェルシー","","あれ、そうだっけ？","","",""
"203","ツカサ","","そっか。チェルシーの方から、担当になってほしいって言ってきたんだ……","","",""
"204","アイラ","","だから、断れなかった","","",""
"205","","","それは、アイラにとっては辛い選択だっただろう。","","",""
"206","アイラ","","担当するって決めてからはね、ちゃんと気持ちを切り替えて、チェルシーのために一生懸命やったんだよ","","",""
"207","アイラ","","チェルシーとは、その後もいろんな話をしたの","","",""
"208","アイラ","","どれも、本当にどうでもいいような話ばっかりだったんだけどね","","",""
"209","アイラ","","でも、チェルシーの最期の時間を共有できて、私、担当を断らなくてよかったって、思った","","",""
"210","アイラ","","チェルシーが、私のことすごく信頼してくれてたから、嬉しかった","","",""
"211","アイラ","","でも、おばさんは、そうじゃなかった","","",""
"212","サキコ","","よくも騙したわね！","","",""
"213","サキコ","","なにがチェルシーの友達よ！　最初からこうするつもりだったんでしょう！　私からチェルシーを奪うつもりだったのよ！","","",""
"214","サキコ","","返せ！　私のチェルシーを返してよ！","","",""
"215","サキコ","","許さない……！　あんたを絶対に許さないから！","","",""
"216","サキコ","","一生、恨み続けてやる！　この人殺し！","","",""
"217","ツカサ","","そんな……","","",""
"218","ツカサ","","そんなの、誤解だし、逆恨みでしかないじゃないか……","","",""
"219","アイラ","","でもね、私はおばさんがチェルシーのことをすごく大切に思っていたことを、知ってるので……","","",""
"220","アイラ","","そんな風に怒るのも……当然なんだよ","","",""
"221","ツカサ","","だからって、それはアイラが悪いわけじゃ……","","",""
"222","","","単に、怒りの矛先を、一番ぶつけやすいアイラに向けただけだ。","","",""
"223","ツカサ","","チェルシーだって、アイラに回収してほしいって望んでくれたんでしょ？　それなのに……","","",""
"224","ツカサ","","そんな言葉をぶつけたら、チェルシーだって、報われないよ……","","",""
"225","アイラ","","…………","","",""
"226","アイラ","","おばさんもね、最初は、見守ってくれていたんだ。私とチェルシーとカヅキとで、回収のことや寿命のこと、全部説明した","","",""
"227","アイラ","","でも、日に日にやつれていって……","","",""
"228","アイラ","","チェルシーの回収日には、おばさんはまともに立てないくらい弱ってた","","",""
"229","アイラ","","きっと、思い詰めちゃったんだと思う","","",""
"230","","","アイラは淡藤さんに責められたことを、仕方のないことだと受け止めているみたいだった。","","",""
"231","アイラ","","それ以来、私、回収の仕事のときに、動けなくなっちゃった……","","",""
"232","ツカサ","","え……","","",""
"233","","","アイラが、回収対象を訪ねるときにいつも緊張で固まっちゃうのは……、これが原因だったの？","","",""
"234","","","“この仕事は、決して報われない”","","",""
"235","","","でも、それによってアイラにトラウマができちゃったら、悲しすぎるよ……。","","",""
"236","アイラ","","自分でも、いろんなこと、考えちゃって","","",""
"237","アイラ","","回収対象と所有者にとって、なにが一番いいやり方なんだろうって。でも、答えなんて全然出なくて","","",""
"238","アイラ","","そしたら、もう、どうしたらいいか、分からなくなっちゃった……","","",""
"239","","","それで、心に負荷がかかりすぎちゃったんだ。\nいわゆるオーバーワーク。","","",""
"240","","","相手のことを考えすぎるばっかりに、ちゃんと仕事ができなくなってしまったんだ。","","",""
"241","","","だからミチルのお父さんがワンダラーになったときも、カヅキさんと一緒に行動できなかった。","","",""
"242","","","その後で、カヅキさんからコンビも解消された。","","",""
"243","","","カヅキさんは、アイラを休ませるためにそうしたって言ってたけど。\n今なら、カヅキさんがそうした理由も分かる。","","",""
"244","","","アイラにとって淡藤さんの言葉は、呪いになったんだ……。","","",""
"245","","","ギフティアは、記憶を忘れることができない。","","",""
"246","","","決して忘れることのできない呪詛。呪い。","","",""
"247","","","アイラは今も、その呪詛から解放されていない。","","",""
"248","ツカサ","","そのあと、淡藤さんとは？","","",""
"249","アイラ","","ううん。一度も会ってない","","",""
"250","アイラ","","会っても、チェルシーがいた頃のような関係に戻るのは、無理だもん","","",""
"251","アイラ","","おばさんのためにも、会わない方がいいと思う","","",""
"252","アイラ","","だから、あの公園にも、この３年ぐらい、行かなかった","","",""
"253","ツカサ","","どうして、俺に話してくれたの？","","",""
"254","アイラ","","…………","","",""
"255","アイラ","","ツカサは、私の恋人なので","","",""
"256","アイラ","","私の全部を、ツカサには、知っておいてほしかったの","","",""
"257","アイラ","","迷惑だった？","","",""
"258","ツカサ","","そんなことないよ","","",""
"259","","","俺はアイラを抱きしめた。","","",""
"260","","","その肩が、かすかに震えていた。","","",""
"261","","","辛い想い出と、大切な想い出。\n相反する感情を呼び起こす記憶。","","",""
"262","","","アイラは、どんな気持ちで話してくれたんだろう。","","",""
"263","ツカサ","","話してくれて、ありがとう","","",""
"264","ツカサ","","一緒に受け止めるから。俺なんかじゃ、頼りないかもしれないけど。頼ってほしい","","",""
"265","アイラ","","ツカサ……","","",""
"266","アイラ","","……分かってる。ちゃんと、頼るよ。ツカサがいてくれたから、私、立ち直れたんだもん","","",""
"267","ツカサ","","うん","","",""
"268","","","気丈に振る舞っているアイラの背中を、俺は優しくさすり続けた。","","",""
