"번호","이름","닉네임","문장","이름번역","닉네임번역","문장번역"
"76","","","にらまれた……。","","",""
"77","ツカサ","","す、すみません","","",""
"78","ミチル","","このことは他言無用だから。誰かに喋ったら許さないから","","",""
"79","ツカサ","","は、はい","","",""
"80","ツカサ","","でもあの、さっきザックが言ってたけど、エルさんにはもうバレてるわけだよね……？","","",""
"81","ザック","","うん。そう。去年、ここで暮らし始めて数日でバレた","","",""
"82","","","はやっ！","","",""
"83","","","まあ、あれだけ無防備じゃ、すぐにバレるだろうなあ……。\nこの寮って、壁薄いし。","","",""
"84","ツカサ","","あの人にバレてる時点で、口止めしても意味ないんじゃ……","","",""
"85","ミチル","","う・る・さ・い！","","",""
"86","ミチル","","本当はあんたの記憶をまるっと消去したいぐらいなんだからね！","","",""
"87","ミチル","","あー、油断した……","","",""
"88","","","と、とりあえず、怖いから、素直に従っておいた方がよさそうだ。","","",""
"89","ミチル","","で？　こんな時間になんの用？","","",""
"90","ツカサ","","うん……","","",""
"91","ツカサ","","アイラの回収担当を引き受けてくれて、ありがとう","","",""
"92","ツカサ","","それだけ、言いたくて……","","",""
"93","","","それがまさか、あんな光景を目撃する羽目になるとは……。","","",""
"94","ミチル","","ああ、うん、そのことね","","",""
"95","ツカサ","","本当は、俺が引き受けるべきなんだろうけど。ごめん","","",""
"96","ミチル","","なに謝ってんのよ。これだから素人は","","",""
"97","ミチル","","新人なのにいきなりパートナーが寿命を迎えるって時点で、誰だっていっぱいいっぱいになっちゃうわよ","","",""
"98","ミチル","","こういうときこそ、先輩に頼るべきでしょ","","",""
"99","ザック","","でもこの話をカヅキからされたときのミチル、かなりビビってたよね～","","",""
"100","ザック","","“私に務まるでしょうか？”って、涙目になっちゃってたぐらいだし","","",""
"101","ミチル","","ザ、ザック！　バラすな！","","",""
"102","","","それでも俺の前では頼りになる先輩でいようとしてくれるのは、アイラの回収に際して、俺が不安にならないように……っていうミチルなりの気遣いなんだろう。","","",""
"103","ミチル","","いい、ツカサ。全部背負い込もうとしないで。そうすると周りが見えなくなっちゃうから","","",""
"104","","","周りが見えなくなる……か。","","",""
"105","","","それはきっと、ミチル自身の経験が言わせた言葉なんだろう。","","",""
"106","ツカサ","","分かった。ありがとう、ミチル","","",""
"107","ツカサ","","アイラのこと、お願いします","","",""
"108","ミチル","","ええ。こちらこそ、よろしくね","","",""
"109","ミチル","","それと、さっきの件、誰かに喋ったら本当にはっ倒すから","","",""
"110","ツカサ","","わ、分かってるよ……","","",""
"111","","","俺は逃げるようにしてミチルの部屋を後にした。","","",""
"112","","","部屋に戻ると、アイラがクスクスと笑っていた。","","",""
"113","ツカサ","","……？　どうしたの？","","",""
"114","アイラ","","ミチルの“じゃれ合い”、見ちゃったんでしょ？","","",""
"115","ツカサ","","“じゃれ合い”って、あのスキンシップのこと？　アイラも知ってたんだ？","","",""
"116","アイラ","","壁、薄いので。たまに声が聞こえるよ","","",""
"117","","","そ、そうなんだ……。\n全然気付かなかった俺って、なんなんだろう。","","",""
"118","アイラ","","それに、エルからもそういう話、聞いたことあるし","","",""
"119","","","やっぱりエルさんからか……。","","",""
"120","ツカサ","","仲睦まじくて、いいよね。あはは","","",""
"121","","","誰にも喋るなって釘を刺されたから、たとえアイラがすでに知っているのだとしても、あんまり俺から話をしない方がいい……よね。","","",""
"122","アイラ","","ツカサも、やってみる？","","",""
"123","ツカサ","","へ？","","",""
"124","アイラ","","ミチルがやってるみたいなこと","","",""
"125","アイラ","","頭をぐしゃぐしゃされるぐらいなら、平気なので","","",""
"126","ツカサ","","…………","","",""
"127","ツカサ","","いやいやいや。さ、さすがにそれは、照れくさいよ……","","",""
"128","ツカサ","","っていうか、アイラのその髪の長さでぐしゃぐしゃしたら、絡まって大変なことになる気がする","","",""
"129","アイラ","","そう？","","",""
"130","ツカサ","","もしかして……やってほしいの？","","",""
"131","アイラ","","ううん。そういうわけじゃ、ないよ","","",""
"132","アイラ","","なんとなく、想像もできるし。私もたまに、エルからやられるし","","",""
"133","","","や、やられてるのか……。","","",""
"134","ツカサ","","興味があるなら、ミチルに頼んでみるといいよ","","",""
"135","ツカサ","","ちなみに、ザックはイヤそうな顔してた","","",""
"136","アイラ","","あはは。そうなんだ","","",""
"137","","","ひとしきり、ふたりで笑った後。","","",""
"138","","","ふと、部屋に沈黙が舞い降りる。","","",""
"139","","","俺がさっきミチルの部屋に行った理由について、アイラも薄々気付いているに違いない。","","",""
"140","","","だから、俺から話を切り出すことにした。","","",""
"141","ツカサ","","……アイラの回収担当、ミチルになったって","","",""
"142","アイラ","","うん。聞いた","","",""
"143","ツカサ","","ミチルに言われたよ。背負い込みすぎるなって。先輩を頼れって","","",""
"144","アイラ","","ミチルとザックは、ツカサと私にとっては教育係だもんね","","",""
"145","ツカサ","","そうだね","","",""
"146","","","２ヶ月ちょっと前。俺がはじめてターミナルサービスを訪れた日のことが、まるで遠い昔のように感じる。","","",""
"147","アイラ","","ミチルたちに任せれば、大丈夫。私、なにも心配してないので","","",""
"148","アイラ","","だからツカサも、いつも通りでいてね","","",""
"149","ツカサ","","……うん。分かった","","",""
"150","","","まだ、回収日までは１ヶ月弱ある。","","",""
"151","","","それまでは、俺とアイラのふたりでの生活は続くんだ。","","",""
