"53","ミチル","","その……、そう、仕事！　あんたたちの仕事、この間で一区切りついたじゃない？","","",""
"54","ミチル","","ささやかなお疲れ様会ぐらいは、開いてあげられるんだから","","",""
"55","ミチル","","ただし、無理して来る必要はないわよ。なによりもそっちの都合を優先して","","",""
"56","ミチル","","私たちは、あんたたちが来ても来なくても勝手にやってるから","","",""
"57","ミチル","","……それだけ。じゃあね","","",""
"58","","","メッセージはそこで終わっていた。","","",""
"59","ツカサ","","なんだか、ミチルらしいな","","",""
"60","","","いろいろ気を遣ってくれた結果、こんな変な誘い方になったんだろう。","","",""
"61","ツカサ","","こう言ってるけど。アイラ、どうする？","","",""
"62","アイラ","","行こう","","",""
"63","","","アイラは、笑ってうなずいた。","","",""
"64","","","日が暮れた頃、と言っていたから、営業時間が終わるぐらいのタイミングを見計らって、オフィスに顔を出した。","","",""
"65","","","ところがオフィス内は静まり返っていて、誰の姿も見当たらない。","","",""
"66","","","どうしたんだろうと首をひねっていると。","","",""
"67","アイラ","","会議室の方から、声がする","","",""
"68","ツカサ","","そっちに集まってるのかな？","","",""
"69","","","２人で、恐る恐る、中をのぞいてみた。","","",""
"70","ザック","","あ、来た来た","","",""
"71","","","そこに、みんなが勢揃いしていた。","","",""
"72","シェリー","","ようこそ","","",""
"73","コンスタンス","","待ってましたよ","","",""
"74","レン","","よく来てくれたね！","","",""
"75","","","俺たちに気付くと、笑顔で出迎えてくれる。","","",""
"76","","","第１ターミナルサービスのみんなに加えて、エンジニアのオヤジさんとエルさんも来てくれていた。","","",""
"77","","","テーブルには、ケータリングの料理とドリンク類が並べられている。","","",""
"78","","","ホワイトボードには、アイラに対するみんなからの寄せ書きがびっしりと書き込まれていた。","","",""
"79","ミチル","","…………","","",""
"80","","","ちょうどそのホワイトボードにコメントを書いている真っ最中だったミチルが、俺と目が合って、照れくさそうにそっぽを向く。","","",""
"81","カヅキ","","よお、今日の主役のお出ましだな","","",""
"82","","","カヅキさんが、シャンパンのボトルを２本抱えて、俺たちの後ろから会議室に入ってきた。","","",""
"83","","","っていうか、カヅキさん、顔がほんのり赤くなってるような……。","","",""
"84","アイラ","","カヅキ……もう飲んでる？","","",""
"85","ツカサ","","うわ、会社で飲んで大丈夫なんですか！？","","",""
"86","","","しかもよく見ると、カヅキさんだけじゃなくて、ヤスタカさんと課長とオヤジさんも、すでに出来上がってるような……。","","",""
"87","ヤスタカ","","平気平気、ここにいる全員、今日は仕事全部終わらせてきたんだからサ","","",""
"88","シェリー","","ヤスタカは寝ていただけに見えましたが？","","",""
"89","ヤスタカ","","そうだっけ？","","",""
"90","レン","","今日の予定を空けるために、みんなかなり前倒しで仕事をこなしてきたんだよ","","",""
"91","コンスタンス","","そのせいで、ここ何日かずっとバタバタしていましたけどね","","",""
"92","カヅキ","","今はもう営業時間外だ！　だから飲んでも私が許す！","","",""
"93","タカオ","","いやいや、許したのは僕だからね？　部長にもちゃんと頭下げて許可取ったんだよぉ！？　大変だったんだから！","","",""
"94","カヅキ","","分かった分かった。課長はよくやったよ","","",""
"95","エル","","はい、ふたりもこれ持ってくださ～い","","",""
"96","","","エルさんが、俺とアイラの分の飲み物――もちろんジュースだ――を用意してくれた。","","",""
"97","カヅキ","","よーし、全員注目！","","",""
"98","カヅキ","","アイラ、長い間、お疲れ様","","",""
"99","アイラ","","うん","","",""
"100","カヅキ","","しんみりした空気は苦手だからな。今日はパーッと行くぞ！","","",""
"101","カヅキ","","乾杯だ！","","",""
"102","","","そのかけ声とともに、みんなでグラスを掲げて乾杯をした。","","",""
"103","","","後は、それぞれが好き勝手に楽しんだ。","","",""
"104","","","本当に自由であったかくて、笑いの絶えない会になった。\nカヅキさんは、早々に酔いつぶれちゃったけど。","","",""
"105","","","アイラも、いつも以上にテンションが高い。","","",""
"106","","","シェリーから、ベテラン演歌歌手のうちわを持っての応援の仕方を詳しくレクチャーしてもらったり。","","",""
"107","","","コンスタンスのテーブルマジック――そんな趣味があったなんてはじめて知ったけど――を見て、目を輝かせたり。","","",""
"108","","","課長の腹踊りとレンさんによる筋肉ポージングという謎コラボを見せられて、顔を引きつらせたり。","","",""
"109","","","シェリーとオヤジさんによる演歌デュエットでは、直前に教わったうちわ応援でかけ声を上げていたくらいだ。","","",""
"110","ツカサ","","アイラ、楽しそうだ","","",""
"111","","","そんなアイラの様子を見て、俺も幸せだった。","","",""
"112","","","なのに、隣でサラダを食べていたミチルは、少し不満そうだ。","","",""
"113","ミチル","","まさか、本当に来るとは思わなかった","","",""
"114","ツカサ","","連絡してきたのはミチルだろう？","","",""
"115","ミチル","","やっぱりするべきじゃなかったって、思ってるところ","","",""
"116","ザック","","とかなんとか言ってるけど、この会をやろうって言い出したの、ミチルだよね～","","",""
"117","ミチル","","ザック！　もう、なんでいっつもバラすのよぉ！","","",""
"118","ツカサ","","そうだったんだ。ミチル、ありがとう","","",""
"119","ミチル","","べ、別にっ。ツカサが世話の焼ける奴っていうのはとっくに分かってたし！","","",""
"120","ツカサ","","ああ、そうだね。いつもお世話になってます","","",""
"121","ミチル","","まったくよ。これだから素人は","","",""
"122","ミチル","","……ふふっ","","",""
"123","","","いつも通りもいいけど。","","",""
"124","","","アイラの中に、またひとつ、特別で大切な想い出が満たされたんだって思ったら、俺の心もあったかくなった。","","",""
"125","アイラ","","ふぅ……","","",""
"126","","","耳元に感じるアイラの吐息が、少し熱い。","","",""
"127","","","俺はアイラを背負って、寮への道を歩いていた。","","",""
"128","ツカサ","","疲れた？","","",""
"129","アイラ","","うん、ちょっとはしゃぎすぎちゃったみたい。……ごめん","","",""
"130","ツカサ","","いいよいいよ","","",""
"131","","","会社を出て、歩き出そうとしたら、アイラの足元がおぼつかなかったから、おぶっていくことにしたんだ。","","",""
"132","アイラ","","別に、お酒を飲んだわけじゃないのにね","","",""
"133","","","寿命が近いことの兆候なのかどうかは分からないし、詳しく調べるつもりもなかった。","","",""
"134","","","こうして、アイラのぬくもりを背中に感じながら夜の街を歩く……こんな些細なことすらも、俺には大切な時間だから。","","",""
"135","ツカサ","","楽しかった？","","",""
"136","アイラ","","うん。みんなと巡り会えて、一緒に働けて、よかった","","",""
"137","ツカサ","","うん","","",""
"138","アイラ","","今は、楽しいことや、嬉しいことが多すぎて、日記にも書き尽くせないぐらい","","",""
"139","アイラ","","それも全部、ツカサのおかげだよ","","",""
"140","","","と、アイラが、俺の背中にぎゅっとしがみついてきた。","","",""
"141","ツカサ","","…………","","",""
"142","","","俺は、これまでずっと聞きたかったことを、ひとつだけ、聞いてみることにした。","","",""
"143","ツカサ","","あのさ、アイラって、回収対象を回収するときに、必ず最後に、なにかを相手に囁いてたよね","","",""
"144","アイラ","","うん","","",""
"145","ツカサ","","俺、前から気になってたんだ。なんて言ってるのかなって","","",""
"146","アイラ","","……教えてあげよっか？","","",""
"147","","","アイラが、俺の耳元に口を寄せて。","","",""
"148","","","そっと、ささやいた。","","",""
"149","アイラ","","『大切な人といつかまた巡り会えますように』","","",""
"150","ツカサ","","…………","","",""
"151","ツカサ","","そっか。そうなんだ……","","",""
"152","","","その言葉を、自分の胸に、深く刻み込む。","","",""
"153","","","アイラがその言葉に、どんな想いを込めていたのかを、たくさん想像して、噛みしめた。","","",""
"154","ツカサ","","教えてくれてありがとう","","",""
