"번호","이름","닉네임","문장","이름번역","닉네임번역","문장번역"
"130","ツカサ","","子供の話でワクワクしてるから、そう思ってさ","","",""
"131","アイラ","","だって、ワクワクするんだもん","","",""
"132","ツカサ","","うん、そうだよね","","",""
"133","","","もしものことを考えるのは楽しい。それがアイラとのこととなれば、なおさらだ。","","",""
"134","","","夢のまた夢みたいな話だけど、そうなってくれたらと願ってやまない。","","",""
"135","アイラ","","ねえ、ツカサ","","",""
"136","アイラ","","次は子供の兄弟について考えよう。何人ほしいとか、そういうの","","",""
"137","ツカサ","","あ、いいね","","",""
"138","","","ローズヒップティーを飲みながら、アイラとの話は膨らんでいく。","","",""
"139","","","現実とはかけ離れた話。でも……。","","",""
"140","","","でも、もしかしたら、現実になるかもしれない。","","",""
"141","","","少なくとも夢見ないより、夢を見ていた方が夢に近づけるはずだ。","","",""
"142","","","俺はそう思いながら、アイラと夢を語り続けた。","","",""
