"번호","이름","닉네임","문장","이름번역","닉네임번역","문장번역"
"132","アイラ","","家でコンスタンスの料理、食べたらいいのに","","",""
"133","コンスタンス","","私も同感です。酔いつぶれたカヅキを迎えに行くのも大変なんですよ？","","",""
"134","アイラ","","分かる。すごく、分かる","","",""
"135","","","アイラのうなずきには、実感がこもっていた。","","",""
"136","カヅキ","","わ、悪かったな！　店で飲むのが好きなんだよ","","",""
"137","アイラ","","家でも飲むのに","","",""
"138","カヅキ","","それも好きなんだ！","","",""
"139","","","立て続けの攻めの言葉に、しびれを切らしたカヅキさんが髪をかきむしった。","","",""
"140","カヅキ","","もう、なんなんだ、今日は！","","",""
"141","カヅキ","","食事会とか言って、本当は私を説教する会なんだろ？　だったらひとりで飲みに行くぞ","","",""
"142","コンスタンス","","ダメですよ、カヅキ。今日はみんなで食事をするのが目的なんですから","","",""
"143","アイラ","","わがまま言うのはよくない","","",""
"144","カヅキ","","だったら、小言を言うんじゃねえ！","","",""
"145","","","一連の流れが、なんだかコントを見ているようで、思わず笑ってしまった。","","",""
"146","","","６年一緒に組んでいた元パートナーと、３年一緒に組んでいる現パートナーだけに、息が合っている。","","",""
"147","カヅキ","","ツカサ、なに笑ってんだ","","",""
"148","ツカサ","","仲がいいんですね","","",""
"149","カヅキ","","あん？","","",""
"150","ツカサ","","俺、見てて楽しいです","","",""
"151","カヅキ","","訳分かんねえヤツだな、まったく","","",""
"152","","","そう言いながらも、カヅキさんは楽しそうだった。","","",""
"153","","","料理も気に入っているみたいで、箸が進んでいる。","","",""
"154","","","……って、あれ？","","",""
"155","","","妙なことに気付いた。","","",""
"156","","","普段ならすぐお酒に手を付けているカヅキさんだけど、今飲んでいるのはミネラルウォーターだ。","","",""
"157","ツカサ","","カヅキさん、お酒飲まないんですか？","","",""
"158","カヅキ","","ああ、まあ……","","",""
"159","カヅキ","","客が来てるのに、酔っぱらうわけにはいかないと思ってな","","",""
"160","","","カヅキさんは当然だという顔をしている。","","",""
"161","","","でも、かなり気を遣ってくれているに違いない。居酒屋で容赦なく酔いつぶれるほどの人なんだから。","","",""
"162","","","だから、俺は……。","","",""
"163","感謝の言葉を言う","飲まなくて平気か心配する","","","dummy","dummy"
"164","ツカサ","","ありがとうございます、カヅキさん","","",""
"165","カヅキ","","な、なんだよ、急に……","","",""
"166","ツカサ","","俺たちのために、気を遣ってもらって","","",""
"167","","","そう言うと、カヅキさんに鼻で笑われた。","","",""
"168","カヅキ","","な～に大人ぶってんだよ","","",""
"169","カヅキ","","そういうことは、酒が飲めるようになってから言えって","","",""
"170","アイラ","","ふふっ。カヅキ、照れ隠ししてる","","",""
"171","","","アイラの指摘にカヅキさんは慌てた。","","",""
"172","カヅキ","","て、照れてなんかねえよ","","",""
"173","アイラ","","じゃあ、そういうことにしておくので","","",""
"174","","","アイラはいたずらっぽく笑った。","","",""
"175","ツカサ","","大丈夫ですか、本当に飲まないで","","",""
"176","","","俺がそう言うと、カヅキさんはあきれた顔をした。","","",""
"177","カヅキ","","お前なぁ、せっかく人が我慢してるのに煽るんじゃねえよ","","",""
"178","カヅキ","","そりゃあ、飲みたいけど……。飲んだら、もったいねえだろ？　いろいろと","","",""
"179","","","飲んだら、もったいない。","","",""
"180","","","その言葉には、せっかくの想い出を台無しにしたくないという気持ちがこもっている気がした。","","",""
"181","カヅキ","","……しっかし","","",""
"182","","","カヅキさんは、俺たちの顔をぐるりと見た。","","",""
"183","カヅキ","","ここで大勢で食事するなんて久しぶりだな","","",""
"184","コンスタンス","","そうですね","","",""
"185","コンスタンス","","そもそも、この家にあまり人を呼んだりしませんからね","","",""
"186","カヅキ","","こういうのも、悪くないな……","","",""
"187","","","カヅキさんの言葉に、コンスタンスは静かにうなずいて同意した。","","",""
"188","","","思えば、俺とアイラも普段は２人きりでの食事だから、大勢でのご飯というのは久しぶりだ。","","",""
"189","","","確かに、こういう時間も楽しい。また過ごしてみたいと思う。","","",""
"190","アイラ","","カヅキ、ツカサ。もっと食べないともったいないよ","","",""
"191","","","静かになった室内を明るくするように、アイラは言った。","","",""
"192","アイラ","","コンスタンスがおいしく作ってくれたんだから","","",""
"193","カヅキ","","ああ、そうだな。肉だ。肉をもっと食おう","","",""
"194","ツカサ","","俺はグラタンをもらおうかな","","",""
"195","コンスタンス","","では、私がよそいましょう","","",""
"196","","","そして、俺たちはお皿が空になるまで、存分に料理と会話を楽しんだ。","","",""
"197","ツカサ","","じゃあ、俺たちそろそろ……うぷっ","","",""
"198","アイラ","","ツカサ、食べ過ぎた？","","",""
"199","ツカサ","","アイラとコンスタンスが勧めてくれるから、つい……","","",""
"200","","","膨らみ過ぎたお腹をさすった。","","",""
"201","コンスタンス","","タクシーは呼んでおきましたから、すぐに来ると思います","","",""
"202","アイラ","","ありがとう、コンスタンス","","",""
"203","アイラ","","カヅキも、今日はありがとう","","",""
"204","カヅキ","","私はなにもしてねえよ","","",""
"205","カヅキ","","コンスタンスが勝手に決めたことさ","","",""
"206","コンスタンス","","でも、楽しかったのでしょう？","","",""
"207","カヅキ","","まあな","","",""
"208","カヅキ","","……お、そうだ","","",""
"209","","","ふとカヅキさんはソファーの足元に置いていた箱を手に取った。","","",""
"210","","","それは掃除中に見つけた、ラッピングされた箱。","","",""
"211","カヅキ","","アイラ、持ってけ","","",""
"212","カヅキ","","これはもともと、お前に渡そうと思ってたんだ","","",""
"213","アイラ","","えっ？","","",""
"214","","","アイラは驚いた様子で、カヅキさんを見上げた。","","",""
"215","カヅキ","","ま、買ったのはずいぶん昔の話さ。私とお前が組んでた頃だ","","",""
"216","カヅキ","","買ったのはいいものの、その直後にコンビを解消しちまったから、渡すに渡せなくてな","","",""
"217","カヅキ","","もらってくれるか？","","",""
"218","アイラ","","あ、ありがとう……","","",""
"219","","","アイラは驚きと喜びが混じった表情で、カヅキさんからプレゼントを受け取った。","","",""
"220","アイラ","","開けていい？","","",""
"221","カヅキ","","ここでか？　まあ、別にいいが","","",""
"222","","","ソワソワしながら、アイラはラッピングを剥がしていく。","","",""
"223","","","箱を開けて、中身を取り出した。","","",""
"224","アイラ","","水筒だ","","",""
"225","","","出てきたのは、動物のイラストが描かれた、かわいらしい水筒だった。","","",""
"226","カヅキ","","遊園地に行くと、子供が水筒を首から提げてはしゃいでるのをよく見てたからな","","",""
"227","カヅキ","","お前にも似合いそうだと思ったのさ","","",""
"228","アイラ","","カヅキはすぐそうやって子供扱いする","","",""
"229","カヅキ","","ま、でも最近はお前、自前の水筒にハーブティー入れて持ち歩いてるじゃねえか。だからちょうどいいだろ","","",""
"230","カヅキ","","３年前のもんだから、機能は少し古いけどな","","",""
"231","アイラ","","それでもいい","","",""
"232","","","アイラは水筒を抱きしめた。","","",""
"233","アイラ","","ありがとう、カヅキ。大切に使うね","","",""
"234","カヅキ","","ああ","","",""
"235","","","アイラとカヅキさんは、笑い合った。","","",""
"236","","","ふたりのこんな表情を見るのははじめてかもしれない。","","",""
"237","","","パートナーだった頃は、いつもこんな感じだったんだろうか。","","",""
"238","カヅキ","","ツカサ、アイラのこと頼んだぞ","","",""
"239","ツカサ","","はい！","","",""
"240","","","垣間見えた、アイラとカヅキさんの絆。それは俺が知らない頃、ふたりの間にできたもの。","","",""
"241","","","俺だけと過ごしていたら、それを目にすることはなかっただろう。","","",""
"242","コンスタンス","","では、ふたりとも。気を付けて帰ってください","","",""
"243","ツカサ","","今日はありがとう、コンスタンス","","",""
"244","コンスタンス","","お互い様ですよ","","",""
"245","","","そして、俺とアイラは見送られながら家路についた。","","",""
"246","","","またこんな楽しい時間を過ごしたい。そんなことを考えながら。","","",""
