"번호","이름","닉네임","문장","이름번역","닉네임번역","문장번역"
"89","アイラ","","うん……","","",""
"90","","","アイラはがっかりして、うつむいている。","","",""
"91","","","これは言葉だけで解決できる問題じゃなさそうだ。","","",""
"92","ツカサ","","できるか分からないけど、手伝うよ","","",""
"93","アイラ","","……え？","","",""
"94","ツカサ","","ひとりじゃできないことも、ふたりならできるかもしれない。でしょ？","","",""
"95","アイラ","","うん！　ありがとう、ツカサ","","",""
"96","ツカサ","","あのさ、アイラ。よければ、手伝おうか？","","",""
"97","アイラ","","……えっ、ツカサが？","","",""
"98","ツカサ","","うん。まあ、やったことはないんだけど……","","",""
"99","ツカサ","","自分で自分の爪を塗るのって大変じゃない？　俺が塗ってあげた方が、うまくいくかもしれないよ","","",""
"100","アイラ","","おお","","",""
"101","","","アイラはその手があったかと、感心していた。","","",""
"102","アイラ","","ツカサ、お願い","","",""
"103","ツカサ","","分かった。頑張ってみるよ","","",""
"104","","","俺はテーブルを挟んで、アイラの正面に座った。","","",""
"105","ツカサ","","手をこっちに置いてくれる？","","",""
"106","","","アイラは途中まで爪を塗っていた方の手を、目の前まで伸ばしてくれた。","","",""
"107","ツカサ","","じゃあ……","","",""
"108","","","片手で道具を取って、もう一方でアイラの手に触れる。","","",""
"109","","","そして塗りやすいよう、アイラの手をテーブルから少しだけ持ち上げた。","","",""
"110","","","小さくて華奢なアイラの手。触れていると、その繊細さがより感じられた。","","",""
"111","","","俺とは全然違う、恋人の小さな手。それに触れて見つめていると、なんだか胸がドキドキした。","","",""
"112","アイラ","","なんで、ずっと見てるの？","","",""
"113","ツカサ","","このままでも、キレイだなと思って","","",""
"114","アイラ","","……！","","",""
"115","","","あ、照れてる。","","",""
"116","ツカサ","","言っとくけど、お世辞じゃないからね","","",""
"117","アイラ","","うん。ありがとう","","",""
"118","","","アイラは嬉しそうにうなずく。","","",""
"119","アイラ","","でもそんなドキドキするようなこと言われたら、なんだかムズムズしちゃう","","",""
"120","ツカサ","","ムズムズ？","","",""
"121","アイラ","","手、ずっと触られてるので","","",""
"122","ツカサ","","ごめん、変なこと言っちゃって……","","",""
"123","アイラ","","ううん。すごく嬉しかった","","",""
"124","ツカサ","","つ、爪に、集中しよう！","","",""
"125","アイラ","","うん！","","",""
"126","","","俺はフタに付いたブラシを使って、アイラの爪を塗り始めた。","","",""
"127","","","マニキュアの液体は少し粘性があって、思ってたよりもはみ出しにくくできていた。","","",""
"128","","","ただ、はみ出さないからといって、うまく塗れてるわけじゃない。変に力を入れるとブラシの跡が残って、爪の表面がボコボコになっちゃうんだ。","","",""
"129","","","だから適度に力を抜いて、表面がキレイになるよう気を付ける必要があった。","","",""
"130","ツカサ","","……よし、次","","",""
"131","","","アイラが途中にしていた爪を塗り終わり、隣の爪に取りかかる。","","",""
"132","","","はみ出しと、塗るときの力加減。この２つに注意すれば、なんとなく形になっていく。","","",""
"133","ツカサ","","ふぅ","","",""
"134","","","２本目も完了した。","","",""
"135","アイラ","","ツカサ、すごい……！　上手だし、塗るのも速い","","",""
"136","ツカサ","","だんだん慣れてきたよ","","",""
"137","アイラ","","飲み込みが早いね","","",""
"138","ツカサ","","こういう細かい作業、実は得意なのかも。……じゃあ、次の爪塗るから、じっとしてて","","",""
"139","","","アイラは無言でこくりとうなずいて、なるべく動かないよう呼吸まで静かにしてくれた。","","",""
"140","","","それが功を奏してか、他の指も比較的簡単に終わり、ものの数分ですべての爪を塗ることができた。","","",""
"141","ツカサ","","終わったよ","","",""
"142","アイラ","","ありがとう","","",""
"143","","","アイラは塗ったばかりの爪を眺めて、満足げに笑う。","","",""
"144","アイラ","","次はベースコートだね","","",""
"145","ツカサ","","あ……","","",""
"146","","","忘れてた。そうだ、４段階塗る必要があって、まだ１段階目が済んだだけなんだ。","","",""
"147","アイラ","","ベースコートが終わったら、カラーポリッシュ。最後がトップコート","","",""
"148","ツカサ","","よ、よーし、頑張るぞー","","",""
"149","アイラ","","おー！","","",""
"150","","","俺はアイラの爪が乾くのを待ってから、残りの工程に取りかかった。","","",""
"151","ツカサ","","こ、今度こそ……","","",""
"152","","","アイラが苦戦していたマニキュア塗り。それを引き継いで、長い長い段階を経て――。","","",""
"153","ツカサ","","……できたぁ","","",""
"154","","","ようやくすべての作業が完了した。","","",""
"155","アイラ","","わぁ……！","","",""
"156","","","アイラは目をキラキラさせて、塗ったばかりの爪に見入った。","","",""
"157","アイラ","","ツカサ、どう？","","",""
"158","ツカサ","","さらにキレイになったよ","","",""
"159","","","なにしろ俺、頑張ったから。","","",""
"160","","","細かい作業でヘトヘトになった心も身体も、アイラの笑顔があれば報われた。","","",""
"161","アイラ","","色もかわいいね","","",""
"162","ツカサ","","アイラに似合ってると思うよ","","",""
"163","","","アイラが悩んでいた爪の色は、話し合った結果、淡いピンクになった。","","",""
"164","","","そのさりげない色味が、ものすごくオシャレに見える。","","",""
"165","アイラ","","お揃いにしたいね","","",""
"166","ツカサ","","……えっ？","","",""
"167","アイラ","","ツカサの爪は私が塗ってあげるので","","",""
"168","ツカサ","","お、俺の爪も塗るの！？","","",""
"169","アイラ","","うん。お揃いにしたい","","",""
"170","ツカサ","","いや、でも……","","",""
"171","アイラ","","ダメ？","","",""
"172","ツカサ","","うう～ん","","",""
"173","","","男なのに爪にピンク色のマニキュアを塗っていたら、周りからどんな目で見られるだろう。","","",""
"174","アイラ","","じゃあ、足に塗ろう","","",""
"175","ツカサ","","へっ？　足？","","",""
"176","","","アイラはずずっとそばに寄ってきて、俺の靴下に手をかけた。","","",""
"177","ツカサ","","ほ、本気？","","",""
"178","アイラ","","うん。大丈夫、自分の爪じゃないからうまく塗れると思う","","",""
"179","","","アイラは自信満々にそう言って、俺の靴下を脱がせると。","","",""
"180","アイラ","","じっとしててね","","",""
"181","","","早速マニキュアを塗り始めた。","","",""
"182","ツカサ","","……っ","","",""
"183","","","アイラが手にしたマニキュアのブラシが、足の親指の爪を塗っていく。","","",""
"184","","","爪越しにひんやりとしたブラシの感触が伝わってきて、むずかゆかった。","","",""
"185","アイラ","","ツカサ、動いちゃダメ","","",""
"186","ツカサ","","分かってるんだけど、くすぐったくて","","",""
"187","アイラ","","そうなの？","","",""
"188","ツカサ","","塗られる感触が、ちょっとね","","",""
"189","ツカサ","","たぶんだけど、足ってあんまり触られないから……","","",""
"190","","","そう言うと、アイラはなぜかニヤリとして。","","",""
"191","アイラ","","じゃあ、慣れさせてあげる","","",""
"192","ツカサ","","……へ？","","",""
"193","アイラ","","ツカサの足に、くすぐり攻撃！","","",""
"194","ツカサ","","わっ！　アイラ、ちょっと！　あははっ、あはははははは！","","",""
"195","ツカサ","","ア、アイラ！　お願いだから、あははっ、や、やめてぇ！","","",""
"196","アイラ","","これはツカサのためなので。ツカサがくすぐったいの慣れるまでやめない","","",""
"197","ツカサ","","そ、そんなの無理だって！　あはは！","","",""
"198","","","笑い過ぎて、呼吸が苦しくなってきた。","","",""
"199","","","あまりの苦しさに危機感を覚えた俺は、アイラへと手を伸ばした。アイラの脇腹へと。","","",""
"200","アイラ","","な、なにしてるの、ツカサ。くすぐりは私には必要な――！　あはっ、あはは","","",""
"201","ツカサ","","アイラがやめてくれたら、俺もやめ――あははははっ","","",""
"202","アイラ","","あははっ！　わ、分かった、やめるから……！","","",""
"203","","","アイラはくすぐる手を止めて、俺から逃げるように離れた。","","",""
"204","アイラ","","はあ……はあ……","","",""
"205","ツカサ","","ふう……ふう……はふう……","","",""
"206","","","アイラをくすぐっていた時間はほんの少しだったはずだけど、かなり効果的だったみたいで、ぜえぜえと肩で息をしていた。","","",""
"207","","","俺も疲労困憊で、くすぐられたことに対してアイラに抗議する気力もないけどね……。","","",""
"208","ツカサ","","もう動かない……。ていうか、動けないから、思う存分マニキュア塗って大丈夫だよ","","",""
"209","アイラ","","うん、分かった","","",""
"210","","","アイラは疲れながらも嬉しそうにマニキュア塗りを再開させて――。","","",""
"211","アイラ","","こんな感じかな？","","",""
"212","","","数分後。右足の親指の爪だけ、淡いピンク色に染まった。","","",""
"213","ツカサ","","親指だけでよかったの？","","",""
"214","アイラ","","他の指は、難しそうだったので","","",""
"215","","","どうやら妥協したらしい。","","",""
"216","","","だけど親指だけでも十分だった。","","",""
"217","ツカサ","","どう思う？","","",""
"218","アイラ","","ツカサちゃん、かわいい","","",""
"219","ツカサ","","ちゃ、ちゃん……？","","",""
"220","アイラ","","ふふっ","","",""
"221","","","まあ、男の足にピンクのマニキュアは不釣り合いだよね。","","",""
"222","ツカサ","","手じゃなくて、よかったよ","","",""
"223","アイラ","","そうだね","","",""
"224","アイラ","","でも、お揃いだよ","","",""
"225","","","アイラは俺の足と自分の手を並べて見比べる。","","",""
"226","ツカサ","","他の人には分からないけどね","","",""
"227","アイラ","","２人だけの秘密だね","","",""
"228","","","アイラは嬉しそうに微笑んだ。","","",""
"229","","","はじめて挑戦したマニキュア。","","",""
"230","","","それは思わぬ展開になったけど、かえって恋人らしい想い出になった。","","",""
"231","","","こういう時間を過ごせるなら、面倒なマニキュアも悪くない。そう思えた。","","",""
