"번호","이름","닉네임","문장","이름번역","닉네임번역","문장번역"
"63","アイラ","","もしかして、サプライズ？","","",""
"64","","","紙袋を手に取って、アイラは興味津々にその中を覗き込んだ。","","",""
"65","アイラ","","なんだろう？","","",""
"66","ツカサ","","開けてみて","","",""
"67","アイラ","","うん","","",""
"68","","","アイラは中から包みを取り出して、ペリペリと包装を剥していく。","","",""
"69","","","そして、白い衣装が現れた。","","",""
"70","アイラ","","……ウサギ？","","",""
"71","ツカサ","","の着ぐるみ風の衣装","","",""
"72","ツカサ","","前に買い物へ行ったとき、ゆるキャラの着ぐるみが気に入ってたみたいだから","","",""
"73","ツカサ","","それで、アイラでも着られるものはないかなって","","",""
"74","アイラ","","……ありがとう","","",""
"75","","","言葉ではそう言いつつも、アイラは浮かない顔をしていた。","","",""
"76","ツカサ","","あれ？　もしかして、好きじゃなかった？","","",""
"77","アイラ","","ううん、好きだよ。ただ……","","",""
"78","アイラ","","自分で着るのは、ちょっと違うなって。見るのが好きなだけなので","","",""
"79","ツカサ","","そう、なの？","","",""
"80","アイラ","","ツカサの気持ちは嬉しいけど","","",""
"81","ツカサ","","そ、そりゃそっか。あはは……","","",""
"82","","","見るのと着るのは違う。なんでそんな当たり前のことに気付かなかったんだろう。","","",""
"83","","","勘違いしていた自分が恥ずかしくなった。","","",""
"84","アイラ","","でも","","",""
"85","アイラ","","ツカサは着る気満々なんだよね。だったら、私も一緒に着る！","","",""
"86","","","アイラは笑顔でそう言った。","","",""
"87","ツカサ","","一緒に？　え？","","",""
"88","","","ふと目をやると、アイラの手にはウサギとは別の衣装があった。","","",""
"89","ツカサ","","これは……？","","",""
"90","アイラ","","ウサギと、もう一着入ってたよ。男性用サイズだから、こっちはツカサが着るんだよね？","","",""
"91","ツカサ","","……！","","",""
"92","","","エルさん……粋な計らいってやつですか……！\nまさかこんな罠を仕掛けられるなんて！","","",""
"93","アイラ","","あれ？　ツカサが着るんじゃないの？","","",""
"94","ツカサ","","いや、着るよ！　ははは！　着るさ！","","",""
"95","","","そんな気は全然なかったけど、こうなったら自棄だ！","","",""
"96","アイラ","","じゃあ、ツカサはこっち","","",""
"97","","","アイラが差し出したのは、トラを模した衣装だった。","","",""
"98","アイラ","","着てくるから、ツカサも着ててね","","",""
"99","","","脱衣所へと消えるアイラを見送って、早速着替えることにした。","","",""
"100","アイラ","","着てみた","","",""
"101","ツカサ","","俺も。……ちゃんと着られてるのかな？","","",""
"102","","","こういうのを着るのははじめてだから、なんだか不安になる。","","",""
"103","アイラ","","大丈夫だよ。ツカサ、トラになってる","","",""
"104","ツカサ","","よかった。アイラもちゃんとウサギだね","","",""
"105","","","互いに、衣装を着た姿を見つめ合う。","","",""
"106","アイラ","","ふふ","","",""
"107","ツカサ","","あはは","","",""
"108","","","アイラにつられて、思わず笑ってしまった。","","",""
"109","","","ふたりきりでこんなことをしているなんて、なんだかシュールだ。","","",""
"110","ツカサ","","俺たち、真面目になにしてるんだろうね","","",""
"111","アイラ","","おかしいね、ふふ","","",""
"112","","","笑えば笑うほど、どんどんおかしくなってきてしまって、しばらくアイラと笑い合った。","","",""
"113","アイラ","","これ、着たのはいいけど、どうしよう？　この格好のまま、なにかする？","","",""
"114","部屋でのんびりする","散歩に出かける","","","dummy","dummy"
"115","ツカサ","","部屋でのんびりしよう","","",""
"116","アイラ","","分かった。じゃあ、ハーブティー淹れるね","","",""
"117","アイラ","","トラに合うハーブ、なにかあるかな","","",""
"118","ツカサ","","ト、トラに合うハーブ？","","",""
"119","","","そんなものがあるのかと驚くと、アイラは笑いながら首を振った。","","",""
"120","アイラ","","なんとなくそう思っただけ。ツカサがトラの格好だったので","","",""
"121","アイラ","","いつものお茶で大丈夫？　ツカサが好きなマジョラムティー","","",""
"122","ツカサ","","うん、それでお願い。俺にも手伝えることあったら、なんでも言ってね","","",""
"123","アイラ","","ううん。ツカサは座って待ってて","","",""
"124","","","アイラは妙に楽しげにキッチンに立って、お茶の準備をはじめた。","","",""
"125","","","もしかしたら、ふたりで衣装を着ているうちに気分がよくなったのかもしれない。","","",""
"126","","","最初はどうなることかと思ったけど、エルさんとアイラの機転のおかげで楽しい一日になりそうだ。","","",""
"127","","","それから俺は、アイラとハーブティーを飲みながらのんびりと、でも充実した時間を過ごした。","","",""
"128","ツカサ","","ちょっと散歩に出かけてみる？","","",""
"129","アイラ","","で、出かけるの！？","","",""
"130","","","アイラはたじろいだ。","","",""
"131","アイラ","","この格好だと恥ずかしいかな……","","",""
"132","アイラ","","ツカサの前だけならいいけど、外だといっぱい人がいるから","","",""
"133","ツカサ","","そ、そっか","","",""
"134","","","楽しくなってきて、少し調子に乗ってしまった。","","",""
"135","ツカサ","","じゃあ、ふたりでゆっくりしてようか","","",""
"136","アイラ","","うん、そうしたい","","",""
"137","","","動物の格好のまま、俺たちは部屋で時間を過ごした。","","",""
"138","","","しばらくして。","","",""
"139","ツカサ","","がるる～","","",""
"140","アイラ","","ちゅーちゅー","","",""
"141","ツカサ","","それ、ウサギじゃなくてネズミだよ？","","",""
"142","アイラ","","きゅー？","","",""
"143","ツカサ","","がお～","","",""
"144","","","……そんな感じでくつろいでいたら。","","",""
"145","","","部屋のインターホンが鳴り響いた。","","",""
"146","アイラ","","わっ、誰か来た","","",""
"147","アイラ","","ど、どうしよう……","","",""
"148","","","俺が急いでトラを脱いで、対応するしか――。","","",""
"149","","","ふたりして慌てていたら、ドアの向こうから声がした。","","",""
"150","エル","","ツカサっち！　アイラっち！　遊びに来ましたよ～！","","",""
"151","アイラ","","……エル？","","",""
"152","","","首を傾げるアイラを見て、エルさんが来ると伝えていないことを思い出した。","","",""
"153","ツカサ","","ごめん、言い忘れてた。エルさんにこの衣装の話をしたら、少し見に来たいって言われてたんだ","","",""
"154","アイラ","","そうだったんだ。……私、開けてくるね","","",""
"155","","","エルさん相手なら問題ないと判断して、アイラはなんの躊躇いもなく部屋のドアを開けた。","","",""
"156","エル","","ア、アイラっち自らお出迎え……！　しかもウサちゃん！　か、かわい過ぎます～！","","",""
"157","","","入ってすぐアイラと対面したエルさんは、だらしない笑みを浮かべた。","","",""
"158","エル","","純真なアイラっちには白いウサギがよく似合いますね、えへ、へへへ","","",""
"159","アイラ","","あ、ありがとう……","","",""
"160","エル","","ウサギのマネとかしないんですか！　『アイラだぴょん』とか言って、飛び跳ねてみたり","","",""
"161","アイラ","","ウサギはピョンなんて言わないよ","","",""
"162","エル","","そうなんですけど！　そこはファンタジーと言いますか、万人の夢と言いますか！","","",""
"163","アイラ","","……アイラだぴょん","","",""
"164","エル","","むっは！　いただきましたぁ～！","","",""
"165","","","興奮しすぎですよ……。\n鼻血とか吹き出さないといいけど。","","",""
"166","ツカサ","","だ、大丈夫ですか？　少し落ち着いた方が……","","",""
"167","エル","","おや？　おやおや？　ツカサっちも着てるんですか","","",""
"168","エル","","恋人同士、仲睦まじいですね～","","",""
"169","ツカサ","","その、おかげさまで","","",""
"170","エル","","ちょっとふたりで並んでみてくださいよ。アニマルカップルっぷりを堪能させてください！","","",""
"171","ツカサ","","え？　あ、はい……","","",""
"172","","","アニマルカップルってなんだろう。","","",""
"173","","","疑問に思いながらも、エルさんへのお礼も込めてアイラとふたりで並んで立ってみた。","","",""
"174","エル","","おおっ！　いいですね、いい感じですよ！　ツカサっちとアイラっちのラブラブオーラが伝わってきます～！","","",""
"175","","","エルさんは拍手したり、飛び跳ねたり……とせわしなくリアクションを取った。","","",""
"176","","","と思うと、急に静かになる。","","",""
"177","エル","","ふぅ……。ナイスな構図をいただきました","","",""
"178","エル","","用事は以上なので、私はこれで失礼しますね","","",""
"179","","","唐突にそう告げると、エルさんはあっさり部屋から出ていってしまった。","","",""
"180","アイラ","","行っちゃった……","","",""
"181","ツカサ","","行っちゃったね","","",""
"182","","","かわいい衣装を着たアイラを前にして、エルさんがこうもあっさり退散するなんて。","","",""
"183","","","胸の中に違和感が残った。","","",""
"184","","","しかし、それはすぐに解消されることになる。","","",""
"185","","","俺の携帯電話がブルルと震えた。","","",""
"186","ツカサ","","メールだ","","",""
"187","","","１件受信。送信者はエルさんだった。","","",""
"188","","","早速、開いてみると――。","","",""
"189","ツカサ","","こ、これは……！","","",""
"190","","","衣装を着た、俺とアイラのツーショット写真が添付されていた。","","",""
"191","アイラ","","どうしたの？","","",""
"192","ツカサ","","エルさんから写真が送られてきて……","","",""
"193","","","アイラに見せると、びくっと肩を震わせた。","","",""
"194","アイラ","","と、撮ってたの？　全然気付かなかった","","",""
"195","ツカサ","","俺も……","","",""
"196","","","タイミングとしては、せわしなくリアクションをしていたときだと思うけど。","","",""
"197","","","どうやらエルさんは、誰にも気付かれることなく撮影する技術を持ってるみたいだ。","","",""
"198","","","動揺しながらメールを読み進めると、本文にはこう書かれていた。","","",""
"199","エル","","前回ウエイトレスの写真を撮り忘れてものすごく落ち込んだので、今回は撮影しました！","","",""
"200","エル","","アイラっちの自然なかわいさがほしかったので、秘密の技法でごにょごにょと……","","",""
"201","エル","","これでかわいいアイラっちを毎日堪能できます！　うふふ！","","",""
"202","アイラ","","ど、どうしよう、他の人に見られたら……","","",""
"203","","","アイラは恥ずかしさで顔を赤く染める。","","",""
"204","ツカサ","","エルさんに頼んでおくよ！","","",""
"205","","","慌ててメールを送り返す。","","",""
"206","","","この写真は個人的に楽しむだけで、他の人には絶対見せないでくださいと。","","",""
"207","ツカサ","","はぁ、油断も隙もないな……","","",""
"208","","","今日優しかったのは、こういうことだったのかな。","","",""
"209","","","エルさんには感謝しつつも、言動はしっかり注意しよう。","","",""
"210","","","俺はそう肝に銘じた。","","",""
