"번호","이름","닉네임","문장","이름번역","닉네임번역","문장번역"
"50","アイラ","","じゃあ、私たち似てるね？","","",""
"51","ツカサ","","うん、似てる。だから恋人になれたのかな？","","",""
"52","アイラ","","クセっ毛のおかげで？","","",""
"53","","","アイラはクスクス笑った。","","",""
"54","アイラ","","そんなこと、あるのかな","","",""
"55","ツカサ","","あるかもしれないよ","","",""
"56","アイラ","","ツカサが言うなら、あるかも","","",""
"57","","","この話がツボにはまったみたいで、アイラはしばらく笑っていた。","","",""
"58","ツカサ","","……あのさ、髪って、少しブラッシングしただけだとクセが出ちゃうけど、徹底的にやったらキレイに整うんじゃないかな","","",""
"59","ツカサ","","美容室だとそうしてると思うし。強過ぎるクセになると、さすがにパーマかけなくちゃいけないけど","","",""
"60","アイラ","","……キレイになるかな？","","",""
"61","ツカサ","","なると思う。試してもいい？","","",""
"62","","","提案すると、アイラは少し驚いていた。","","",""
"63","アイラ","","ツカサがやるの？","","",""
"64","ツカサ","","自分でやるより、誰かにやってもらった方が楽でしょ？","","",""
"65","","","俺はアイラに奪われていたブラシを取り返して、ダイニングテーブルを指差した。","","",""
"66","ツカサ","","あっちでやろう。アイラは椅子に座って","","",""
"67","アイラ","","分かった","","",""
"68","","","アイラはダイニングの丸椅子に腰かけて、俺はその後ろに立った。","","",""
"69","","","座っているアイラの後ろ姿をこうしてじっと眺めるのは、はじめてかもしれない。","","",""
"70","ツカサ","","じゃあ、まずは髪をほどいてもらって","","",""
"71","","","結んでいるゴムを外してもらった。","","",""
"72","","","それから、ブラシを当てる。","","",""
"73","","","アイラの銀色の髪を、つむじから下へとかしていく。","","",""
"74","ツカサ","","結構、難しいな……","","",""
"75","","","アイラの髪は長いから首、背中、腰の方までブラシを動かす必要があって、これがなかなかスムーズにいかない。","","",""
"76","","","頭の辺りをとかすのは簡単だけど、首は服の襟が引っかかるし、背中も洋服まで一緒にとかしてしまっている気がする。","","",""
"77","アイラ","","ツカサ、大丈夫？","","",""
"78","ツカサ","","首とか背中の辺りがうまくいかなくて……","","",""
"79","アイラ","","髪、持ちながらやってみて","","",""
"80","ツカサ","","髪を持つ？","","",""
"81","","","首を傾げると、アイラは自分の前の方の髪を持って、実践してくれる。","","",""
"82","アイラ","","手に収まるくらいの量を持って、この持ち上げているところをブラシでとかすの","","",""
"83","アイラ","","……分かる？","","",""
"84","ツカサ","","あ、ああ！　分かった","","",""
"85","ツカサ","","そういうの、映画とかで観たことある","","",""
"86","","","お姫様が侍女に身支度を整えてもらっているシーンとか、そういう感じだった。","","",""
"87","","","俺はアイラの髪をすくって、その部分にブラシを通す。","","",""
"88","","","今度はスムーズにとかすことができた。","","",""
"89","ツカサ","","あ、できたできた","","",""
"90","アイラ","","よかった","","",""
"91","","","こういうアドバイスをもらうと、アイラの女の子らしさが垣間見えて嬉しくなる。","","",""
"92","","","安心したのか、アイラは俺に髪を任せて、自分はふらふらと足を揺らして遊んでいる。","","",""
"93","ツカサ","","そういえばさ","","",""
"94","","","髪をとかしながら、ふと思った。","","",""
"95","ツカサ","","ギフティアって、髪伸びるの？","","",""
"96","","","聞くと、アイラは首を振って――。","","",""
"97","ツカサ","","アイラ、動かない","","",""
"98","アイラ","","あ、ごめん","","",""
"99","","","アイラは首を振るのをやめて、じっとした。","","",""
"100","アイラ","","髪は伸びない。もし髪型を変えたいときは、ＳＡＩ社にいる専門家に植毛してもらったりするの","","",""
"101","アイラ","","あとは、エクステを付けるとかカツラを使うとか","","",""
"102","ツカサ","","そっか。髪型を変えるのも一苦労なんだね","","",""
"103","アイラ","","うん。人よりお金がかかっちゃう","","",""
"104","アイラ","","私はクセっ毛のおかげで髪にこだわりがなくなったから、お財布的にはよかった","","",""
"105","","","そういうアイラは誇らしげだった。","","",""
"106","アイラ","","そもそも、ギフティアが髪型を変えるのは、ほとんどが所有者にリクエストされてだけど","","",""
"107","アイラ","","お金も、所有者に出してもらうことが多いはず","","",""
"108","ツカサ","","そっか","","",""
"109","","","どのギフティアも、基本的にはそんなに髪型にはこだわりがないのかもしれない。","","",""
"110","ツカサ","","……髪が伸びないってことは、抜けることもないってことだよね？","","",""
"111","アイラ","","抜けないよ。伸びないのに抜けてたら、なくなっちゃう","","",""
"112","ツカサ","","ちょっと羨ましいな","","",""
"113","アイラ","","髪が抜けないこと？","","",""
"114","ツカサ","","聞いた話だと、人って１日に１００本くらい抜けてるらしいんだ","","",""
"115","アイラ","","ひ、ひゃく！？","","",""
"116","","","アイラはビクッと震えた。","","",""
"117","アイラ","","そ、そんなに抜けちゃうの？","","",""
"118","ツカサ","","まあね。でも、そのぶん伸びてくるから","","",""
"119","アイラ","","……ツカサも、オヤジさんみたいになっちゃう？","","",""
"120","ツカサ","","い、今のところは大丈夫だと思うけど","","",""
"121","ツカサ","","もし、俺がオヤジさんみたいになったら、どうする？","","",""
"122","アイラ","","それは……","","",""
"123","","","アイラは戸惑った様子で、ちらりとこっちに目を向けた。","","",""
"124","アイラ","","あんまり想像したくない","","",""
"125","ツカサ","","……あはは。だよね","","",""
"126","","","俺も想像したくない。","","",""
"127","","","アイラは再び前を向いて、髪を俺にゆだねた。","","",""
"128","","","俺も話ばかりしてないで、アイラの髪をとかすことに集中する。","","",""
"129","","","まずは後頭部の辺りをとかして、徐々に側面へ移っていく……。","","",""
"130","アイラ","","く、くすぐったい","","",""
"131","ツカサ","","えっ、どこがくすぐったい？","","",""
"132","アイラ","","耳の辺り","","",""
"133","ツカサ","","ごめん！","","",""
"134","","","確かに、今ブラシは耳の近くにある。","","",""
"135","","","俺はさっとブラシをアイラの髪から離した。","","",""
"136","アイラ","","自分で触ってもなんでもないけど、誰かに触られたりするとくすぐったくなるよね","","",""
"137","アイラ","","なんか、面白い","","",""
"138","ツカサ","","確かに、不思議だよね","","",""
"139","ツカサ","","……次、前髪とかしてもいい？","","",""
"140","アイラ","","うん","","",""
"141","","","アイラはくるっと身体を回して、俺の方を向いてくれた。","","",""
"142","","","俺は少し腰を落として、アイラの前髪を丁寧にとかしていく。","","",""
"143","アイラ","","…………","","",""
"144","ツカサ","","…………","","",""
"145","","","何度もアイラと目が合う。","","",""
"146","","","それが照れくさかった。","","",""
"147","アイラ","","……キレイになってる？","","",""
"148","ツカサ","","うん、今のところ跳ねたりしてないよ","","",""
"149","ツカサ","","全部とかし終わったら、髪結んでいい？","","",""
"150","アイラ","","ちゃんとできる？","","",""
"151","","","アイラに怪訝な顔をされた。","","",""
"152","やってみたいと言う","絶対に大丈夫だと言う","","","dummy","dummy"
"153","ツカサ","","できるっていうより、やってみたいんだ。自分じゃ、そういうことできないし","","",""
"154","","","俺は短い自分の髪を指差した。","","",""
"155","アイラ","","じゃあ、特別に許可してあげる","","",""
"156","","","と、アイラはえへんと胸を張った。","","",""
"157","ツカサ","","ありがとうございます、お姫様","","",""
"158","","","そう返すと、アイラはクスクス笑った。","","",""
"159","ツカサ","","絶対に大丈夫だよ。任せて","","",""
"160","アイラ","","ツカサがそう言うなら……","","",""
"161","","","アイラは少し不安げだったけど、許してくれた。","","",""
"162","","","前髪をとかし終えた俺は、まだやっていなかった他のところも丁寧にブラシをかけた。","","",""
"163","ツカサ","","……こんなところかな","","",""
"164","","","手を止めて成果を確認する。アイラの白い髪はいつも以上にツヤツヤになっていた。","","",""
"165","","","となれば、今度は髪を結わえる番だ。","","",""
"166","","","俺は洗面所から髪ゴムを取ってきた。","","",""
"167","ツカサ","","よし、じゃあ……","","",""
"168","","","普段のアイラは、後ろの方で結ぶツインテール。","","",""
"169","","","でも、せっかくだから、他の結び方を試してみることにした。","","",""
"170","アイラ","","わっ、なにしてるの？","","",""
"171","ツカサ","","ポニーテールとか似合うかなと思って試してる","","",""
"172","アイラ","","そ、そうなんだ……","","",""
"173","","","後ろで髪をひとつに束ねるだけなので、ポニーテールはあっという間に完成した。","","",""
"174","ツカサ","","うん、似合ってる","","",""
"175","","","それからポニーテールをくるくる巻いて、団子にしてみた。","","",""
"176","ツカサ","","これもいいね","","",""
"177","","","一旦、団子を崩して、髪ゴムも外し、今度は三つ編みに挑戦することにした。","","",""
"178","ツカサ","","ええと、確か……","","",""
"179","","","髪を三束に分けて、それを編んでいく。","","",""
"180","","","少しでも気が緩むと形がいびつになってしまい、なかなか難しい。","","",""
"181","アイラ","","ツカサ、まだ終わらない？","","",""
"182","ツカサ","","もう少しだけ待って","","",""
"183","","","なんとなくアイラの機嫌が斜めになってきている気がして、三つ編みで最後にすることにした。","","",""
"184","","","慎重に、確実に、編んでいく。","","",""
"185","ツカサ","","ふぅ","","",""
"186","","","左右にひとつずつ、三つ編みができた。","","",""
"187","ツカサ","","よし、満足した","","",""
"188","","","最後にアイラのいつもの髪型を作っていく。","","",""
"189","ツカサ","","……お待たせ、アイラ","","",""
"190","","","普段のアイラが完成した。","","",""
"191","","","アイラは手を伸ばして、ツインテールの位置を確認する。","","",""
"192","アイラ","","うん、大丈夫そう","","",""
"193","アイラ","","髪も、ツカサが言った通り、キレイになった","","",""
"194","","","アイラはツヤツヤになった髪を撫でて微笑んだ。","","",""
"195","アイラ","","ありがとう、ツカサ","","",""
"196","ツカサ","","気に入ってもらえてよかったよ","","",""
"197","アイラ","","次はツカサの番だね","","",""
"198","ツカサ","","……え？","","",""
"199","","","アイラは椅子から立ち上がって、そこに座るよう手招いた。","","",""
"200","ツカサ","","俺はいいよ。髪をキレイにする必要ないし","","",""
"201","アイラ","","ダ～メ","","",""
"202","アイラ","","ツカサばっかり楽しんで、ズルイ。私も髪とかしたい","","",""
"203","ツカサ","","参ったなぁ","","",""
"204","","","確かに、アイラの髪をとかして楽しかったのは事実だし、俺だけやるっていうのも不平等だ。","","",""
"205","","","俺はアイラが座っていた椅子に腰かけた。","","",""
"206","アイラ","","じゃあ、始めるね","","",""
"207","","","そして、それから何時間もアイラに髪をもて遊ばれることになった。","","",""
