"번호","이름","닉네임","문장","이름번역","닉네임번역","문장번역"
"38","アイラ","","そ、それって、服を脱がされたりするの！？","","",""
"39","ツカサ","","服は脱がないよ","","",""
"40","アイラ","","だったら……？","","",""
"41","ツカサ","","姿勢、だね。四つん這いになったり、大股開きになったりすることもあるかもしれない……！","","",""
"42","アイラ","","四つん這い……！　大股開き……！","","",""
"43","ツカサ","","それでもやる？","","",""
"44","アイラ","","やる","","",""
"45","","","や、やるんだ……。","","",""
"46","アイラ","","ツカサ、そうやって脅せば私が恥ずかしがってやめると思ったでしょ？","","",""
"47","アイラ","","でも、私とツカサで勝負するなら、ツカサだってそういう恥ずかしい格好をするかもしれないんだよ？","","",""
"48","ツカサ","","そうだけど、俺が勝つのは間違いないと思うなあ","","",""
"49","アイラ","","どうして？","","",""
"50","ツカサ","","このゲームは、手足が長い方が有利なんだ","","",""
"51","ツカサ","","アイラは小柄でしょ。どうしても体格的に不利だよ","","",""
"52","アイラ","","…………","","",""
"53","アイラ","","やる","","",""
"54","","","あ、ムキになっちゃってる。","","",""
"55","","","アイラって負けず嫌いだからなあ。","","",""
"56","","","まあ、別に俺たちふたりだけでこのゲームをやるなら、どれだけあられもない格好をしたってそれほど問題はないんだけどね。エルさんの盗撮の可能性にさえ気を付ければ。","","",""
"57","アイラ","","というわけで、ツカサ、勝負だよ。勝った方が報酬として、相手からなにかもらえるっていうルールね","","",""
"58","ツカサ","","え、そうなの？　なにかって？","","",""
"59","アイラ","","…………","","",""
"60","","","アイラは少し考えて。","","",""
"61","アイラ","","あ、腕枕","","",""
"62","ツカサ","","へ？","","",""
"63","アイラ","","勝った方が、負けた方に、腕枕してもらえるの","","",""
"64","","","それ、勝っても負けてもあんまり変わらない気がするけど。","","",""
"65","ツカサ","","よし、分かった。じゃあ、腕枕をかけて勝負だ","","",""
"66","","","端末からオンラインに繋いで、司会進行役のＡＩを起動させた。このゲーム専用にあらかじめチューニングされたＡＩで、それにアクセスするだけで司会進行をしてくれるんだ。","","",""
"67","","","俺とアイラは、マットの上に立った。","","",""
"68","","","最初は中央に並んだ青と黄色の丸にそれぞれ足を置き、そこからゲームが開始される。","","",""
"69","","","ジャンケンをして、俺が先攻、アイラが後攻と決まった。","","",""
"70","","","ＡＩからの最初の指示は。","","",""
"71","","","左足を、赤色へと移動させろ、というもの。","","",""
"72","ツカサ","","じゃあ、俺からいくね。よっと","","",""
"73","","","青に置いていた足を赤へと動かす。それによって、足を大きく開くことなる。","","",""
"74","アイラ","","なるほど……","","",""
"75","","","アイラはしきりにうなずき、ルールを飲み込んでいるみたいだ。","","",""
"76","","","ＡＩからアイラへの指示が飛ぶ。\n右手を緑に置け、というものだった。","","",""
"77","","","アイラはその場にしゃがみ込み、右手を緑の丸に置いた。","","",""
"78","アイラ","","こういうことだよね？","","",""
"79","ツカサ","","そうそう","","",""
"80","","","アイラはまだ涼しい顔をしている。\nでも、いつまでその表情が保てるかな？","","",""
"81","","","アイラと俺は、交互に出されるＡＩの指示に従って、次々と手足の位置を入れ替えていった。","","",""
"82","","","その結果。","","",""
"83","","","アイラは四つん這いのような姿勢に。俺は寝そべるように大きく右足を突き出すような姿勢になっていた。","","",""
"84","アイラ","","ふっ、うっ……","","",""
"85","ツカサ","","アイラ、大丈夫？","","",""
"86","アイラ","","うん、まだまだ。ツカサは？","","",""
"87","ツカサ","","このくらいで音を上げてたら、このゲームじゃ勝てないよ","","",""
"88","アイラ","","ツカサには負けないので","","",""
"89","ツカサ","","あはは、やる気満々だね","","",""
"90","アイラ","","今ここでツカサのことくすぐったら、勝てるかな","","",""
"91","","","アイラがいたずらっ子のような笑みを浮かべる。","","",""
"92","ツカサ","","そ、それはズルだからね！？","","",""
"93","ツカサ","","っていうか、両手が塞がってるから、くすぐるのも無理でしょ","","",""
"94","アイラ","","私は髪が長いので","","",""
"95","ツカサ","","くしゃみを誘う作戦！？","","",""
"96","","","アイラがわざとらしく首を振ると、長い銀色の髪の毛先がフワフワとなびく。俺はたまらず顔を後ろに反らした。","","",""
"97","ツカサ","","わわ、まずいって","","",""
"98","アイラ","","ふふ、冗談だよ","","",""
"99","","","と、そこでＡＩから新たな指示がきた。","","",""
"100","","","負けないとは言ったものの、これは……。","","",""
"101","ツカサ","","次は左手を……あ……","","",""
"102","アイラ","","どうしたの？　無理そう？","","",""
"103","ツカサ","","そ、そうじゃないんだけど……アイラの身体の下に手を持っていかないといけなくて……","","",""
"104","アイラ","","遠慮しなくてもいいよ。負けるつもりなら、それでもいいけど","","",""
"105","","","アイラは勝つ気だ。","","",""
"106","ツカサ","","それじゃ……遠慮なく","","",""
"107","","","俺はアイラの身体の下に左手を滑りこませた。","","",""
"108","","","アイラの身体に俺の手があたり、少しドキッとする。","","",""
"109","","","このゲームにおいて、あられもない格好をさせられる以外にもうひとつの、大きな特徴。それがこれだ。","","",""
"110","","","気が付くと、プレイヤー同士がどんどん接近してきて、それどころか組んずほぐれつの状態で密着する羽目になるんだ。","","",""
"111","ツカサ","","よし、なんとか届いた","","",""
"112","アイラ","","ツカサ、ちょっと、くすぐったい","","",""
"113","","","確かに俺の二の腕が、アイラの脇腹あたりに触れている。","","",""
"114","ツカサ","","アイラが遠慮しなくていいって言ったんだよ？","","",""
"115","アイラ","","そうだけど……","","",""
"116","","","ＡＩからの指示は途切れずに続く。次はアイラだ。","","",""
"117","アイラ","","えっと……右足を……え？","","",""
"118","","","アイラが倒れずに右足を指定された場所に移動するには、俺の身体をまたがないといけないみたいだ。","","",""
"119","ツカサ","","遠慮しなくてもいいよ？","","",""
"120","アイラ","","むぅ……","","",""
"121","","","アイラは軽く唇を尖らせると、覚悟を決めた様子で俺の身体をまたいだ。","","",""
"122","","","さらに何度か移動を繰り返すうちに、俺とアイラの手足はさらに複雑に交錯し、互いの身体が絡みあうようにして密着していた。","","",""
"123","","","姿勢そのものもかなりキツイ。ぎりぎり踏ん張っているけど、ちょっと油断すればバランスを崩して倒れ込んじゃいそうだ。","","",""
"124","ツカサ","","じゃあ、次は俺の番だね。ちょっと動くよ？","","",""
"125","","","移動すべき色の円をなんとか視界の隅に捉え、そこへ無理矢理に手を伸ばした。","","",""
"126","","","それによって、さらにアイラと密着する形となる。","","",""
"127","アイラ","","……っ","","",""
"128","ツカサ","","え、えっと……俺、リタイアしようか？","","",""
"129","","","アイラは首を左右に振って、大丈夫だと答えてくれた。","","",""
"130","","","それよりも、いかにバランスを崩さないように踏ん張るかで、俺もアイラも必死だった。","","",""
"131","","","アイラは四つん這いになり、両足を大きく広げている。","","",""
"132","","","その上に俺が更に四つん這いになり、乗っかっている形だった。","","",""
"133","","","なかなか恥ずかしい格好だけど、ドキドキする余裕はない。\nちょっとでも油断すると、手や足を滑らせて倒れちゃいそうだ。","","",""
"134","","","強く踏ん張っているせいか、さっきから俺は肘がプルプルと震えていた。","","",""
"135","ツカサ","","ううっ……！","","",""
"136","","","正直、腕の力がそろそろ尽きそうだ。","","",""
"137","","","そこにＡＩからアイラに新たな指示が来る。","","",""
"138","アイラ","","あ、そこなら！","","",""
"139","","","アイラが身体を動かすと、身体の間に少し余裕ができ、俺も楽になった。","","",""
"140","ツカサ","","ふぅ……","","",""
"141","","","これでまだ戦える。","","",""
"142","アイラ","","今のツカサ、すごく頑張ったね","","",""
"143","","","俺を見上げて、アイラがクスリと笑う。アイラの方も少し余裕が出たらしい。","","",""
"144","アイラ","","あれだけ無理な体勢だったのに、耐えちゃうなんて","","",""
"145","ツカサ","","これでも一応、男の子だからね","","",""
"146","アイラ","","男らしかった！","","",""
"147","ツカサ","","そう言ってもらえると嬉しいよ","","",""
"148","","","ちょっと鼻が高くなる。","","",""
"149","","","と、そこへＡＩから俺へと新たな指示が入った。","","",""
"150","","","その指示はかなり無茶なもので。","","",""
"151","ツカサ","","こ、これは……まずいぞ……！","","",""
"152","","","その指示に従うとなると、ちょうどアイラの股の間に手を挿し込むことになる。っていうか、姿勢としてはアイラの股間あたりに俺の顔が行く。","","",""
"153","ツカサ","","……ど、どうしよう」","","",""
"154","アイラ","","ツカサ、早く！","","",""
"155","","","アイラは、俺の移動による結果がどうなるのか、まだ分かっていない。だから急かしてくる。","","",""
"156","ツカサ","","そ、それじゃあ……","","",""
"157","","","俺はなんとか体勢を変えつつ、アイラの両足の間に手を伸ばした。","","",""
"158","アイラ","","ツ、ツカサ……！？","","",""
"159","","","アイラはようやく状況に気付いたらしい。\nみるみる顔を赤くする。","","",""
"160","","","それでも構わず、俺は指示された色の円に手を置いた。","","",""
"161","","","目の前に、アイラのお尻があった。","","",""
"162","","","楽な体勢を取ろうとすると、そのお尻に顔を押し付ける形になっちゃうけど、それはさすがにまずいので、必死であらぬ方を向いて、密着しないように踏ん張る。","","",""
"163","","","これは……あと数分もこの姿勢を保てないかもしれない……！","","",""
"164","","","と、ＡＩが次にアイラへと指示を出す。","","",""
"165","アイラ","","ツカサ……","","",""
"166","ツカサ","","ど、どうしたの？","","",""
"167","アイラ","","倒れちゃいそう……","","",""
"168","","","アイラの身体が、俺の方へと寄りかかってきた。\nある意味、俺がアイラを支えている状態だ。","","",""
"169","","","その体重を支えきれず、俺もぐらついてしまう。","","",""
"170","ツカサ","","うぅっ、踏ん張れない……！","","",""
"171","アイラ","","ごめん、ツカサ……！　きゃっ！","","",""
"172","","","ついにアイラが力尽き、その全体重が俺にのしかかってきた。","","",""
"173","ツカサ","","うわわっ","","",""
"174","アイラ","","ひゃっ！","","",""
"175","","","ふたりしてバランスを崩し、その場に倒れ込んだ。","","",""
"176","","","なんとか仰向けになって、一息吐く。\nと、上にいるアイラが、俺の胸に頭を乗せてきた。","","",""
"177","アイラ","","ぷっ、あははは……！","","",""
"178","ツカサ","","どうしたの？","","",""
"179","アイラ","","楽しかった！","","",""
"180","ツカサ","","そう？","","",""
"181","アイラ","","うん。これなら、何度もやりたい！","","",""
"182","ツカサ","","そっか。さすがに俺は腕や足がパンパンで……ちょっと休憩しないと無理かも……","","",""
"183","アイラ","","勝負は、ツカサの負けだからね？","","",""
"184","ツカサ","","え、先に倒れたのはアイラじゃなかった？","","",""
"185","アイラ","","手の平と足の裏以外の場所が先に床についた方が負けだよ？","","",""
"186","ツカサ","","あ……","","",""
"187","","","アイラは俺の身体の上に倒れ込むような形になったんだっけ。アイラ自身の身体は床についてない、っていうことになる。","","",""
"188","ツカサ","","本当だね、俺の負けだ","","",""
"189","アイラ","","修行が足りないね","","",""
"190","ツカサ","","お見それしました","","",""
"191","ツカサ","","じゃあ、ご褒美に腕枕","","",""
"192","アイラ","","うん……、あ、でも、始める前は腕枕って言ったけど","","",""
"193","","","アイラは俺の胸の上に寝そべったまま、気持ちよさそうに目を閉じた。","","",""
"194","アイラ","","やっぱり、これでいい","","",""
"195","","","これって、つまり、この姿勢っていうこと？","","",""
"196","アイラ","","…………","","",""
"197","","","アイラの体温が、俺の胸に伝わってくる。","","",""
"198","","","密着していても、恥ずかしくなんかない。\n俺たちは、恋人同士なんだから。","","",""
"199","ツカサ","","そっか。それなら、アイラがいいって言うまで、このままでいるね","","",""
"200","アイラ","","うん……","","",""
"201","","","俺はアイラの肩に手を添えて、そっと抱き寄せる。","","",""
"202","","","ゲームをした後のかすかな疲労感を覚えながら寝そべっていると、このまま眠っちゃいそうだった。","","",""
"203","","","その後、すっかりやる気になったアイラとゲームの第２ラウンド、第３ラウンドと対戦させられた俺は、次の日、筋肉痛になった。","","",""
