"번호","이름","닉네임","문장","이름번역","닉네임번역","문장번역"
"47","アイラ","","うん！","","",""
"48","","","アイラは嬉しそうに微笑んだ。","","",""
"49","ツカサ","","……ちなみに、この部屋に裁縫道具ってあったっけ？","","",""
"50","","","ふと、そんな疑問が頭に浮かんだ。思えば、一度も目にした記憶がない。","","",""
"51","アイラ","","接着剤ならあるよ","","",""
"52","ツカサ","","せ、接着剤？","","",""
"53","ツカサ","","あ、あはは……。接着剤じゃ、ボタンは付けられないよ","","",""
"54","アイラ","","そうなの？","","",""
"55","ツカサ","","そうだよ！","","",""
"56","ツカサ","","もしかして、接着剤で付けるものだと思ってた？","","",""
"57","ツカサ","","それだとたぶん、洗濯するたびに付け直すことになっちゃうけど","","",""
"58","アイラ","","…………","","",""
"59","ツカサ","","…………","","",""
"60","アイラ","","べ、別に接着剤を使いたいってわけじゃなくて、えと、裁縫セットがないので代用品を提案しただけなので……ので！","","",""
"61","ツカサ","","あはは。じゃあ、素直にミチルに借りてこよう","","",""
"62","","","俺はアイラと一緒に、隣の部屋へと向かった。","","",""
"63","","","裁縫セットは、無事にミチルから借りることができた。","","",""
"64","","","制服を乾燥機で乾かした後で、アイラはボタン付けに取りかかる。","","",""
"65","アイラ","","こうして、と","","",""
"66","","","アイラは作業しやすいよう、服をダイニングテーブルに広げて、自分は椅子に腰かける。","","",""
"67","","","そして借りてきた裁縫道具の中から、針と糸を手に取った。","","",""
"68","アイラ","","ん……","","",""
"69","","","針穴に糸を通そうと、アイラは目を細めた。","","",""
"70","","","そして。","","",""
"71","アイラ","","えいっ","","",""
"72","","","糸は大きく空振った。","","",""
"73","アイラ","","あ、あれ……。もう一回","","",""
"74","","","アイラは大きく息を吸って、再び目を細めた。","","",""
"75","アイラ","","えいっ！","","",""
"76","","","……また、糸は通らなかった。","","",""
"77","アイラ","","ん～～～？","","",""
"78","","","アイラ、目つきがすごく悪くなってるよ……。","","",""
"79","ツカサ","","大丈夫？　糸、全然通りそうにないみたいだけど","","",""
"80","","","アイラってちょっと視力が悪くなってたはず。","","",""
"81","ツカサ","","俺がやろうか？","","",""
"82","アイラ","","…………","","",""
"83","","","アイラは首を横に振って、再び糸を通すのに挑戦したものの……やっぱりまったく成功する気配はなかった。","","",""
"84","アイラ","","……ツカサ、助けて","","",""
"85","ツカサ","","あはは。そうそう、役割分担だよ","","",""
"86","","","といっても、俺もそんなに得意なわけじゃないんだけど。","","",""
"87","","","俺はアイラから針と糸を受け取ると、神経を集中させた。","","",""
"88","ツカサ","","慎重に、慎重に……と","","",""
"89","","","ゆっくり針穴に近づけた糸は、少し引っかかりながらも、なんとか一発で通ってくれた。","","",""
"90","ツカサ","","よし！","","",""
"91","アイラ","","すごい！　一発必中だね！","","",""
"92","","","アイラは自分が成功したみたいに喜んでくれた。俺としてもアイラの前でいい格好ができて、ちょっと鼻が高い。","","",""
"93","アイラ","","……よし","","",""
"94","","","今度こそと気合いを入れて、アイラは取れたボタンを手にした。","","",""
"95","アイラ","","ここに置いて、針を刺して――","","",""
"96","ツカサ","","あ、待って！","","",""
"97","アイラ","","……え？","","",""
"98","","","アイラは早速ボタンを縫い付けようとしてるけど。","","",""
"99","ツカサ","","玉結びしないとダメだよ","","",""
"100","アイラ","","たまむ……？","","",""
"101","ツカサ","","そのまま糸を通すと、糸がどこにも引っかからなくて抜けちゃうでしょ？　だから、後ろの方を結んでおくんだ","","",""
"102","アイラ","","なるほど！","","",""
"103","","","アイラは大げさに感心している。","","",""
"104","ツカサ","","アイラって、裁縫そのものをまったくやったことないの？","","",""
"105","アイラ","","うん","","",""
"106","ツカサ","","やり方とか全然知らない？","","",""
"107","アイラ","","全然知らない","","",""
"108","ツカサ","","そ、そっか","","",""
"109","","","これはハードルが高そうだ。","","",""
"110","","","とにかく一度、端末で詳細なやり方を調べて、それを参考にしながら進めていくことにしよう。","","",""
"111","","","検索すると、丁寧に図解まで載せてあるページが出てきた。","","",""
"112","ツカサ","","玉結びをした後に、２つ穴ボタンはこうやって付けるんだよ","","",""
"113","アイラ","","分かっ……","","",""
"114","","","ページを見たアイラは言葉を詰まらせた。","","",""
"115","ツカサ","","分かりそう？","","",""
"116","アイラ","","分かる、はず","","",""
"117","","","自分自身に言い聞かせるみたいな言い方でアイラは言うと、まずは玉結びに挑戦した。","","",""
"118","","","糸の後ろの方をねじって、うまく玉を作る。……はずなんだけど。","","",""
"119","アイラ","","む？　むむむ？","","",""
"120","","","ただ糸がねじれるだけで、玉は一向にできあがらない。","","",""
"121","アイラ","","難しい……","","",""
"122","ツカサ","","俺も、はじめてやったときは苦戦したよ","","",""
"123","アイラ","","むむむ……","","",""
"124","","","アイラはなかなか始まらないボタン付けに、ヤキモキしてるみたいだ。","","",""
"125","アイラを見守る","アイラに手を貸す","","","dummy","dummy"
"126","","","でも、むやみに手を貸すのは無粋な気がして、俺はアイラを見守ることにした。","","",""
"127","アイラ","","えと、ねじって、それから……","","",""
"128","","","アイラは俺が端末で表示したページを食い入るように見つめる。","","",""
"129","アイラ","","指に巻いて、指から外して、こう動かして……あ","","",""
"130","アイラ","","……できた","","",""
"131","","","アイラは糸の玉を見て、驚いていた。","","",""
"132","ツカサ","","やったね","","",""
"133","アイラ","","うん","","",""
"134","","","言って、アイラははにかんだ。","","",""
"135","","","自分の力でできたことが嬉しかったみたいだ。","","",""
"136","","","手を貸さないでよかったと、俺は心の中でほっとした。","","",""
"137","ツカサ","","俺がやっちゃうね","","",""
"138","","","アイラがねじっていた糸を指に絡めて、玉を作った。","","",""
"139","","","久しぶりにやったけど、予想以上にうまくいった。","","",""
"140","アイラ","","またツカサがやっちゃった……","","",""
"141","ツカサ","","でも、準備はボタン付けのうちに入らないよ","","",""
"142","アイラ","","そうなの？","","",""
"143","ツカサ","","そうだよ。だから、ここからアイラにバトンタッチ","","",""
"144","","","これ以上は手を出さないでおこうと心に誓って、俺は持っていた糸を手放した。","","",""
"145","アイラ","","今度こそ、ボタン付け","","",""
"146","ツカサ","","だね。頑張って","","",""
"147","アイラ","","任せて","","",""
"148","","","ようやく準備を終えたアイラは意気込んで、ボタン付けに取りかかった。","","",""
"149","アイラ","","表から針を刺して、次は裏から刺してボタンの穴に通して――","","",""
"150","","","説明ページを見ながら、アイラは針を動かしていく。","","",""
"151","","","と、針を生地の裏から突き上げた瞬間、針に押されてボタンが飛び上がった。","","",""
"152","アイラ","","わわわっ！","","",""
"153","","","アイラはボタンをキャッチしようと針と制服を離して、手を空けた。","","",""
"154","","","でも落ちてきたボタンを掴み損ねて、ボタンはテーブルの上を跳ねていく。","","",""
"155","","","そのままテーブルから落ちて、床へ転がった。","","",""
"156","","","座っていたアイラは慌てて立ち上がって、ボタンを追おうと足を踏み出す。","","",""
"157","","","と、最初に手放して床に落ちた制服の上に足を乗せてしまって、滑るようにバランスを崩した。","","",""
"158","ツカサ","","危ない！","","",""
"159","","","嫌な予感がして声をあげたけど、手遅れだった。","","",""
"160","アイラ","","きゃっ！","","",""
"161","","","制服ごとアイラは足を滑らせて、尻もちをついてしまった。","","",""
"162","ツカサ","","大丈夫っ？","","",""
"163","アイラ","","ダメだけど、大丈夫！　それよりボタンは！？","","",""
"164","","","アイラは床に落ちたボタンを求めて視線を動かし――止まった。それは俺の足元だった。","","",""
"165","ツカサ","","あ、俺が拾――","","",""
"166","アイラ","","見つけた！","","",""
"167","","","俺の言葉も聞かず、アイラは尻もちの体勢から無理に飛び込んできた。","","",""
"168","ツカサ","","ちょっ、アイラ！？","","",""
"169","","","アイラが足元に突っ込んできて、避けきれず、思い切り衝突した。","","",""
"170","","","俺はそのままバランスを崩して、アイラに覆いかぶさるように転んでしまった。","","",""
"171","ツカサ","","いてて……","","",""
"172","アイラ","","ご、ご、ごめんなさい！","","",""
"173","ツカサ","","……あはは、大丈夫。今、退くね","","",""
"174","","","俺はゆっくり手足を動かして、アイラの上から立ち上がった。アイラにも手を貸して、立たせてあげる。","","",""
"175","","","立ち上がったアイラの手には、しっかりボタンが握られていた。","","",""
"176","ツカサ","","あ、拾えたんだね、ボタン。大手柄だよ","","",""
"177","アイラ","","うん。でもちょっと、必死すぎちゃった……","","",""
"178","ツカサ","","さあ、今度こそボタン付け頑張って","","",""
"179","アイラ","","頑張るっ！","","",""
"180","ツカサ","","肩の力は適度に抜いてね","","",""
"181","アイラ","","うん、そうする","","",""
"182","","","アイラは深呼吸を何度か繰り返してから床に落ちた制服を拾って、再びダイニングテーブルについた。","","",""
"183","","","ボタンと針を手に、作業を始める。","","",""
"184","アイラ","","ボタンの穴に針を通すところからだよね","","",""
"185","","","アイラはさっきよりも急がず慎重に針を動かしていく。","","",""
"186","","","今度はボタンを飛ばすことなく無事にボタンの穴に糸を通して、ボタンを固定することに成功した。","","",""
"187","アイラ","","で、次は……","","",""
"188","","","手を止めて説明ページを見つめるアイラ。説明を見ながらイメージするように手を動かして、やり方を覚えようとしている。","","",""
"189","アイラ","","ボタンの根元でぐるぐるする。ぐるぐるする……","","",""
"190","","","言いながら、アイラは視線を制服へと戻し、ボタンと生地の間でくるくると針を動かした。","","",""
"191","アイラ","","このくらいかな？　でも、まだぐらぐらしてる","","",""
"192","","","慎重に、ひと巻きするごとにボタンのぐらつきを確認するアイラ。","","",""
"193","","","ボタンがふらふらするのは気に入らないみたいで、気が付けば巻いた糸はボタンの幅とほぼ同じ太さになっていた。","","",""
"194","ツカサ","","そっか～、そうなっちゃうか～","","",""
"195","","","そのくらい巻かないと取れちゃうんじゃないかって不安になるんだろう。俺にも経験があるから、気持ちはよく分かる。","","",""
"196","アイラ","","最後に根元のところで何回か糸を通して……","","",""
"197","アイラ","","……できた！","","",""
"198","","","アイラは目を輝かせながら、制服を高々と持ち上げた。","","",""
"199","ツカサ","","最後、玉結びで止めないと。あと、糸も切ってね","","",""
"200","アイラ","","そ、そうだった！","","",""
"201","","","アイラは慌てて最後の工程に取りかかる。","","",""
"202","","","生地の裏で、針にくるくると糸を巻いての玉結び。そして最後に糸を切った。","","",""
"203","アイラ","","これでいい？","","",""
"204","ツカサ","","うん、バッチリだ","","",""
"205","アイラ","","えへへ","","",""
"206","","","うまくできたことがよほど嬉しかったみたいで、アイラは照れ笑いをした。","","",""
"207","アイラ","","これでツカサも仕事できるね","","",""
"208","ツカサ","","アイラが頑張ってくれたおかげでね。ありがとう","","",""
"209","アイラ","","どういたしまして","","",""
"210","アイラ","","また取れたら私が付けてあげるので","","",""
"211","","","アイラ、嬉しそうだ。","","",""
"212","","","ボタンを１つ付けるのにかなりの時間を要したけど、完成した喜びでその苦労も吹き飛んだんだろう。","","",""
"213","ツカサ","","分かった。そのときはお願いするよ","","",""
"214","","","また大変なことになるかもしれない。だけど、こうしてアイラの笑顔を見れるなら、それでもいいと思った。","","",""
"215","","","ちなみに。","","",""
"216","","","いざ仕事で制服に着替えたとき、巻き過ぎた糸のせいで悪戦苦闘することになるんだけど、それはご愛嬌っていうことで……。","","",""
