"シェリー","","ヤスタカ。あなたにお話があります","","",""
"","","シェリーが書類の束を持って現れた。","","",""
"ヤスタカ","","おう、シェリー！　我がパートナー！","","",""
"","","ヤスタカさんは、大げさな身振りでシェリーにハグしようとする。\nでもシェリーはそれに応じず、書類の束をヤスタカさんに押し付けた。","","",""
"ヤスタカ","","おいおい、もっとスマイルで行こうぜ！　うちの女子はなんだってみんな、そろいもそろって怖い顔してるんだヨ～？","","",""
"シェリー","","あなたがここ数日、仕事を放棄していたせいです。それについてたっぷり説明していただきましょうか","","",""
"ヤスタカ","","いやあ、でも俺、腹減ったからこれからメシを――","","",""
"シェリー","","面白い冗談ですね？","","",""
"","","ヤスタカさんはシェリーさんに襟首を掴まれ、奥の会議室へと引きずられていった。","","",""
"","","あまりに強烈な光景に、俺はただただ呆然とそれを見送るしかなかった。","","",""
"","","この日の仕事は、マックスという回収対象との初顔合わせ。所有者の柳ユタカさんから、回収同意書のサインをもらえば仕事完了だ。","","",""
"","","ニーナの回収の後も、俺とアイラはいくつかの回収案件を担当している。","","",""
"","","そろそろ、自分たちだけで仕事をできるようにならないといけないんだけど……。","","",""
"アイラ","","ヤ、ヤ、柳ユタカ！","","",""
"ユタカ","","……！？","","",""
"アイラ","","ワ、ワレワレは、怪しい者ではないっ！　そこにいるママママックスを、おとなしく引き渡せワレワレに！","","",""
"アイラ","","でないと、ワレワレはターミナルサービスなので――","","",""
"ユタカ","","うわっ、なんなんだ、あんた！　マックス、逃げろ！","","",""
"","","柳ユタカさんは、アイラの奇妙な迫力にすっかり驚いてしまい、マックスを促して工場裏口へと逃げ出した。","","",""
"ツカサ","","アイラ！　恐がらせちゃまずいよ！","","",""
"アイラ","","エラー。よく聞き取れませんでした。もう一度――","","",""
"ツカサ","","とにかく追いかけよう！","","",""
"","","アイラはうなずき、走り出そうとして――足元にあった工具箱につまずいて、ものすごい勢いでひっくり返った。","","",""
"ツカサ","","アイラ！？","","",""
"","","顔面から倒れ込んだけど、大丈夫かな？","","",""
"","","アイラに手を貸して慎重に立たせる。","","",""
"","","と、鼻から血が――血、なのかな？――一筋、垂れてきた。","","",""
"","","慌ててハンカチで拭ってあげている間に、マックスたちの姿は見えなくなってしまっていて。","","",""
"","","その代わりに、工場の従業員の皆さんが、怖い顔をして俺たちを取り囲んでいた。","","",""
"","","結局、その後しばらく待っても、マックスとユタカさんは戻ってきてくれなかった。","","",""
"ミチル","","これで何回目よ！？","","",""
"","","今日のことを報告したら、ミチルの雷が落ちた。","","",""
"ツカサ","","あはは、３回目？　……です","","",""
"ミチル","","私、けっこう楽そうな仕事を回してるわよ？　なのに、もう３回も同意書へのサインを拒否られるなんて！","","",""
"ツカサ","","すみません","","",""
"","","そうなのだ。","","",""
"","","最初の顔合わせの段階から、トラブルばかり起こしてしまっているんだ。","","",""
"","","原因は……アイラだ。回収対象や所有者とのコミュニケーションがなかなかうまく取れずにいる。","","",""
"ミチル","","ちゃんとアイラと信頼関係結べてるなら、こんなことにはならないはずでしょ","","",""
"ツカサ","","……それは","","",""
"ミチル","","はあ、しょせんコネ入社ね。なんの苦労もせずに入ってきただけあるわ。使えないったらありゃしない","","",""
"","","はは……、キツいなあ。\nミチルの言うことは事実だから、反論もできない。","","",""
"アイラ","","ツカサは――","","",""
"ツカサ","","ごめん、次からは気を付けるから","","",""
"ミチル","","…………","","",""
"ミチル","","始末書、ちゃんと書いときなさいよ","","",""
"","","少し頭を冷やそうと、オフィスの裏手にある自販機でジュースを買っていたら、カヅキさんがわざわざ追いかけてきた。","","",""
"カヅキ","","ツカサ、今日、仕事が終わったら暇か？","","",""
"ツカサ","","え？","","",""
"カヅキ","","ヒ・マ・だ・よ・な？","","",""
"ツカサ","","は、はあ……","","",""
"","","なんか……イヤな予感。","","",""
"","","仕事の後、カヅキさんに連れていかれたのはオフィスから歩いていける距離にある、居酒屋さんだった。","","",""
"","","１８歳の俺にとっては、こういう店に入るのははじめてだ。","","",""
"","","カヅキさんはここの常連らしい。","","",""
"カヅキ","","おい、飲んでるかぁ？","","",""
"ツカサ","","俺は未成年ですって、さっきから言ってるじゃないですか","","",""
"カヅキ","","ったく、使えねえな","","",""
"","","カヅキさんは、ワインを一杯飲んだだけで顔を赤くして酔っ払ってしまった。","","",""
"","","さっきからやたらと絡んでくる……。","","",""
"","","会社を出るときに、レンさんから“ツカサくん、ご愁傷様”と言われたんだけど、その意味を早くも理解したよ……。","","",""
"カヅキ","","……で、お前、アイラとちゃんとやれてんのか？","","",""
"ツカサ","","それは……","","",""
"カヅキ","","なに考えてるかよく分からん、ってか？","","",""
"ツカサ","","アイラのこと、教えてもらえませんか？　カヅキさんは以前、アイラと組んでたんですよね？","","",""
"カヅキ","","私が教えたって意味ないさ。本人同士が分かり合わなきゃどうしようもねえんだ","","",""
"ツカサ","","そうなんですけど","","",""
"","","カヅキさんは、ふと真顔になって遠い目をした。","","",""
"カヅキ","","悪いとは思ってるさ。アイラを、お前に押し付けたのはな","","",""
"ツカサ","","え？","","",""
"カヅキ","","お前らにミスが多いのも、だいたいはアイラが原因なんだろ","","",""
"ツカサ","","それは……","","",""
"カヅキ","","分かってるさ","","",""
"カヅキ","","……アイラはああいう子だけど、仲良くしてやってくれよ","","",""
"カヅキ","","って、こんなこと頼むのも、無神経か。ははは","","",""
"アイラと仲良くしたい","早く一人前になりたい","","","dummy","dummy"
"ツカサ","","いえ、俺、アイラともっと仲良くしたいです！","","",""
"カヅキ","","ツカサ……","","",""
"","","と、カヅキさんは神妙な顔になって、俺の目をじっと見つめてきた。","","",""
"カヅキ","","…………","","",""
"カヅキ","","……てめえ、ロリコンか？","","",""
"ツカサ","","ち、違いますっ！　いてててて！","","",""
"","","すごい握力で手を握りしめられた。骨ごと握りつぶされるかと思った。","","",""
"","","カヅキさんは俺の手をすぐに離し、豪快にグラスの中のワインを飲み干す。","","",""
"ツカサ","","俺が早く一人前になれば、ミスも減らせると思うんです","","",""
"ツカサ","","俺に足りないのは、なんでしょうか？","","",""
"カヅキ","","ああん？　そうだな……","","",""
"カヅキ","","図々しさだな","","",""
"カヅキ","","スポッターってのは、視野を広く持って、パートナーのマークスマンにああしろこうしろって指示出すのが仕事なんだよ","","",""
"ツカサ","","でも俺、まだ経験浅いですし。浅いというか、ほぼゼロというか……。そんな俺なんかが勝手に指示するのは……","","",""
"カヅキ","","そういうところだってえの！","","",""
"","","カヅキさんはいきなり俺の手をすごい握力で握りしめた。","","",""
"ツカサ","","いてててて！","","",""
"","","骨ごと握りつぶされそうだ！","","",""
"カヅキ","","お互い気を遣ってたら、どっちも疲弊するだけだ。仲良くするってのは、そういうことじゃねえだろ","","",""
"カヅキ","","……私が言えることじゃ、ねえけどな","","",""
"ツカサ","","ど、どういうことです？","","",""
"カヅキ","","うるせえ。その先は自分で考えろ！","","",""
"ツカサ","","ええ～……","","",""
"","","カヅキさんは俺の手をすぐに離し、豪快にグラスの中のワインを飲み干す。","","",""
"カヅキ","","ふ～。マスター、おかわり！","","",""
"カヅキ","","だいたいなあ、課長や本社はもっと効率的にやれだのどうの言ってるけどよお、ふざけんなって話さ","","",""
"ツカサ","","なんの、話でしょう？","","",""
"カヅキ","","私も１０年近くやってるが、いまだに正解なんて見えやしねえ","","",""
"カヅキ","","どうやって想い出を引き裂くかなんて分かるかよ……。誰にも分かんねえよ……","","",""
"ツカサ","","どうやって……想い出を引き裂くか","","",""
"","","アイラもそんなことを言っていた。\nターミナルサービスは、想い出を引き裂く仕事だって。","","",""
"","","はじめて担当した案件での、チヅさんの寂しそうな顔を思い出す。","","",""
"ツカサ","","…………","","",""
"カヅキ","","聞いてんのか新人！","","",""
"","","物思いにふけっていたら、カヅキさんがヘッドロックをかましてきた。","","",""
"ツカサ","","いてて！　離してっ","","",""
"","","この人、酔っ払うとすごく厄介だ！　誰か助けて！","","",""
"ヤスタカ","","イエ～イ！　カヅキ、飲み過ぎだぜ～？","","",""
"ツカサ","","あ、ヤスタカさん！","","",""
"","","ヤスタカさんはにこやかな顔をしてカヅキさんの隣に座ると、店員さんから受け取った追加の酒をカヅキさんの顔の前で掲げた。","","",""
"","","カヅキさんは俺へのヘッドロックを解いて、吸い寄せられるようにそのグラスを受け取り、一気に飲み干してしまった。","","",""
"ツカサ","","助かりました……","","",""
"ヤスタカ","","ツカサもカヅキの洗礼を浴びちゃったわけね。ご苦労さん","","",""
"ツカサ","","ヤスタカさんもよくこの店には来るんですか？","","",""
"ヤスタカ","","まあね","","",""
"カヅキ","","う～ん……おか……わり……","","",""
"","","と、俺がヤスタカさんと話しているほんのちょっとの間に、カヅキさんがいきなりカウンターに突っ伏してしまった。","","",""
"ツカサ","","うわ、どうしたんです、カヅキさん！？","","",""
"カヅキ","","…………","","",""
"","","完全に酔いつぶれてしまっている。","","",""
"ヤスタカ","","こいつ、何杯飲んだの？","","",""
"ツカサ","","今ので３杯目……ですけど。もしかして弱いんですか？","","",""
"ヤスタカ","","弱い","","",""
"","","それにしたって、３０分ももたなかったんだけど……。","","",""
"ツカサ","","ど、どうします？","","",""
"ヤスタカ","","とりあえず俺が送ってくヨ","","",""
"ヤスタカ","","なに、いつものことサ。ハハハ","","",""
"ヤスタカ","","最近はコンスタンスに任せてるけどネ","","",""
"","","ヤスタカさんはカヅキさんの扱いに慣れてる感じだった。\nそれだけ付き合いが長いんだろう。","","",""
"","","始末書をまだ書き終わっていなかったから、カヅキさんをヤスタカさんに任せた後で、俺はオフィスに戻った。","","",""
"","","ちょうど入れ違いでレンさんが帰ってしまい、オフィスに残っているのは俺だけになった。","","",""
"","","自分の席に座って一息つく。","","",""
"","","なんとなく社員の行動予定表を見てみると、アイラの欄に見慣れない書き込みがあった。","","",""
"","","『ユニットテスティングルーム　１９：００～』","","",""
"ツカサ","","ユニットテスティングルーム……？","","",""
"","","って、なんだっけ？\nそもそも、どこにあるんだっけ？","","",""
"","","普段、アイラたちギフティアのメンテナンスは、本社ビル内にあるメンテナンスルームでやっているんだけど。","","",""
"","","その隣に、ユニットテスティングルームなる部屋はあった。","","",""
"","","軽く調べたところ、ギフティアが個々にデータを計測するためのトレーニング施設らしい。","","",""
"ツカサ","","失礼します……","","",""
"","","恐る恐る部屋に入ってみると、大きなモニタが目に飛び込んできた。","","",""
"","","ダイビング用などに使われそうな、深いプールに潜水しているアイラの様子が映っている。","","",""
"エル","女の子","ん？","","",""
"エル","女の子","おやおや！　もしかして、アイラっちのスポッターの新人くんですね！？","","",""
"ツカサ","","は、はい……。君は？","","",""
"エル","女の子","はじめまして、第１ターミナルサービス専属のエンジニアで、私は海松エル","","",""
"エル","","そしてこちらにいらっしゃるのが、鉄黒ミキジロウ師匠！　ひれ伏すように！","","",""
"","","コンソールの座席には、以前にも一度顔を合わせたことのあるミキジロウさん――みんなは尊敬の念を込めてオヤジさんって呼んでるけど――が座っていた。","","",""
"","","俺はエルさんに自己紹介をしてから、アイラがここでなにをしているのか聞いてみた。","","",""
"ミキジロウ","","データを取ってるところだ","","",""
"ツカサ","","データ？","","",""
"エル","","身体能力の計測ですよ～","","",""
"","","エルさんは、手にタブレット端末を持っていた。そこにも、モニタに表示されているものと同じデータがびっしりと表示されている。","","",""
"","","のぞき込もうとすると、隠された。","","",""
"エル","","乙女の秘密をのぞき見ようなんて、イケナイ人ですね～","","",""
"ツカサ","","あはは……","","",""
"","","と言いつつ、エルさんは端末画面を見せてくれた。","","",""
"","","アイラのここ数年の身体能力平均値データみたいだった。","","",""
"ツカサ","","いつもやってるんですか？","","",""
"エル","","いいえ～。普通は半年に一度やればいいようなものなんです","","",""
"エル","","でもアイラっちは、ツカサっちと組むようになってからは、よく通ってますね","","",""
"ツカサ","","ツ、ツカサっち……？","","",""
"","","初対面なのにいきなりそんな呼ばれ方をされて、少しギョッとしてしまった。","","",""
"エル","","最近は負担が大きくなっててメンテの回数増えてるから、少し休んでほしいんですけど","","",""
"ツカサ","","負担って？","","",""
"エル","","身体への負担です。そりゃ、前はお茶汲みしかしてなかったから、現場に復帰した今とは状況違うのは当然なんですけど","","",""
"ミキジロウ","","エル、口じゃなくて手を動かせ","","",""
"エル","","は、はい師匠！　すいませんでした！","","",""
"","","エルさんは、オヤジさんに注意されて、データの計測作業に戻った。","","",""
"","","俺は改めてモニタに映るアイラを見た。","","",""
"","","ちょうど、プールの最深部にある取っ手に、ロープを結ぼうとしているところだった。","","",""
"","","そのとき、ロープが足にからまってしまって、水中でジタバタと手足をもがき始めた。","","",""
"ツカサ","","あ、あれっ、大丈夫なんですか！？","","",""
"ミキジロウ","","慌てるな。ギフティアは呼吸は必要ない","","",""
"ツカサ","","あ、そっか……","","",""
"","","たまに、こうしてアイラがギフティアであることを意識させられると、不思議な気持ちになる。","","",""
"ツカサ","","見学していってもいいですか？","","",""
"ミキジロウ","","好きにしろ","","",""
"","","アイラが訓練を終わるまで、待つことにした。","","",""
"","","しばらくして、アイラが訓練を終えて戻ってきた。","","",""
"ツカサ","","やあ","","",""
"アイラ","","ツカサ……","","",""
"アイラ","","見てたの？","","",""
"ツカサ","","うん。勝手に見ちゃってゴメンね","","",""
"アイラ","","別にいい。隠していたわけじゃ、ないので","","",""
"","","アイラは、持っていた水筒のカップを掲げて見せた。","","",""
"アイラ","","ツカサも、飲む？","","",""
"ツカサ","","ああ。うん、ありがとう","","",""
"","","カップを受け取って一口飲む。アイラお手製のハーブティーだ。\n外出時にもアイラはこうして水筒にお茶を入れて持ち歩いていた。","","",""
"ツカサ","","エルさんから聞いたよ。最近、ここによく来てるんだってね","","",""
"ツカサ","","どうして急にトレーニングを？","","",""
"アイラ","","…………","","",""
"ツカサ","","もしかして、仕事でのミスを気にしてる？","","",""
"アイラ","","……うん","","",""
"アイラ","","久々に現場に出たら、身体が、思うように動かなかった。今の私は、ツカサの足を引っ張っているので","","",""
"ツカサ","","きっとブランクのせいだよ。すぐに勘を取り戻すさ","","",""
"アイラ","","……でも、それだけじゃない。所有者との交渉のときも","","",""
"ツカサ","","あ～、すぐ固まっちゃうよね。あれはなんで？","","",""
"アイラ","","……き、緊張して","","",""
"ツカサ","","そっか。それだってブランクのせいだって","","",""
"アイラ","","…………","","",""
"","","できるだけ明るく励ましてみたけど、アイラはうなだれたままだ。\n俺みたいな新人の言葉じゃ、なんの説得力もないよな……。","","",""
"アイラ","","なんとか、する","","",""
"ツカサ","","アイラ……","","",""
"アイラ","","あなたのマークスマンとして、これ以上迷惑はかけない。ツカサがもうイヤだって言うなら、コンビ、解散してもらうしかないけど","","",""
"","","アイラにそんなことを言わせてしまった……。\nこれじゃ、どっちが足を引っ張っているんだか分からない。","","",""
"","","こういうとき、パートナーとしてできることはなんだろう。","","",""
"ツカサ","","…………","","",""
"","","俺は、一気にお茶を飲み干すと、カップをアイラに返した。","","",""
"ツカサ","","俺ってさ、けっこうなマニュアル人間なんだ","","",""
"アイラ","","……？","","",""
"ツカサ","","仕事じゃ、マニュアルってやっぱり重要でしょ？　だからここに入ってからも、マニュアルをしっかり読み込んでみたんだけど、かなりいい加減なんだよ","","",""
"ツカサ","","臨機応変に対応、とか。最善の対応をせよ、とか。具体的なことなんてこれっぽっちも書いてない","","",""
"ツカサ","","というわけで俺にできるのは、マニュアルに書いてある通り、臨機応変に対応することだけ","","",""
"アイラ","","臨機、応変？","","",""
"ツカサ","","たとえば、所有者との交渉はアイラじゃなくて俺が担当するのはどうかな","","",""
"アイラ","","でも、スポッターの仕事は――","","",""
"ツカサ","","相棒であるマークスマンを監督すること、でしょ？","","",""
"ツカサ","","それはよく分かってるけど、せっかくコンビを組んでるんだから、助け合ったっていいんじゃないかな？","","",""
"ツカサ","","アイラが勘を取り戻すまでは、俺なんかでも頼ってくれていいから。それで一度、やってみない？","","",""
"アイラ","","…………","","",""
"アイラ","","……分かった","","",""
"ツカサ","","決まり。それじゃ、自分なりにマニュアルを作ってみるよ","","",""
"アイラ","","……ありがとう。私、頑張る、ので","","",""
"ツカサ","","アイラ……","","",""
"","","アイラは少し照れくさそうにそう言うと、トイレに行くと断って部屋から出て行った。","","",""
"","","なんだか、少しだけ距離が縮まったような気がする。","","",""
"ツカサ","","…………","","",""
"ツカサ","","よし……！","","",""
"","","マニュアル作り、頑張ろう！","","",""
"","","結局、昨日は徹夜してしまった。","","",""
"","","まだターミナルサービスでの仕事を完全に理解しているわけじゃないから、自分なりのマニュアルを作るのも簡単にはいかない。","","",""
"","","深夜にひとりで作業をしているうちに、次々と疑問点が出てきて、にっちもさっちもいかなくなった。","","",""
"コンスタンス","","おはようございます","","",""
"","","コンスタンスが出社してきた。いつもはカヅキさんと一緒なのに、今日はひとりだ。","","",""
"コンスタンス","","ツカサ、昨日はカヅキがご迷惑をかけたようですね。大丈夫でしたか？","","",""
"ツカサ","","うん。なんとか。カヅキさんは？","","",""
"コンスタンス","","二日酔いで少し遅れるそうです","","",""
"ツカサ","","そ、そうなんだ……","","",""
"","","たった３杯飲んだだけで……。","","",""
"ツカサ","","あ、そうだ、コンスタンスに仕事のことで質問してもいいかな？","","",""
"コンスタンス","","なんでしょう。私に答えられることであれば","","",""
"ツカサ","","回収対象の所有者とはじめてコンタクトを取るときに、気を付けないといけないことって、なにかある？","","",""
"コンスタンス","","はじめてコンタクトを取るとき、ですか","","",""
"コンスタンス","","マークスマンに任せておけば、おおむね問題ありませんよ？","","",""
"ツカサ","","そ、そうだね……","","",""
"","","アイラの場合はそうは行かないから、聞いてるわけで。","","",""
"ツカサ","","参考までに、コンスタンスがどうしているか聞かせてよ","","",""
"コンスタンス","","そうですね、まずは相手の話に真摯に耳を傾けてあげることでしょう","","",""
"コンスタンス","","相づちを打ってくれる人がいるだけでも、安心できるものです","","",""
"コンスタンス","","相手がなにを望んでいるかも把握できますから、こちらとしてもどう動くかを考えやすくなります","","",""
"コンスタンス","","ただし、相手の望むことすべてを叶えてあげようなんて思ってはいけません。それはおこがましい考えですし、我々の仕事ではありませんから","","",""
"ツカサ","","なるほど……","","",""
"ミチル","","おはよう","","",""
"","","そこへミチルとザックが出社してきた。","","",""
"","","俺とコンスタンスが話しているのが物珍しかったのか、怪訝そうな目を向けてくる。","","",""
"ミチル","","なに話してるの？","","",""
"ツカサ","","おはようミチル。ええと……","","",""
"","","ミチルにも、聞くべきかな。","","",""
"","","でも、勝手に自分たち用のマニュアルを作ってるなんて知られたら、怒られそうだ……。","","",""
"コンスタンス","","ツカサに、奇妙なことを聞かれたんですよ。回収対象の所有者と交渉するときに気を付けなければいけないことはなんだ、と","","",""
"","","あ……。","","",""
"ミチル","","なにそれ？","","",""
"","","あっさりバレてしまった。\nこうなったら、なるようになれだ。","","",""
"ツカサ","","ミチルにも、聞いていいかな？　個人的に気を付けていることとか、ある？","","",""
"ミチル","","……あんた、いったいなにしようとしてるのよ？","","",""
"","","というわけで、ミチルには俺の考えを全部話した。","","",""
"ミチル","","はあ……、そういうことなら、私やカヅキさんに一言相談ぐらいしなさいよ","","",""
"ツカサ","","ごめん","","",""
"ミチル","","あんたって、無能かバカかのどっちかよね","","",""
"ツカサ","","あはは……","","",""
"ミチル","","ま、でも、パートナーと一緒に助け合おうとする熱意だけは、評価してあげるわ","","",""
"ツカサ","","え？","","",""
"ミチル","","き、教育係として、悪いところは直させるし、いいところは誉める。当然のことでしょっ","","",""
"ミチル","","だからって調子に乗らないでよねっ。あんたなんか、まだまだ素人に毛が生えた程度なんだからっ","","",""
"ツカサ","","う、うん","","",""
"ザック","","ミチル、なんで赤くなってるの？","","",""
"ミチル","","う、うるさいわねっ","","",""
"ツカサ","","じゃあ、このまま進めても？","","",""
"ミチル","","いいわよ。ただしイレギュラーなことには変わりないから、結果については報告すること","","",""
"ツカサ","","分かった。ありがとう","","",""
"ミチル","","…………","","",""
"ミチル","","『ギフティアは心を持っていて、所有者も心を持っている』","","",""
"ツカサ","","急にどうしたの？","","",""
"ミチル","","さっきのあんたの質問に対する、私なりの答えよ","","",""
"ザック","","と言いつつ、それ、カヅキの受け売りだよね","","",""
"ミチル","","ええ、そう。その通り","","",""
"ミチル","","私も１年前、カヅキさんにたっぷりと叩き込まれた","","",""
"ミチル","","いい？　ギフティアを回収するだけじゃダメなの。それじゃ、私たちの仕事は悲しみしか生まなくなる","","",""
"ミチル","","大切なのは、ギフティアとその所有者、どちらの想いにもちゃんと寄り添ってあげること","","",""
"ツカサ","","どちらにも……","","",""
"ミチル","","多分、他のターミナルサービスじゃ、こんなやり方してない。本社からも煙たがられてる。効率が悪い、ってね","","",""
"ミチル","","でも、私はカヅキさんの考えに賛成だし、あんたにも、ここに入った以上はそれを実践してもらう","","",""
"ツカサ","","……分かった。教えてくれて、ありがとう","","",""
"ミチル","","フン。べっつに！","","",""
"ミチル","","ザック、仕事に出かけるわよ！","","",""
"ザック","","ええ～、もう？　今日ってそんなに急ぎの案件ってあったかなぁ？　なかったような気がするんだけどなぁ","","",""
"ミチル","","いいから！","","",""
"ツカサ","","行ってらっしゃい","","",""
"ミチル","","それとツカサ……この前は、ゴメン。さすがに、言い過ぎた","","",""
"ツカサ","","え……、あ、うん","","",""
"","","いきなり謝られて、戸惑ってしまった。","","",""
"","","その日の夜までかかって、なんとか自分なりにマニュアルを完成させた。","","",""
"","","俺とアイラなりのやり方……。\nこれで、アイラの負担が少しでも減るといいな。","","",""
"ヤスタカ","","よう。精が出るねえ","","",""
"","","定時に帰ったはずのヤスタカさんが、こんな遅い時間に戻ってきた。","","",""
"ツカサ","","あれ。帰ったんじゃなかったんですか？","","",""
"ヤスタカ","","ずっと会議室に監禁されて、書類作りサ","","",""
"ヤスタカ","","やっと解放されたヨ。シェリーが人使い荒くてネ。ハハハ","","",""
"","","それは、普段会社に来ないヤスタカさんの自業自得では……。","","",""
"ヤスタカ","","そっちは？","","",""
"ツカサ","","自分なりのマニュアルを作ってるところです","","",""
"ヤスタカ","","へえ。大したもんだ","","",""
"ツカサ","","いえ、俺なんかより、アイラの方がずっと頑張ってますから","","",""
"","","社員の行動予定表へと目を向ける。今日もアイラの欄には、夜からユニットテスティングルームと書いてあった。","","",""
"ツカサ","","新人の俺がのんびりしてるわけにもいかないなって","","",""
"ヤスタカ","","ユニットテスティングルーム、ねえ","","",""
"","","ヤスタカさんもその行動予定表を眺めて、しみじみとつぶやいた。","","",""
"ツカサ","","ブランクを取り戻そうと毎日のようにトレーニングしてるんですよ","","",""
"ツカサ","","ま、勘が戻っても、ドジして転ぶのはあんまり変わらなさそうですけど。あはは","","",""
"ヤスタカ","","あの子も健気だな。無駄な努力だと知っててやってるなんて","","",""
"ヤスタカ","","アイラには、そういうとこあるんだよな","","",""
"ツカサ","","……無駄？　どういうことです？","","",""
"","","ヤスタカさんの言い方が、すごく気になった。","","",""
"ヤスタカ","","……ん？","","",""
"","","ヤスタカさんは、俺の顔をまじまじと見て、首を傾げている。","","",""
"ヤスタカ","","ん～と、アイラの身体データ、見た？","","",""
"ツカサ","","え？　ええ、チラッとですけど……","","",""
"ヤスタカ","","ずっと右肩下がりじゃなかった？","","",""
"ツカサ","","ええ、だからトレーニングしてブランクを取り戻そうとしてるんじゃ……","","",""
"ヤスタカ","","ふぅん……。そっか、カヅキから聞いてないのか……","","",""
"","","なんのことだろう？","","",""
"ヤスタカ","","ギフティアも、人間と同じように“学習”する。だけどねえ、ブランクなんて概念はギフティアにはないわけヨ。そもそも“忘れる”って機能が組み込まれてないからさ","","",""
"ツカサ","","つまり、どういう……","","",""
"ヤスタカ","","トレーニングなんかしても無意味。アイラは、この先ずっとあのままだヨ","","",""
"ツカサ","","え……","","",""
"ヤスタカ","","あの子自身も、それは分かっているはずだけどねえ","","",""
"","","その言葉の意味を理解するのに、しばらく時間がかかった。","","",""
"","","ユニットテスティングルームに顔を出すと、アイラはプールサイドで、黙々とロープを結ぶ練習をしていた。","","",""
"","","声を、かけられなかった。","","",""
"","","うまく結べなくて、苦しそうで、悔しそうで。\nそれでも、諦めず何度も何度も、繰り返す。","","",""
"","","ひたすら反復練習。","","",""
"","","たまにうまく結べると、嬉しそうな顔を浮かべる。","","",""
"","","俺、アイラに無理させちゃってたのかな。","","",""
"","","でも――。","","",""
"アイラ","","……ありがとう。私、頑張る、ので","","",""
