"번호","이름","닉네임","문장","이름번역","닉네임번역","문장번역"
"208","","","もっともそれは試着のときにアイラが破いてしまって、一度も着ることなくクローゼットの奥にしまいこまれていたんだけど。","","",""
"209","ツカサ","","それは？","","",""
"210","アイラ","","……あの、今、ミチルとエルと、話してて","","",""
"211","アイラ","","今度の初デート、なにを着ていくのかっていう話題になったので","","",""
"212","ツカサ","","え、でもそれ、破れてるんじゃ？","","",""
"213","アイラ","","……ミチルとエルで、直してくれるって","","",""
"214","ツカサ","","ホント？","","",""
"215","","","もしそうなら、すごくありがたい話だ。\nでも、もう時間ないけど、間に合うのかな。","","",""
"216","","","ミチルとエルさんに任せるしかないか。","","",""
"217","ツカサ","","じゃあ、楽しみにしてるよ","","",""
"218","アイラ","","うん……","","",""
"219","ツカサ","","…………","","",""
"220","","","って、まずいまずい。\n顔がにやけちゃいそうだ。","","",""
"221","アイラ","","あ、それで、あの……","","",""
"222","アイラ","","明日、遊びに行くところ、遊園地で、どう？","","",""
"223","ツカサ","","遊園地……","","",""
"224","","","デートで行きたい場所は、アイラに決めてほしいと事前に話してあった。","","",""
"225","","","というのは、以前、俺が無理に遊園地に連れて行ったら拒否されたっていうトラウマがあったからなんだけど。","","",""
"226","","","そのときの遊園地を、アイラの方から指定してくるなんて。","","",""
"227","ツカサ","","いいの？","","",""
"228","アイラ","","あそこしか、思い浮かばなかった","","",""
"229","アイラ","","それに、この前は私、断っちゃったので","","",""
"230","アイラ","","あのとき悪いことしたって、ずっと思ってて、今度こそちゃんと、ツカサと一緒に……","","",""
"231","アイラ","","…………","","",""
"232","","","アイラは、赤くなってうつむいてしまい、モジモジしている。","","",""
"233","ツカサ","","分かった。じゃあ決まりだね","","",""
"234","","","俺がそう言うと、アイラも嬉しそうにうなずいた。","","",""
"235","","","アイラはその後、深夜までミチルの部屋で女子ふたりを相手に相談してるみたいだった。","","",""
"236","","","俺の方は、机の引き出しからアイラの日記を取り出して読み返していた。","","",""
"237","","","あの遊園地が、アイラにとってどんな場所なのか。\nそれについての記述を、以前、日記の中に見つけたからだ。","","",""
"238","","","１１月２１日土曜日晴れ","","",""
"239","","","今日もカヅキに遊園地に連れていってもらった！今年になってから、もう３回目！でもちっとも飽きない","","",""
"240","","","カヅキはいつも文句も言わずに最後まで付き合ってくれる。もしかしてカヅキもあんな顔しながら、実は楽しんでるのかも！","","",""
"241","ツカサ","","あそこしか思い浮かばなかった、か","","",""
"242","","","そして、デート当日の朝。","","",""
"243","","","目覚まし時計の音で起きたとき、俺は自分の身体に違和感を覚えた。","","",""
"244","","","全身がだるくて、寒気もする。眠っている間に汗びっしょりになっていた。","","",""
"245","ツカサ","","なんか、今日は朝から暑いな","","",""
"246","ツカサ","","いや、寒いのかな？","","",""
"247","","","仕事を頑張りすぎて、少し無理しちゃったせいかな。","","",""
"248","アイラ","","ツカサ。起きた？","","",""
"249","","","アイラが、階下から声をかけてきた。もう、起きていたみたいだ。","","",""
"250","ツカサ","","ああ、おはよう","","",""
"251","","","そこでアイラの姿を見て、ドキッとした。","","",""
"252","アイラ","","これ、変じゃない？","","",""
"253","ツカサ","","すごく、似合ってるよ","","",""
"254","アイラ","","…………","","",""
"255","","","たまらず見とれちゃった。","","",""
"256","","","ミチルとエルさん、ちゃんと直してくれたんだ。\nふたりには感謝しなきゃ。","","",""
"257","","","２人で出かけて、まっすぐ、ここに辿り着いた。","","",""
"258","","","以前来たときには、結局入ることはできなかったんだよね……。","","",""
"259","","","それどころか、アイラは俺を置いて先に帰っちゃって。\nひとり残された俺は、途方に暮れてベンチに座ってへたり込んでた。","","",""
"260","","","またここに、ふたりで来られた。\nそれだけで、感動して泣きそうだった。","","",""
"261","","","入場券を払い、中へ入る。","","",""
"262","ツカサ","","さて、どこから回る？","","",""
"263","アイラ","","…………","","",""
"264","","","アイラは、なにも答えずに先に歩き出した。","","",""
"265","ツカサ","","アイラ？","","",""
"266","アイラ","","こっち","","",""
"267","","","その足取りには、迷いがなかったから。\n俺は慌てて後を追った。","","",""
"268","","","アイラに案内されたのは、遊園地内にある広場で、そこにはいくつかのベンチがあった。そのうちのひとつの前で、アイラは立ち止まった。","","",""
"269","アイラ","","……まだ、あった","","",""
"270","","","アイラはぽつりとそうつぶやいて、恐る恐るベンチに座った。\n懐かしそうに、周囲を見回している。","","",""
"271","","","俺もアイラに倣って周囲の様子を見てみる。休日っていうこともあって、カップルや家族連れなどが楽しそうに歩いたり、アトラクションの方から歓声が聞こえてくる。","","",""
"272","ツカサ","","もしかして、このベンチがお気に入り？","","",""
"273","アイラ","","え？","","",""
"274","ツカサ","","日記に、書いてあったからさ。カヅキさんと組んでるときには、よく来てたんでしょ？","","",""
"275","アイラ","","…………","","",""
"276","","","アイラは、遠い目をした。","","",""
"277","アイラ","","日が暮れるまでここに座って、いろんな人たちの笑顔を眺めていた。そうしていると、不安とか全部忘れて、あったかい気持ちになれたので","","",""
"278","ツカサ","","カヅキさんもずっと一緒に？","","",""
"279","アイラ","","いつも横で寝てた","","",""
"280","ツカサ","","そっか","","",""
"281","","","寝てはいたけど、アイラに付き合ってあげてたんだな。","","",""
"282","","","普段は上司相手だろうが部下相手だろうが関係なく容赦ないカヅキさん。でも、アイラに対してだけは過保護気味になるところは、昔からなのかもしれない。","","",""
"283","ツカサ","","最後に来たのって？","","",""
"284","アイラ","","３年前。そのときに、ここでパートナー解消を言い出された。私、カヅキにたくさん迷惑かけちゃったので","","",""
"285","ツカサ","","それがあったから、来なくなったの？","","",""
"286","アイラ","","それだけじゃ、ないけど。ここに来ると、嬉しいこととか、悲しいこととか、色んな感情が溢れてきちゃうので","","",""
"287","ツカサ","","アイラ……","","",""
"288","","","周囲の楽しそうなお客さんたちの顔を眺めるアイラの表情は、どこか切なそうだった。","","",""
"289","ツカサ","","この遊園地で、他にはなにが好き？　絶叫マシンとか、観覧車とか","","",""
"290","アイラ","","分からない。乗ったこと、ないので","","",""
"291","ツカサ","","え？　一度も？","","",""
"292","アイラ","","うん……","","",""
"293","ツカサ","","じゃあ、今日は、いろいろ回ってみない？","","",""
"294","ツカサ","","ここには、他にも楽しいものがいっぱいある。それを知らないままなんて、もったいないよ","","",""
"295","アイラ","","…………","","",""
"296","ツカサ","","ほら。行こう！","","",""
"297","","","それから、時間も忘れて、色々なアトラクションに乗った。","","",""
"298","","","絶叫マシン、ティーカップ、お化け屋敷などなど。","","",""
"299","","","アイラはアトラクションごとに、くるくると表情を変えた。戸惑った顔だったり、驚いた顔だったり。","","",""
"300","","","合間に、クレープやアイスクリームなどを買って、ふたりで分け合って食べたりもした。","","",""
"301","","","前に俺が強引にプレゼントした、ヘンテコなマスコットキャラクターのキーホルダー。それと色違いのものを、アイラが俺にプレゼントもしてくれた。","","",""
"302","","","お揃いのキーホルダーをふたつ並べて、アイラは笑顔を見せてくれた。","","",""
"303","","","これが正しいのかどうか、分からない。俺のただの独りよがりかもしれない。でも俺は、アイラに、この一瞬一瞬を少しでも楽しんでもらいたいって、思うんだ。","","",""
"304","","","色々なアトラクションをたっぷり堪能して、最後に観覧車に乗ることにした。","","",""
"305","","","見下ろす街並みは夕焼けに染まって、すごくキレイで。","","",""
"306","アイラ","","……っ","","",""
"307","","","アイラは、その光景に見とれていた。","","",""
"308","アイラ","","ツカサ、あそこ。ショッピングモールが見える。私、あそこからよくこっちを見てた。あんなにちっちゃい","","",""
"309","ツカサ","","俺とアイラが初めて出会ったのも、あそこだよね","","",""
"310","アイラ","","うん","","",""
"311","アイラ","","なんだか、不思議。あのときは、まさかツカサとこうして観覧車に乗ってるなんて、想像もしてなかったので","","",""
"312","","","俺だって、あのときは想像もしていなかった。アイラが、俺に向けて、ごく自然に笑いかけてくれるなんて。","","",""
"313","","","よかった。楽しんでくれてるみたいで。","","",""
"314","","","自分なりに、今日のデートのことをかなり気負っていたのかもしれない。","","",""
"315","","","なんだか、肩の荷が下りた気分だ。","","",""
"316","","","ホッとしたら、不意に、視界がぐにゃりと歪んで。\nすーっと意識が遠のくような感覚に襲われた。","","",""
"317","","","あ……れ……？","","",""
"318","アイラ","","……ツカサ？","","",""
"319","","","気が付けば、並んで座っていたアイラの肩に、寄りかかってしまっていた。","","",""
"320","","","まずい。なんとか、立て直さないと。","","",""
"321","","","そうは思っても、身体が動かなくて。","","",""
"322","アイラ","","エ、エラー。こういうの、困る","","",""
"323","アイラ","","私、どうしたら、いい？","","",""
"324","","","アイラの声も、徐々に遠くなっていく。","","",""
"325","","","自分が思った以上に体調が悪いことに気付いたときには、もう遅かった。","","",""
"326","アイラ","","ツカサ……？","","",""
"327","アイラ","","ツカサ！","","",""
"328","","","アイラが呼びかけてくれる声も、ついには途切れてしまった。","","",""
"329","ツカサ","","…………","","",""
"330","","","目を覚ますと、見知った天井が見えた。","","",""
"331","","","寮の部屋だ。","","",""
"332","","","俺は、ベッドに横たわっていた。","","",""
"333","ツカサ","","あ……れ？","","",""
"334","アイラ","","気が付いた？","","",""
"335","","","すぐそばに付き添ってくれていたアイラが、俺の顔をのぞき込んでくる。","","",""
"336","ツカサ","","俺って……","","",""
"337","アイラ","","覚えてない？　観覧車で、急に倒れて。でも、救急車は呼ばなくていいって","","",""
"338","ツカサ","","誰が？","","",""
"339","アイラ","","ツカサが","","",""
"340","ツカサ","","そうだっけ……","","",""
"341","アイラ","","私も肩を貸したけど、ちゃんと自分の足で歩いて、ここまで帰ってきた","","",""
"342","ツカサ","","全然覚えてない……","","",""
"343","ツカサ","","ごめん、迷惑かけて","","",""
"344","","","せっかくの初デートだったのに……。\nなにやってるんだよ、俺……。","","",""
"345","アイラ","","気にしなくていいので。たぶん、過労だと思う。明日、病院に行こう","","",""
"346","アイラ","","お水、飲む？","","",""
"347","ツカサ","","ああ、うん、ありがとう……","","",""
"348","","","アイラがコップに水を入れて、手渡してくれた。\n飲むと、カラカラに渇いていた喉が潤されて、少し楽になった。","","",""
"349","ツカサ","","情けないよな……","","",""
"350","ツカサ","","俺ってさ、いつも肝心なときにダウンしちゃうんだ。大学受験に失敗したのも、試験当日に虫垂炎でぶっ倒れたせいだったし","","",""
"351","アイラ","","…………","","",""
"352","ツカサ","","だけど、そのおかげでターミナルサービスに入って、こうして、アイラと出会えた","","",""
"353","ツカサ","","そう考えると、体調崩すのもあながち悪くないかな。はは……","","",""
"354","アイラ","","私は、ツカサには、いつも笑顔でいてほしい","","",""
"355","ツカサ","","……心配かけちゃったよね","","",""
"356","アイラ","","うん","","",""
"357","ツカサ","","ごめん","","",""
"358","アイラ","","…………ツカサ","","",""
"359","ツカサ","","ん？","","",""
"360","アイラ","","私の寿命のこと、ごめんなさい","","",""
"361","ツカサ","","なんで謝るの？","","",""
"362","アイラ","","この間まで、黙っていたので","","",""
"363","ツカサ","","でも、打ち明けてくれたよ","","",""
"364","アイラ","","うん……","","",""
"365","","","俺は、ベッドサイドに座っているアイラの方へと、たまらず手を伸ばした。","","",""
"366","ツカサ","","……今日は、楽しんでくれた？　俺のせいで、最後は迷惑かけちゃったけど、また、一緒に行ってくれる？","","",""
"367","アイラ","","…………","","",""
"368","","","アイラは、俺の問いかけには、答えてくれなかったけど。","","",""
"369","","","無言で手を握ってくれた。","","",""
"370","","","翌朝。","","",""
"371","","","目を覚ましたら、アイラの看病のおかげもあって、体調はすっかり良くなっていた。","","",""
"372","ツカサ","","一晩寝たらだいぶ良くなったみたいだ。これなら病院に行かなくても――","","",""
"373","","","ふと、ベッドサイドを見ると、俺の手を握りしめたまま、アイラがヘロヘロになって突っ伏していた。","","",""
"374","ツカサ","","って、アイラ！？　どうしたの！？","","",""
"375","アイラ","","ずっと付き添ってたら……じゅうでん……切れそう……なので……","","",""
"376","ツカサ","","うわあ！　しっかり！","","",""
"377","","","その後、アイラを抱き上げて充電装置まで連れていったり、それで会社に遅刻したりと、かなりバタバタしてしまった。","","",""
