"165","リホ","","だったらせめて、時間ギリギリまでは一緒にいさせて……。あと１週間ぐらいは大丈夫なんでしょう？","","",""
"166","アンディ","","それもダメなんだ。君たち、また逃げるかもしれないじゃないか","","",""
"167","リホ","","そんな……","","",""
"168","","","アイラが、社用車のハイバネートボックスを展開させる。","","",""
"169","","","デレクは、泣き崩れているリホさんを一度、優しく抱きしめると、黙ってボックスの座席に腰を下ろした。","","",""
"170","リホ","","デレク……！　デレクーっ！","","",""
"171","","","取り乱しているリホさんを俺とアイラとでなんとか抑えている間に、アンディがデレクの指に指輪をはめる。","","",""
"172","リホ","","いや、いやよ！　こんなのいやーっ！","","",""
"173","ツカサ","","ね、ねえ、アンディ……","","",""
"174","","","さすがに、そんな強引なやり方はまずいんじゃ……。","","",""
"175","","","そう言おうとしたけど、それより先に、アンディはデレクの機能停止プログラムを起動させ、回収作業は完了してしまった。","","",""
"176","","","リホさんは、ついにはその場にくずおれてしまった。","","",""
"177","ツカサ","","…………","","",""
"178","アンディ","","ありがとう。君たちのおかげで、予想していたよりずっと早く回収できたよ","","",""
"179","","","あの後、泣き続けているリホさんに付き添いつつ、リホさんの家族に連絡して、彼女を迎えにきてもらった。","","",""
"180","","","帰り道、アンディは一仕事終えて満足そうだった。\nわざわざ出張してきたわけだから、これでデレクを回収できなかったら元も子もない。","","",""
"181","","","ただ、俺としては素直に喜べなかった。","","",""
"182","アンディ","","ん？　どうかした？","","",""
"183","ツカサ","","あんな強引にする必要が、あったのかな？","","",""
"184","アンディ","","……？　どういうこと？","","",""
"185","ツカサ","","あれじゃ、所有者とトラブルになってもおかしくない気がして……","","",""
"186","アンディ","","ああ、もう慣れっこさ","","",""
"187","アンディ","","想い出を引き裂くのが、僕たちの仕事なんだから","","",""
"188","ツカサ","","…………","","",""
"189","","","そう……なんだけどさ。","","",""
"190","","","その日のうちに第３ターミナルサービスに戻るというアンディを見送って。","","",""
"191","","","アイラもメンテがあるため、本社まで送り届けて。","","",""
"192","","","ひとりでオフィスに帰ると、珍しくヤスタカさんが残っていた。","","",""
"193","","","そこで、今日のアンディの回収のやり方について、軽く愚痴を聞いてもらった。","","",""
"194","ヤスタカ","","アンディは間違っちゃいないヨ","","",""
"195","ヤスタカ","","むしろ、ターミナルサービスとしては、そういうやり方が普通さ","","",""
"196","ツカサ","","そうなんですか？","","",""
"197","ヤスタカ","","うちだけが特殊なんだヨ。所有者や回収対象の心のケアまでしようなんてのは、そもそもカヅキが３年ぐらい前に取り入れたやり方なんだから","","",""
"198","ヤスタカ","","会社はさ、もっと機械的に、情緒もへったくれもないやり方でサクッと回収すべきって方針なわけ","","",""
"199","ツカサ","","え……","","",""
"200","","","そうなんだ……。","","",""
"201","","","確かに、他のターミナルサービスとうちとじゃやり方が違うっていうのは、ミチルも以前、教えてくれたけど。","","",""
"202","","","今日、アンディと一緒に仕事をして、はじめて実感した。","","",""
"203","","","『ギフティアは心を持っていて、所有者も心を持っている』","","",""
"204","","","だから、回収対象と所有者の気持ちに寄り添って、その心のケアもしていく。","","",""
"205","","","俺は、それが当たり前だと思っていた。","","",""
"206","ヤスタカ","","おかげで課長はいつも、経費がかかりすぎって本社から文句言われてるわけで","","",""
"207","ヤスタカ","","結局、俺たちがやってるのは自己満足だとしか、本社には見られてないんだよネ","","",""
"208","ツカサ","","…………","","",""
"209","","","ヤスタカさんはまだ残って仕事をするというので――例によって数日会社に来てなかったから、処理すべき書類が溜まってるらしい――先にオフィスを出た。","","",""
"210","","","と、アイラがそこで待っていた。","","",""
"211","ツカサ","","あれ、メンテは終わった？　もしかして待ってたの？","","",""
"212","","","アイラはうなずいた。","","",""
"213","アイラ","","ヤスタカと話していたから、邪魔するのは悪いと思ったので","","",""
"214","ツカサ","","ありがとう。今日のことで、ちょっと相談してたんだ","","",""
"215","アイラ","","……私も","","",""
"216","ツカサ","","ん？","","",""
"217","アイラ","","ツカサの相談、乗りたい","","",""
"218","ツカサ","","ああ、じゃあ次はアイラに相談するよ","","",""
"219","アイラ","","うんっ","","",""
"220","","","アイラは、俺の言葉に嬉しそうにうなずいてくれた。","","",""
"221","","","それから数日後。","","",""
"222","","","夕食を食べるためにアイラと一緒に寮の食堂へ行ったら、エルさんの姿を見かけた。","","",""
"223","","","端末を片手に、誰かと話している。","","",""
"224","","","遠目に様子をうかがってみると、端末の画面に映っているのは見覚えのある顔――アンディだった。","","",""
"225","エル","","じゃ、今日はこれで。またね～","","",""
"226","","","どうやらちょうど話が終わったらしく、エルさんは笑顔で端末の接続を切った。","","",""
"227","","","その直後、盛大にため息をついている。","","",""
"228","ツカサ","","エルさん","","",""
"229","エル","","あ、ツカサっち。それにアイラっちも","","",""
"230","エル","","アイラっち、これ食べます？　私の食べかけですけど。ふふふ、ぜひ食べてもらいたいなあ。私の食べかけですけどっ","","",""
"231","アイラ","","い、いらない……","","",""
"232","ツカサ","","エルさん、今話してたの、アンディですよね？","","",""
"233","エル","","え？　ええ","","",""
"234","エル","","この前、私ったらいきなり抱きついちゃったじゃないですか。だから一言、謝ろうと思って連絡してみたんです","","",""
"235","エル","","そしたらすっかり気に入られちゃいましたよぉ。モテる女は辛いっすね、あはは","","",""
"236","ツカサ","","そう言えば、アンディのことを前から知ってるような口ぶりでしたけど","","",""
"237","エル","","……ご近所さんだったんですよ。私がまだ中学生だった頃の話ですけど。その当時はオリヴィアって名前でした","","",""
"238","ツカサ","","当時……？","","",""
"239","エル","","ほら","","",""
"240","","","エルさんは、端末に写真を何枚か表示させた。","","",""
"241","アイラ","","え、この、一緒に写ってる女の人が……アンディ？","","",""
"242","ツカサ","","ずいぶん雰囲気が違うような……","","",""
"243","","","本当に同一人物？　エルさんの勘違いなんじゃ？","","",""
"244","エル","","……オリヴィアは、数年前に回収されてました","","",""
"245","ツカサ","","え、じゃあまさか……ＯＳの入れ替えを？","","",""
"246","エル","","ほら、ターミナルサービスってずっと、経費削減しろって言われてるらしいじゃないですか","","",""
"247","エル","","それで、本来なら処分するはずだったオリヴィアを再利用したんですって","","",""
"248","エル","","そういうケースって、たまにあるらしいです","","",""
"249","アイラ","","…………","","",""
"250","ツカサ","","アンディには、オリヴィアだった頃の記憶って？","","",""
"251","","","エルさんは、首を左右に振った。","","",""
"252","","","そう……なのか。","","",""
"253","エル","","まさか、こんな風に再会するなんて……思ってもみませんでした","","",""
"254","ツカサ","","エルさん……","","",""
"255","","","なんて声をかけてあげるべきなんだろう。","","",""
"256","辛いですよね","似合いませんよ","","dummy","dummy"
"257","ツカサ","","辛いですよね……","","",""
"258","エル","","あ……","","",""
"259","エル","","ツカサっち、なんて顔してるんですか。私は別に辛くないですって","","",""
"260","ツカサ","","そう……ですか？","","",""
"261","エル","","なにしろアンディとオリヴィアじゃ、まるっきり別人過ぎて、全然同一視できないです","","",""
"262","エル","","あ、胸の形や柔らかさは、まったく同じでしたけどね！","","",""
"263","","","な、なに言ってるんだ、この人は……。","","",""
"264","エル","","というわけで、ツカサっちも今の話は、そんなに気にしなくていいですから","","",""
"265","エル","","個人的な話を聞いてもらっちゃって、本当にすみませんでした","","",""
"266","エル","","このお礼に、今度、アイラっちのために新しく作った服をお渡ししますんで、よろしくです……！","","",""
"267","","","わざわざアイラに聞こえないように、そう耳打ちしてくる。","","",""
"268","ツカサ","","は、はあ……","","",""
"269","ツカサ","","似合いませんよ、エルさんのそういうしんみりした顔","","",""
"270","エル","","……っ","","",""
"271","エル","","あ～、あはは、そう……ですか？　やっぱり？","","",""
"272","エル","","でも、甘いですねツカサっち。甘々です！","","",""
"273","ツカサ","","え？","","",""
"274","エル","","ツカサっちは私のこと買いかぶりすぎてますよ！　私が今、なにを考えているのか、教えてあげましょう！","","",""
"275","","","エルさんは、急に鼻息を荒くした。","","",""
"276","エル","","またオリヴィアの――今はアンディですけど――あの胸をモミモミできる、ということです！","","",""
"277","エル","","ああ、柔らかかったなあ！　よく揉ませてもらってたんですよぉ。正確には強引に揉んでたんですが","","",""
"278","エル","","うふ、うふふ……","","",""
"279","ツカサ","","ええ～……","","",""
"280","","","ダメだ、この人……。","","",""
"281","","","っていうか、オリヴィアじゃなくなっていることを、エルさんは気にしてないのかな。……気に、ならないものなんだろうか。","","",""
"282","","","みんな、そんなものなのかな？","","",""
"283","アイラ","","…………","","",""
"284","","","数日後。","","",""
"285","","","レンさんが、たった今、宅急便で届いた荷物の中身を見て、顔を綻ばせた。","","",""
"286","レン","","この前のアンディの件で、第３ターミナルサービスの課長からお礼が届いてますよ。お茶菓子です","","",""
"287","タカオ","","いいねぇ。アイラちゃん、お茶よろしく～","","",""
"288","","","アイラはうなずき、給湯室に行ってすぐにお茶の用意を始めた。","","",""
"289","タカオ","","いやあ、このあいだ来たアンディくんは実に手際よかったよねえ。パパッと仕事してサーッと帰っていっちゃった感じで","","",""
"290","ミチル","","うわ、それ、私たちが使えないってことですか？","","",""
"291","タカオ","","い、いやいや、そういう意味じゃないよぉ","","",""
"292","ミチル","","どうだか……","","",""
"293","","","まあ、効率だけを考えるなら、うちは相当、悪いよね……。","","",""
"294","","","そもそも回収対象の元を事前に何度も訪ねるなんてことは、他のターミナルサービスじゃ滅多にないことらしいし。これもヤスタカさんから教えてもらった情報だ。","","",""
"295","","","このやり方は、効率もそうだけど、回収する側である俺たちの方にかなりの負担になる。","","",""
"296","","","それでもやっぱり、俺はアンディみたいな強引なやり方は、できそうにないよ。","","",""
"297","エル","","ツカサっちー！","","",""
"298","","","と、エルさんがオフィスに勢いよく駆け込んできた。","","",""
"299","","","なぜか泣きそうな顔をして、俺にすがるような目を向けてきた。","","",""
"300","エル","","助けてください～！","","",""
"301","ツカサ","","……へ？","","",""
"302","","","とりあえずオフィス内だと迷惑になりそうだったから、ロビーに出てエルさんを落ち着かせてから、話を聞くことにした。","","",""
"303","エル","","私の地元って、この時期にけっこう大きなカーニバルが開かれるんですよ","","",""
"304","エル","","あ、気取ってカーニバルなんて言ってますけど、別に仮装パレードとかしませんよ？　単に、ちょっと気が早い夏祭りです","","",""
"305","エル","","そのことをアンディに話したら、ぜひ連れてってくれとせがまれまして","","",""
"306","ツカサ","","はあ","","",""
"307","エル","","それが今夜なんですよ！　というわけでツカサっち！　一緒に来てくださいぃ！","","",""
"308","ツカサ","","な、なんで俺が？　２人で楽しんでくればいいじゃないですか","","",""
"309","エル","","ムリムリムリ！","","",""
"310","ツカサ","","どうして？","","",""
"311","エル","","…………","","",""
"312","エル","","オリヴィアとの想い出だらけなんですよ……。そこに、アンディと２人きりで行くなんて……キツすぎるでしょ。同じ顔、してるんですから……","","",""
"313","ツカサ","","エルさん……","","",""
"314","エル","","だからツカサっち～、一緒に来てぇ！　私を助けると思ってぇ！　お願いしますよぉ！","","",""
"315","ツカサ","","し、しがみつかないでぇ！","","",""
"316","","","無理矢理、エルさんの身体を引き剥がし、自販機で買ったジュースを渡してもう一度、落ち着かせる。","","",""
"317","ツカサ","","…………","","",""
"318","","","どう答えるか考えているうちに、ふと、ここ最近ずっと頭の中でモヤモヤしていたものがまた浮かび上がってきた。","","",""
"319","ツカサ","","あの、たとえばですけど","","",""
"320","ツカサ","","アンディをカーニバルに連れていったら、それをきっかけにしてオリヴィアの記憶がちょっとでもよみがえったり……なんてこと、あると思いますか？","","",""
"321","エル","","ふうん……","","",""
"322","エル","","アイラっちのこと、考えてるんですね","","",""
"323","ツカサ","","えっ、あの、それは……","","",""
"324","エル","","これでもエンジニアですよ。私も、アイラっちの残り時間については知ってます","","",""
"325","ツカサ","","……どうなんです？","","",""
"326","エル","","…………","","",""
"327","エル","","私がなに言ったって、そう簡単には納得できないでしょ？","","",""
"328","エル","","だからいいですよ、ツカサっちも私を利用してくれて","","",""
"329","ツカサ","","利用、って……","","",""
"330","エル","","一緒に行きましょう、今夜。そこで、自分の目で確かめればいい","","",""
"331","ツカサ","","…………","","",""
"332","","","エルさんの言う通りだ。","","",""
"333","","","もしも……可能性が、ほんの０．１％でもあるのなら……。それを、この目で、確かめてみたかった。","","",""
"334","","","というわけで、今夜、カーニバルに行くことをアイラに話してみた。","","",""
"335","アイラ","","私も行く","","",""
"336","アイラ","","わ、私は、ツカサのパートナーなので","","",""
"337","","","その申し出は意外だった。","","",""
"338","ツカサ","","ちなみに、アンディも一緒だけど","","",""
"339","アイラ","","…………","","",""
"340","アイラ","","……行く","","",""
"341","ツカサ","","あと、エルさんももれなく付いてくるけど","","",""
"342","アイラ","","え……","","",""
"343","","","あ、動揺してる。アイラって、エルさんのノリをけっこう苦手にしてたりするんだよな……。","","",""
"344","アイラ","","……い、行く","","",""
"345","ツカサ","","よし、じゃあ決まりだ。最後は花火も打ち上がって、すごく盛り上がるんだって","","",""
"346","アイラ","","生で打ち上げ花火を見たこと、一度もない","","",""
"347","ツカサ","","そうなの？","","",""
"348","ツカサ","","音がすごくて、きっとびっくりするよ","","",""
"349","アイラ","","音……","","",""
"350","アイラ","","み、耳栓、用意した方がいい！？","","",""
"351","ツカサ","","いや、そこまでしなくても大丈夫だから……あはは","","",""
"352","","","エルさんの地元は、俺たちが暮らす寮から電車で１時間半くらいの場所にあった。サーファーたちからは聖地と呼ばれることもある、有名な海沿いの街だ。","","",""
"353","","","海岸近くの駐車場に到着して車を降りたときには、カーニバルは始まっていた。","","",""
"354","エル","","ああ～、時間があればアイラっちのために浴衣を用意したのに～！","","",""
"355","エル","","い、今から……今からでも買いに行きませんか！？　地元だから、そういう店がどこにあるかは知り尽くしてますんで！","","",""
"356","アイラ","","ひ、必要ないので……","","",""
"357","ツカサ","","エルさん、それはまずいですって。そろそろアンディとの待ち合わせ時間でしょ","","",""
"358","エル","","でも～……","","",""
"359","アンディ","","おーい！","","",""
"360","","","と、人ごみを縫うようにして、アンディが手を振りながら駆け寄って来た。","","",""
"361","アンディ","","悪いね。待たせちゃった？","","",""
"362","エル","","いえいえ、私たちもついさっき来たところです","","",""
"363","アンディ","","今夜は付き合ってくれてありがとう","","",""
"364","アンディ","","なんだかワクワクするなあ。こういうところ、なかなか来られないから。エルくんと友達になってよかった","","",""
"365","エル","","あはは……それはどうも","","",""
"366","","","花火まではまだ時間があった。","","",""
"367","","","アンディと合流した俺たちは、屋台がたくさん出ている会場を一通り歩いてみることにした。","","",""
"368","ツカサ","","じゃあ俺、撮影係をやりますよ。記念の写真を、たくさん撮りますね","","",""
"369","","","そうやってエルとアンディの写真を撮ることで、かつてエルとオリヴィアがこのカーニバルで過ごした頃の想い出がよみがえるかもしれない。","","",""
"370","","","そうなることを、俺は……望んでいる。","","",""
"371","","","メインストリートでは、山車が進んでいた。\nかなり大きくて、迫力がある。","","",""
"372","","","俺はひたすら、写真を――エルさんとアンディが楽しんでいる様子を――撮り続けた。","","",""
"373","","","屋台の食べ物や飲み物を買って、食べているところ。\n山車を見て驚いている様子など。","","",""
"374","","","アンディの様子は、今のところは“初体験”のカーニバルに心の底からを純粋に楽しんでいるように見えた。","","",""
"375","","","そうやって撮った写真の出来映えをチェックする。","","",""
"376","","","写真で見てみると、アンディとオリヴィアは雰囲気はまったく違うけど、やっぱり顔は同じだなって実感した。","","",""
"377","アンディ","","僕とエルくんばかりじゃないか","","",""
"378","","","アンディが、その写真を横からひょいとのぞき込んでくる。","","",""
"379","ツカサ","","アンディにも、後でデータで送るよ","","",""
"380","アンディ","","ああ、僕はいらないよ","","",""
"381","ツカサ","","え？　どうして――","","",""
"382","アンディ","","僕らギフティアは、忘れることはないからね。写真に残す必要なんてないのさ","","",""
"383","アンディ","","便利だろう？","","",""
"384","ツカサ","","うん……あはは","","",""
"385","","","かろうじて、笑顔で答えることができた。","","",""
"386","アンディ","","それより、アイラくんも撮ってあげるべきだよ","","",""
"387","ツカサ","","そうだね","","",""
"388","","","確かにアンディの指摘通り、撮るのに必死すぎて、アイラをあまり構ってあげられていないことに気付いた。","","",""
"389","アイラ","","…………","","",""
"390","","","あ、もしかして、ちょっと……怒ってるかも……。","","",""
"391","ツカサ","","アイラ、見る？　仲のいい姉妹みたいだよ","","",""
"392","","","なんとか機嫌を直してもらおうと、俺が撮ったエルさんとアンディの写真を見せてみたけど、アイラはそれをチラリと一瞥しただけで、なにも言ってくれなかった。","","",""
"393","ツカサ","","えっと、良かったら、アイラも撮ってあげようか？","","",""
